head_id|form|lemma|verb|verb_compound|morph_case|sentence_id|sentence|timex_tag|ekilex_tag|ner_tag
23333348|Fotexist|Fotex|ostma||el|14837945|Agfa Ultra 50 filmi olen Fotexist kord prooviks ostnud .|||LOC
19973668|Taaralinnas|Taaralinn|pesitsema||in|12477634|""" Taaralinnas pesitseb Mäxi uus ansambel ja Vanemuises ootavad uued rollid ."||location|LOC
9501673|koolidesse|kool|kaduma||ill|5918922|Tänavu esimesse klassi loodetud lastest kaduski seitse eesti koolidesse .|||
25961464|foorumis|foorum|levitama||in|16875360|ma ei ole siiamaani näinud , et keegi siin foorumis piraattarkvara , muusikat või videofaile levitaks .|||
14689739|disaineririietuses|disaineririietus|tutvustama||in|9137371|Kõrkus pole enam soovitud ; kes mulle neil päevil end uhkelt Gucci-vööga või uusimas disaineririietuses tutvustab , näitab , et on jätnud aja märgid tähelepanuta .|||
21622452|kraanidesse|kraan|laskma||ill|13519071|Läänemaa 47 veevärgist 24 laseb kraanidesse vett , milles on liiga palju rauda või fluori .|||
21980179|kraatrisse|kraater|kukkuma||ill|13785918|Tõus tippu on halastamatu - igal tippujõudjal hammustab tema enda kohver pea otsast ja kandja elutu keha kukub kraatrisse .||location|
26695995|pesemis|pesem|pesema||in|17406604|2) Kui kaua pesete hambaid teatud pesemis ajal ?|||
425808|peres|pere|kasvama|üles|in|269880|” - “ Mu ema kasvas üles Kentucky väikelinnas kõvasti kokkuhoidvas peres .|||
26185339|capoeira-trenni|capoeira-trenn|viima||adit|17037485|Teine kohting viis noored capoeira-trenni .|||
19138454|teatrisse|teater|maanduma||ill|11958998|Ugalas tuli osi riburada pidi , seejärel liitus Indrek Ervin Õunapuu ja Toomas Saarepera projektidega ning maandus lõpuks Peeter Jalaka truppi Rakvere teatrisse .|||ORG
22869428|pakkimiskeskusesse|pakkimiskeskus|tarnima||ill|14439900|on tarvis ära hoida munade värskust ohustav mitme tähtaja ettekavatsetud kattumine , kui üks pakkimiskeskus tarnib liigitamata mune teise pakkimiskeskusesse ;|||
12363679|ME-s|ME|seisma||in|7711301|Aga “ Postimehest ” oli selgunud , et ta ei olnud Andrejevile ja Issakovile meeldinud oma “ liberaalse maailmavaate pärast ” , seisab neljapäevases “ ME-s ” .|||
942362|autoostjates|autoostja|pesitsema||in|594434|Paljudes potentsiaalsetes autoostjates pesitseb endiselt hirm kaotada töökoht ning seetõttu hoiavad nad oma sääste pangas , mitte ei soeta nende eest uut autot .|||
16182156|novembris|november|kauplema||in|10086926|ELi ja Hiina kõnelused venivad aga peamiselt seetõttu , väitis telekanal CNN eile , et Brüssel soovib minna kokkuleppes kaugemale ja saada paremaid tingimusi , kui kauples mullu novembris endale USA .||time|
10899202|Dairysse|Dairy|müüma||ill|6774866|Maaelu edendamise sihtasutuse ( MES ) 25 miljoni kroonine päästeskeem pankrotistunud Rapla Dairysse piima müünud ettevõtete päästmiseks jääb ära , kirjutab Äripäev .|||
3097644|aedikus|aedik|jalutama||in|1943450|Linnarahvale näidatakse Viimsi farmeri lehma , kes jalutab spetsiaalses aedikus .||location|
6738531|platsile|plats|maanduma||all|4186971|Augustis US Openil võetakse esmakordselt suure slämmi turniiridel kasutusele Kotkasilma nime kandev elektrooniline süs-teem , mis võimaldab kohtunikel otsustada videokorduse abil , kas pall maandus platsile või auti .|||
3735677|Londonis|London|tervitama||in|2332619|"Vaatamata sellele tervitasid demonstrandid hiljuti Londonis Kissingeri selliste loosungitega nagu "" Henry , mitu last oled sa täna juba tapnud ? "" ."||location|
3053356|AS-ist|AS|lahkuma||el|1916397|ETK Maksimarketi AS-ist lahkusid juhataja Tiit Reha , kaubandusdirektor Ain Taube , finantsdirektor Vilje Skoblov ja arendusdirektor Heigo Kera , kes on Maksimarketis töötanud alates selle rajamisest .|||ORG
17558292|Vihterpalusse|Vihterpalu|kihutama||ill|10962828|Raidma helistab kohe päästeametisse , mõistab olukorra ohtlikkust , võtab Pärnust kaasa sealse tuletõrje- ja päästeteenistuse asedirektori Avo Kiige ning kihutab Vihterpalusse .||location|LOC
23593585|psd-sse|psd|jääma|alles|ill|15065916|Oot , aga kas tahad , et layerid ka psd-sse alles jääksid ?|||
3387602|majja|maja|kõndima||adit|2121864|""" Ohver kõndis paarkümmend meetrit eemal asuvasse majja , hüüdis , et teda tulistati ja vajus surnuna kokku . """|||
12922816|avamisele|avamine|naasma||all|8051858|“ Kassisilm ” on ühe naise elu lugu “ taevas teab kust pärit sakris peaga räbalapuntrast ” tunnustust leidnud “ oma elu keskkohas oleva ” maalikunstnikuni , kes naaseb Vancouverist oma kodulinna Torontosse oma esimese retrospektiivse näituse avamisele .||event|
1890649|Rootsimaale|Rootsimaa|pagema||all|1189225|Lapsena Rootsimaale pagenud ja nüüd isaisade maale naasnud mees otsustas õigusemõistmise oma hooleks võtta ja haaras mootorsae .|||LOC
9793870|kodudest|kodu|evakueerima||el|6101200|"Pärast seda intsidenti teatas peaminister , et asunikud ei tohiks teha viga politseinikele ja sõduritele , kes neid kodudest evakueerivad , kuulutades , et Gazast lahkumise vastased peaksid "" mitte neile , vaid mulle haiget tegema "" , kirjutas Ha'aretz ."||location|
540019|stuudiosse|stuudio|tulema|kokku|ill|349375|Need lindistasid juubeli puhul stuudiosse kokku tulnud kolm Apelsini asutajat Tõnu Aare , Jaan Arder ja Ants Nuut .||location|
9336686|Ukrainas|Ukraina|peatuma||in|5819060|Teine kurg , Tooni peatub hetkel Ukrainas Dnestri lisajõgede piirkonnas .||location|LOC
21910768|Philadelphias|Philadelphia|seisma||in|13712749|Giscard d'Estaing'i ja tema konvendi ülesannet võrreldakse juba nüüd ajalehtedes lennukalt ülesandega , mis seisis Philadelphias 1787. aastal kogunenud inimeste ees - seal pandi alus Ameerika Ühendriikidele ja selle põhiseadusele .||location|LOC
3055864|kõrvaltistmelt|kõrvaltiste|väljuma||abl|1917903|""" Mida ma ilma meheta teeksin ? "" ohkab Svetlana , kui abikaasa kõrvaltistmelt väljub ."|||
5195505|Barcelonas|Barcelona|ründama||in|3233898|Jana Kolukanova ründas võistlussarja Mare Nostrum etapil Barcelonas 100 m vabaujumises Eesti rekordit , tulemus 56,10 jättis eesmärgist lahutama vaid kaks tühist sajandikku .||location|LOC
23516411|kunstiakadeemiasse|kunstiakadeemia|saama|sisse|ill|14989754|Neil , kes kohe esimesel katsel kunstiakadeemiasse sisse ei saa , tuleks vahepeal tööd teha ja järgmisel aastal katset korrata .||location|
1753748|rannas|rand|valvama||in|1103621|Vabatahtlikest koosnev vetelpäästeühing , mille esimees on Peeter Kulm , on rannas valvanud juba 27 aastat .||location|
8672961|Barcasse|Barca|jääma||ill|5408284|Manchester Unitedi ja Madridi Reali vaateväljas olnud 25-aastane Kluivert jääb Barcasse 2006. ja 28-aastane Reiziger 2005. aastani .|||ORG
16410325|Madridis|Madrid|hoidma|kinni|in|10226359|Veel kuus minutit enne lõpuvilet hoidis avavoorus Bayerniga viigistanud Rosenborg küünte ja hammastega viigist kinni ka Madridis , ent pidi lõpuks ikkagi Savio ja Roberto Carlose meisterlikkust tunnistama .||location|LOC
21249580|Kikkas|kikas|treenima||in|13281912|Nüüd treenib Kikkas reedeti Viimsis ja laupäeval-pühapäeval Gustav Adolfi Gümnaasiumi võimlas , kus tingimused paremad .||alive|LOC
18726580|Annes|Anne|käima||in|11700883|Annes , kelle politsei ära viis , käis Kingi sõnul sageli Otto baaris aega veetmas .||location|LOC
94653|Tartus|Tartu|õpetama||in|54602|Valt õpetab liivi keelt Tartus ülikooli juures .||location|ORG
18925450|Raamatupoodides|raamatupood|ilutsema||in|11825348|Raamatupoodides ilutseb lai valik presidendi portreesid , juudoentsüklopeedia , mille üks autoreid ta on , on saanud populaarseks kingituseks ja Moskva metroojaamade lähedastest plaadimüügikohtadest kostab alailma Vene tütarlastebändi laul Sellist nagu Putin , tahan mina endale ... .||location|
20964859|Mönchengladbachi|Mönchengladbach|naasma||adit|13102436|Seekord täitis playmakeri rolli edukalt Mönchengladbachi Borussiast naasnud Stefan Effenberg .|||
20425025|Birmasse|Birma|olema||ill|12768708|Kiivikas on teel MMile Birmasse , temaga ei õnnestunud SL Õhtulehel eile rääkida .||location|ORG
20379518|ebaproportsionaalsuses|ebaproportsionaalsus|pesitsema||in|12738399|Eeskätt pesitseb probleem muusikahariduse ebaproportsionaalsuses , mis ei ole korrelatsioonis nõudluse ja pakkumisega .|||
16972140|Rootsist|Rootsi|rändama||el|10588179|Sajandivahetuse ümber rändas Rootsist Ameerikasse miljon kolmsada tuhat inimest .||location|LOC
18036269|otsa|ots|kõndima||adit|11254794|Kolleegidele meili saatmise asemel kõnni parem kontori teise otsa ja räägi inimesega näost näkku .|||
16714230|elus|elu|pakutama||in|10419276|Erinevalt traditsioonilistest kirikutest ei viljelda seal ühtki kultust ega pakuta maapealses elus mingit erakordset ja teisi välistavat teed oma hinge päästmiseks .|||
2753865|lennukites|lennuk|märatsema||in|1730062|Swissairi lennukites märatsesid reisijad mullu 502 korral .|||
5266036|kabiinist|kabiin|pääsema|välja|el|3276211|Vigastatud veokijuht pääses osaliselt süttinud Volvo kabiinist välja .||location|
16347505|Kuulitõukes|kuulitõuge|nappima||in|10188400|Kuulitõukes nappis rekordist üks sentimeeter - 15.42.|||
7591535|Tabasalus|Tabasalu|kukkuma|alla|in|4725512|Tabasalus kukkus naine pankranniku servalt alla , kuid suutis klammerduda puu külge .||location|LOC
29206585|kerre|kere|tulema|tagasi|adit|19624576|USA_vs_Iraq: sai kuuli kerre ei tulegi tagasi|||
5099357|PÖFF-ile|PÖFF|jooksma||all|3175454|Eesmärgiks on leida üles publik , kes PÖFF-ile tormi jookseb , kuid aasta jooksul riburadapidi kinodesse jõudvaid väärtfilme miskipärast vaatama ei jõua .||event|ORG
15401364|Valenciasse|Valencia|lähetama||ill|9596047|Tõenäoliselt aktsepteerib ülehomme kokku tulev Eesti Kergejõustikuliidu treenerite nõukogu sisekergejõustiku Euroopa meistrivõistlustele kandideerinud eestlaste normitäitmise ja lähetab nad Valenciasse .||location|LOC
20146723|lõunakaldalt|lõunakallas|paistma||abl|12589626|Nii paistavad Põhjamaade naised Soome lahe lõunakaldalt vaadatuna .||location|
22257459|Perebinis|Perebin|seisma||in|13981663|Maailma edetabelis seisab Perebinis 140. kohal .|||LOC
4135126|Cannes'is|Cannes|tutvustama||in|2576927|Hewlett-Packard Company tutvustas 3GSM maailmakongressil Prantsusmaal Cannes'is uut värvilise ekraani ja GSM/GPRS funktsioonidega wireless pihuarvutit HP Jornada 928 WDA , teatas ettevõte .||location|LOC
3223514|Roskildesse|Roskilde|viima|edasi|ill|2019994|"Lähipäevil viib Savonlinna festival oma särava "" Rigoletto "" Rootsi Dalhalla festivalile ja sealt edasi Taani Roskildesse ."||location|LOC
20467277|Haanjast|Haanja|naasma||el|12794698|Alles eile naasis Kivinukk laagrist Haanjast Kurgjärvelt , kus treenis 13-14aastasi hoole-aluseid Pirita Palliklubi korvpallikoolist .||location|LOC
16777867|boksidest|boks|avastama||el|10462229|Keldris asuvatest boksidest avastas politsei aga hulgaliselt laskemoona , relvi ja ärandatud auto numbrimärgid .||location|
28339995|esilehel|esileht|paiknema||ad|18754153|Tekst mis esilehel suure tühja ala peal alati paikneb nagu ei kuuluks selle lehe juurde .|||
6300834|klaasitööstusettevõtetesse|klaasitööstusettevõte|lähetama||ill|3911756|Ühe Leonardo projekti näitena saab näitusel tutvuda projektiga , kus ettevõte lähetas tootedisaineri Taani klaasitööstusettevõtetesse , et luua ja toota uusi tooteid .|||
2159721|ettevõtetele|ettevõte|kerkima||all|1358666|Ent kui sügiseks sõlmib valitsus lepingu NRG-ga , tähendab see , et lisaks praegu kinnitatud tõusule kerkib kevadel elektrihind keskmise suurusega ettevõtetele veel 20-25 protsendi võrra .|||
25541722|narkojoobes|narkojoove|kohama||in|16561297|Tänaval on Markus korduvalt narkojoobes inimesi kohanud .||state|
5612811|kompaniis|kompanii|levitama||in|3485470|Fotod tehti mitme digikaameraga ning salvestati laserplaatidele , neid levitasid sõdurid omavahel 372. sõjaväepolitsei kompaniis .|||
24330494|elukohta|elukoht|liikuma||adit|15584510|Seejärel liigume tsiklitega läbi linna tema elukohta Mäe tänavale ja sealt edasi vanale surnuaiale , kus on muldasängitamine .||location|
7373710|ministeeriumist|ministeerium|saatma|välja|el|4587900|""" Sundvõõrandamise kirjad saatsime ministeeriumist välja mõt-tega , et asjale ametlik käik anda - siiani on Riigi Kinnisvara sellega tegelenud , "" ütles Allekand ."||location|
19856263|konfliktis|konflikt|tervitama||in|12402513|Tele2 strateegiaplaneerimise direktor Peep Põldsamm ütles , et kuigi Tele2 tervitab linnavalitsuse samme konfliktis lahenduse leidmiseks , on need tehtud lootusetult hilja .|||
26278947|Eestile|Eesti|kerkima||all|17097167|Kui kemplemas Erki , siis uudis on krõbe : eks Eestile kerki kas kuld , pronks või hõbe .||location|LOC
3935168|ÜRO-sse|ÜRO|pidama||ill|2453565|Riik pidas seni ÜRO-sse astumist neutraliteedi kaotamiseks .|||ORG
8254361|kaosesse|kaos|looma||ill|5144697|Sel juhul ilmub masside hulgast uus , progressiivset sõnumit kandev liikumine , mis vana teelt pühib ja loob maad võtvasse kaosesse uue korra .|||
3013208|Suurbritannias|Suurbritannia|nappima||in|1891445|Suurbritannias napib jõuluvanasid||location|LOC
19389940|Baltimaadesse|Baltimaa|olema|vaja|ill|12111512|NATO ei kavatse Eestisse , Lätti ega Leetu sõjaväebaase rajada ning pole seda isegi kaalunud , sest Baltimaadesse polevat neid vaja .|||LOC
4854187|Ateenas|Ateena|olema||in|3026169|TALLINN , 21. juuli ( EPLO ) - Kui Sydney olümpial elas koha peal Erki Noole triumfihetkele kaasa käputäis fänne , on Ateenas meie medalilootust vahetult toetamas paarsada fänni , kirjutab SL Õhtuleht .||location|LOC
17655401|piirialadele|piiriala|paigutama||all|11022942|Esimesed sammud on juba astutud , kui peaminister Mart Siimann teatas valitsuse soovist vabastada tulumaksust need ettevõtjad , kes paigutavad oma raha piirialadele .|||
1509788|veoautodesse|veoauto|peitma||ill|947996|Ajalehe Times teatel leitakse harilikul tööpäeval Doveris umbes 30 illegaalset immigranti , kes on end peitnud Prantsusmaalt saabunud veoautodesse .|||
19928175|autoroolis|autorool|jooma||in|12447686|Ojuland soovitas politseinikel passida välissaatkondade uste taga , kus vastuvõttude ajal joovad ka autoroolis istujad pokaali veini .|||
24275443|telesse|tele|leidma||ill|15543818|Kui poleks Meie Meest , siis oleks kindlasti mõni teine sarnane saade olemas ning leiaks tõenäoliselt ikkagi tee telesse .|||
5421130|rate.ee-sse|rate.ee|lubama||ill|3369367|Skripti looja , 15-aastane Tartu koolipoiss Hugo kinnitab , et muud halba see arvutis ei tee ning ta on teinud ka nn vastumürgi , mis rate-vastase skripti arvutist kustutab ja jälle rate.ee-sse lubab .|||
14086077|vabariigis|vabariik|olema|koha|in|8776614|Tshehhi ja Slovaki vabariigis oleme kohal üle kaheksa aasta ja Sloveenias kolm aastat .|||
11524915|Ilmatsallu|Ilmatsalu|jõudma||adit|7164888|Kui  “ Arno ”  Moskvitšiga 1963. aastal Ilmatsallu jõudis , oli kohaliku sovhoosi kasum tühised 1600 rubla .||location|LOC
583842|Tallinna|Tallinn|tulema|tagasi|adit|376075|Kõiki Divecist võetud materjale pole jõutud veel läbi uurida ning soomlased tulevad Tallinna tagasi .||location|LOC
20142491|inimeses|inimene|peitma||in|12586927|Ühtlasi pole Saatan enam inimolendeid ähvardav väline jõud , vaid kurjus , mis peidab end igas inimeses .||alive|
9716883|Napsterisse|Napster|investeerima||ill|6053668|Bertelsmann teatas 2000. aasta oktoobris , et investeerib Napsterisse ja soovib alustada legaalset äri teenusega .|||LOC
17419342|bussipeatusesse|bussipeatus|võtma|ette|ill|10876050|Veel enne õhtut võtab Aleksandr uuesti ette tee bussipeatusesse , et sõita uut annust ostma .||location|
4147511|Yorkshire'is|Yorkshire|kohtama||in|2584326|Daam oli piisavalt tähelepandamatu - mõistliku välimusega nelja-viiekümneaastane - , kuid härra seevastu niisugune , kellesarnast Yorkshire'is naljalt ei kohanud .||location|LOC
2471571|Berliinis|Berliin|ootama||in|1553251|Iraani Rahvuslik Vastupanunõukogu , Iraagis baseeruva relvastatud liikumise Mujahideen Khalq poliitiline tiib , ootab Teherani-vastasele meeleavaldusele Berliinis 20 000 inimest .||location|LOC
3181070|Leedus|Leedu|sadama||in|1994592|Selle madalrõhkkonna põhjaservas sadas ka Leedus , Lätis ja paiguti ka Eestis vihma .||location|LOC
23408899|firmasse|firma|juhtuma||ill|14895993|Ei ole sellisesse firmasse juhtunud .|||
17006734|omavalitsusse|omavalitsus|pöörduma||adit|10610386|Ta märkis , et elanikud pole eriti agaralt teede lõhkumist politseile kaevanud , vaid pöörduvad rohkem kohalikku omavalitsusse .|||
14780253|kloostrisse|klooster|kaduma||ill|9195900|Aeg-ajalt kaob ta mõneks ajaks mõnda Lõuna-Korea budistlikku kloostrisse .||location|
16332402|Kadriorus|Kadriorg|kohtama||in|10179404|Praegusel Toltsi näitusel “ Värviatlas ” Kadriorus Deco galeriis kohtame aga selgelt võõrandunud maastikuesitust .|||ORG
18733233|arstikotist|arstikott|varastama||el|11705117|Presley oli varastanud ravimid oma arsti George Nichopoulose arstikotist , kusjuures enne seda oli ta kamminud läbi oma hambaarsti ravimivarud .|||
2791131|filmikateedris|filmikateeder|koolitama||in|1752815|Vahepeal koolitas Iho viis aastat TPÜ filmikateedris noori režissööre , kellest mitmed on tänaseks oma diplomitööga lootustandvalt eesti filmi astunud .|||
11076348|filmis|film|rippuma||in|6890956|""" Kui India filmis ripub seinal püss , siis filmi lõpus hakkab ta kindlasti laulma ja tantsima ! """|||
25545956|padrikusse|padrik|eksima||ill|16563865|Sepa poiste vahelejäämine tuletas vahepeal padrikusse eksinud töörahvale meelde kõik Koond-erakonna korteriärastajate koolkonnad - Tamme oma , Vähi oma , Oti oma , teise Tamme oma , Eenmaa lemmiku Kuhlbachi oma .|||
12495157|millel|mis|lamama||ad|7794008|Kiirabi lükkab sisse raami , millel lamab määrdunud teksades kõhn noormees .|||
21679681|taskusse|tasku|maanduma||ill|13557387|"Nii maandus "" Taani muinasjutuvestja "" taskusse bussifirma Mootor ja Malmösse kolis Eesti tubakatööstus ."|||
17140136|korvpalliliigas|korvpalliliiga|lõhkema||in|10696353|Põhja-Euroopa korvpalliliigas NEBL lõhkes üllatuspomm Norrköpingis , kus kohalik Dolphins alistas Moskva CSKA 101 : 94.|||
23860226|madratsites|madrats|pesitsema||in|15284313|Allergeenide hulka loetakse õhureostust , teatud arstimeid , muutunud eluviisi ja eriti neid nähtamatuid putukaid , prantsuse keeles acariens , kes pesitsevad meie madratsites ja vaipades .|||
23068718|peahoones|peahoone|lõhkema||in|14605910|Kell 13 . 30 leiti koopiamasinaga tehtud leht , millele oli kirjutatud , et pomm lõhkeb kell 15 peahoones , sõnas politseiameti pressiesindaja .||location|
16410158|Marciulionis|Marciulion|jagama||in|10226267|Poolehoidjate meelitamiseks soovitusi andes jagas Marciulionis regiooni kolmeks - Skandinaavia , Leedu ning Venemaa , Ukraina , Läti ja Eesti .|||LOC
6987540|Hondurases|Honduras|möllama||in|4343706|1974 - Hondurases möllanud orkaani ohvrite arv hinnati tuhandetele .||location|LOC
16687892|eeskojas|eeskoda|rippuma||in|10402493|Pendel rippus katedraali eeskojas .||location|
5026894|Haapsalus|Haapsalu|sadama|maha|in|3130226|TALLINN , 13. mai ( EPLO ) - Haapsalus sadas neljapäeva hommikul paks lumi maha , Haapsalu elaniku sõnul oli seda vähemalt viis sentimeetrit ja puud olid lookas .||location|LOC
14994109|poosis|poos|ilutsema||in|9335302|All trümmis võis maitsta saunamõnusid ja kümmelda basseinis , mille seinal ilutses intiimses poosis kaunitari pilt .|||
14129575|ümberkonnas|ümberkonn|kõndima|ringi|in|8802507|Ta kõndis siin ümberkonnas natuke ringi , ja see pargiala on olnud kunagi rikkalikult hoonestatud .|||
26590048|Brüsselis|Brüssel|laskma|maha|in|17326493|Mäletatavasti oli lugupeetud mõõdukas kevadeks kindlaks teinud , et Eesti on Brüsselis juba 12 korda püksid maha lasknud ja pidavat seda veel 17 korda tegema .|||LOC
16324804|lõpuklassidesse|lõpuklass|astuma|sisse|ill|10174784|Mustaks värvitud pea ja rebasesilmadega Ira Luštšenko astus järjest sisse eesti gümnaasiumi lõpuklassidesse ja kutsus kõiki peole .|||
9465291|mahutitesse|mahuti|sokutama||ill|5896642|Puskari sõnul näitab kogemus , et praegu pole jäätmeveoga ühinenud viiendik linna jäätmevaldajaid , põhiliselt väikeelamuomanikud , kes sokutavad oma jäätmed võõrastesse mahutitesse või risustavad metsaalasid .||location|
6982698|lõpus|lõpp|andma|üle|in|4340750|OÜ Põhivõrk juhataja Henn Jõe andis päeva lõpus üle ka auhinna möödunud majandusaasta parimale kõrgepingevõrgu ehitisele .|||
17843848|riidesse|riie|kavatsema||ill|11139216|Ühtemoodi riidesse ei kavatse ta beebisid panema hakata .|||
13050385|islamisse|islam|pöörama||ill|8131338|Freeman on alles hiljuti islamisse pööranud , varem oli ta nimi Sandra Kellar .|||
5498057|põõsas|põõsas|lindistama||in|3415825|Enda väitel kardab ta , et toimuvat jälgitakse ja keegi kuskil põõsas või bussis lindistab vestlust .|||
10234790|vallamajas|vallamaja|kõndima|ringi|in|6368859|Mehike tajus kohalike ihalust , kõndis vallamajas ringi valitseja saua meenutava kohvitassiga , millel suurte tähtedega BOSS , vallavanema ametlikuks meiliaadressiks oli  .||location|
29635162|toas|tuba|hulkuma||in|20517643|"dez|hulgub|teises|toas|kusagil: njaaaa"||location|
20844453|Kärdlas|Kärdla|kukkuma|alla|in|13027909|Mullu 23. novembril Kärdlas alla kukkunud reisilennukis AN 28 kannatada saanud ema ja tütar nõuavad materiaalse kahju hüvitamiseks 14 000 krooni ning moraalse kahju hüvitamiseks 1 630 400 krooni .||location|LOC
7728115|valesse|vale|keerama||ill|4813016|Fotograafid klõpsutasid ja pärast oli pressil tükk aega arutamist - tegi tüdruk seda meelega või keeras lõhik end kogemata valesse kohta .|||
24410701|looduses|loodus|käima|ringi|in|15645098|Nii teevad seda ka need , kes looduses fotoaparaadiga ringi käivad .|||
2619505|Läände|Lääs|tahtma||adit|1645848|""" Nojah , tahaks küll Läände ja profiks ."|||LOC
8538410|Narvas|Narva|ründama||in|5321866|Reedel Ida-Virumaal käinud peaminister Mart Laar ründas Narvas mitmel korral teravalt sealseid linnavõime , süüdistades neid saamatuses .||location|LOC
10503359|rahutustepiirkonda|rahutustepiirkond|lubama||adit|6529488|Autoritaarne valitsus ei luba rahutustepiirkonda ajakirjanikke .|||
11773883|ajudesse|aju|lubama||ill|7338263|– Oli mis oli , tuleb mis tuleb , küll kõik kuidagi paika loksub , oma ajudesse ma seda tüdrukut küll ei luba .|||
6199962|väljaandesse|väljaanne|lubama||ill|3849291|1997. aasta väljaandesse lubas kirjastus pärast minu nõudmist teha küll täiendusi , aga paraku täpsustada üksnes mõningaid dateeringuid ja sellegi pärast sain hiljem hoopis paarilt õpetajalt nahutada :|||
7136819|palga-gruppi|palga-grupp|liikuma||adit|4437924|Üle 60 protsendi palgagruppi vahetanud töötajatest liikus ühe grupi võrra kõrgemasse palga-gruppi .|||
5936186|Keilas|Keila|konutama||in|3686217|""" Nüüd saab ka nii teha , et ütled naisele , et lähed= Lõuna-Aafrikasse tööreisile , aga tegelikult konutad nädala Keilas ."||location|LOC
5865546|omasse|oma|toimuma||ill|3642242|Emori sotsioloogi Tõnis Saartsi hinnangul toimub valijate tagasivool Res Publica häältebaasist sotsiaaldemokraatide omasse .|||
2839155|turismitalus|turismitalu|pidutsema||in|1782832|Manija saare Riida turismitalus pidutseb aastavahetusel kinnisvarabüroo LVM kümneliikmeline seltskond .||location|
12901081|näost|nägu|röövima||el|8038793|Enamus oli lahingus juba käinud , kuid leidus ka rohelisi algajaid , kellelt eelseisev surmaoht viimasegi värvi näost röövis .|||
15901613|Leverkusenis|Leverkuseni|seisma||in|9912678|Senisest viiest voorust vaid ühe võidu teeninud Sloveenia klubi Maribori Teatanic seisis Leverkusenis lõpuni kui kalju ning kinkis neile ainsana kolm punkti loovutanud Dinamole edasipääsu .|||LOC
26946451|USAsse|USA|moodustama||ill|17602942|See import moodustas 1997. aastal CCMi ülemaailmsest impordist USAsse 67% ning 1998. aastal kuni augustikuuni 63% .||location|LOC
1629561|koosseisu|koosseis|pidama||adit|1024104|Lääneriigid ning ka Leedu ei tunnusta oktoobris valitud Valgevene kahekojalist parlamenti ning peavad selle riigi ainsaks seadusandlikuks organiks ülemnõukogu 13. koosseisu , mille president Aleksandr Lukašenko 1996. aastal laiali saatis .|||
1374260|läheduses|lähedus|rajama||in|863101|Groznõi põhjaosas , 1. mikrorajooni läheduses on tšetšeenid rajanud tugevad kaitseliinid , muutnud ümbruskonnas asuvad tehnikumide ja ülikooli hooned oma tugipunktideks .|||
11152700|Indianapolises|Indianapolis|võistlema||in|6940041|06Ralf Schumacher Indianapolises ei võistle ( 4 ) 18 : 0418.||location|LOC
3011285|baaris|baar|sööma||in|1890203|Linnaametnik Kaia sõnul sööks ta öösel hea meelega mõnes baaris , kuid tegelikult einestab reeglina mõnes Statoili bensiinijaamas .|||
1737364|kubermangudest|kubermang|rändama||el|1093138|Eestlased rändasid Tsaari-Venemaa Eesti- ja Liivimaa kubermangudest Kaukaasiasse 1860. aastatel .||location|
13919951|kohast|koha|sõitma|läbi|el|8675858|Kuid enne õnnetust sõitis samal hommikul sellest kohast läbi kolm rongi , neist viimane vaid 10 minutit enne õnnetust .|||
11203933|Skandinaavias|Skandinaavia|kohtama||in|6973397|Nüüd kohtab Islandilt pärit arste Skandinaavias väga harva .||location|LOC
13140456|nunnakloostrisse|nunnaklooster|ronima||ill|8186682|Stanislavski-Panso  doktriini peal kasvanud eesti teatrikehandis toimib Von Krahli lavastus nagu nunnakloostrisse roninud vagabund , kes häirib kodukorda , võrgutab ja viljastab ja haihtub enne , kui abtiss millesti aru saab .||location|
15616728|Sõrves|Sõrve|maabuma||in|9733231|Ühel jõululaupäeval maabus Saaremaal Sõrves laevatäis idamaiseid põgenikke .||location|
29401735|ikeegi|ikeeg|tahtma||adit|20006078|KILL_OR_BE_KILLED: ku ikeegi tahab haiget juttu ajada siis valige mind|||
22269503|Sevillas|Sevilla|röövima||in|13989427|Nüüd tahtis tema näidata , et on kodus ikka kuningas , » arutles Kanter , kes hiljuti röövis Tammertilt Sevillas 68.50ga Eesti rekordi .||location|ORG
16483578|EELKs|EELK|puuduma||in|10271802|Neid kartusi ei aita hajutada ka asjaolu , et EELKs puudub praegu ja ilmselt ka tulevikus vähegi arvestatav toetus ideele allutada kirik riigi otsesele kontrollile .|||ORG
16128598|tanklas|tankla|andma|üle|in|10055211|Venelased korraldasid dokumentideta iraaklaste toimetamise puu- ja kummipaatidega üle Narva jõe ja andsid nad Eesti Kütuse tanklas Rannule üle .||location|
5968572|garaazhidesse|garaazh|mahtuma|ära|ill|3706262|Praegu jagab päästeteenistus ühist maja Rapla linnavalitsusega , aga seal ei mahu kogu päästetehnika garaazhidesse ära .|||
22978597|Vormsis|Vormsi|ehitama||in|14529900|""" Esimese paadi ehitasin Vormsis proovitööna koos Jormaga , teise tegin Muhus sõbraga kahasse , ” avaldas Streng ."||location|LOC
20112015|uudistesaates|uudistesaade|elama|kaasa|in|12567520|Kui ma 1991 . aastal uudistesaates Šveitsis teie sündmustele kaasa elasin , nägin ekraanil Lennart Merit , keda tutvustati Eesti välisministrina .||event|
