sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,timex_tag,ekilex_tag,ner_tag,classification,explanation,is_alive,is_time
3727112,6002106,23,jääma,puudu,el,esinemisküpsus,esinemisküpsusest,"Kuigi see hollandi kollektiiv kannab noorteorkestri nimekuju , ei saa kuuldud esinemise põhjal küll kuidagi öelda , et madalmaade noortel orkestrantidel jääks esinemisküpsusest ja koosmängutunnetusest selle tõttu midagi puudu .",,,,no,,no,no
4887728,7847414,1,saama,juurde,ad,muutumine,Muutumisel,Muutumisel Teabeteenistusest Teabeametiks sai Eesti välisluure tänavu 1. märtsil võimu ja ülesandeid juurde .,,,,no,,no,no
20681561,29718320,7,tahtma,,ad,laadimine,laadimisel,matinude: sa draks tahad lehe laadimisel lehe kuhigi vasakule suunata ?,,,,no,,no,no
3591161,5782697,11,mõistma,,all,tütarlaps,tütarlapsele,"Juunis 2002 mõistis Ida-Viru maakohus kolm kuud vabadusekaotust aastase katseajaga tütarlapsele , kes lõi meesõpetajale rusikaga näkku .",,alive,,no,,yes,no
15146087,23689393,2,kaaluma,,ad,kooliaeg,kooliajal,"Vaid kooliajal , kui ta sporti tegi , kaalus ta rohkem .",,time,,no,,no,yes
3592222,5784473,4,saavutama,,ad,kokkulugemine,kokkulugemisel,Eestlaste kultuuriliste üksikkontaktide kokkulugemisel saavutab Soome mäekõrguse võidu .,,,,no,The phrase 'kokkulugemisel' was not classified as adverbial of place because it refers to an action or process (counting up) rather than a location.,no,no
341293,527603,6,viskama,,ad,aeg,ajal,"Arvatavasti viskab iga meteoroloog sel ajal pilgu esmalt kraadiklaasile , siis pilvedele ( kas sajab ? ) , maapinnale ( on lund tulnud ? ) jne.",,,,no,,no,yes
17405349,26694561,19,uskuma,,el,minumeel,minumeelest,aga kui see mingi ristiusu levitamine koolides on siis - taevas tule appi me elame 21 sajandil ning minumeelest on eestis usu vabadus,,,,no,,yes,no
14362874,22788479,23,vastama,,all,akrediteerimiskriteerium,akrediteerimiskriteeriumidele,"b ) kandidaadi hindamine akrediteerimisorgani personali või nende määratud esindajate poolt , kes kujundavad oma arvamuse selle kohta , kas kandidaat vastab akrediteerimiskriteeriumidele - selleks vaadatakse esitatud teave ja asjakohane töö üle ning tehakse vajaduse korral lisauuringuid , mis võivad sisaldada personali intervjueerimist .",,,,no,,no,no
1215417,1932954,4,sujuma,,ad,Mae,Mael,"Sõidu algus sujus Mael soovitud moel , kolmandast kilomeetrist kuuendani aga mitte .",,,LOC,no,,yes,no
16013505,24897082,4,tundma,,el,funktsioon,funktsioonist,Isiklikult tunnen Sleep funktsioonist puudust .,,,,no,"The phrase 'funktsioonist' expresses an abstract concept of lacking rather than defining a physical location, thus not being adverbial of place.",no,no
9181110,14756931,7,kärpima,,ad,vajadus,vajadusel,"Tema hinnangul on mõistlik , kui vajadusel kärbib eelarvet valitsus .",,,,no,,no,no
1575644,2506384,2,jääma,välja,ad,kinnitus,kinnitusel,Peakorraldaja kinnitusel jäävad seekordsest muusikavalikust välja traditsioonilised joomalaulud .,,,,no,,no,no
8726112,14004998,4,tulema,välja,ad,Aidann,Aidannil,"Ükskord , kui Aidannil don Ramoni enda vastu kaitselöök juba hästi välja tuli , naine isegi plaksutas rõdult .",,,PER,no,,yes,no
15390750,24041477,29,hoiduma,,el,himu,himudest,"Hüva , siin kirjakoht : 1Pt 2 : 11-18 Käitumisest maailmas _11 Armsad , ma manitsen teid kui majalisi ja võõraid siin ilmas - hoiduge lihalikest himudest , mis sõdivad hinge vastu !",,,,no,,no,no
3728509,6004466,4,osutuma,,ad,langetamine,langetamisel,""" Lõpliku otsuse langetamisel osutus määravaks Valga politseijuhi Tõnu Kürsa seisukoht - purjus alaealisi on linnas palju , joomase peaga juhitakse autot ja tekivad peretülid , "" kirjutas volikogu korrakaitsekomisjoni esimees Kalev Luts linna koduleheküljel .",,,,no,The phrase 'langetamisel' is not adverbial of place because it refers to the process of making a decision and does not specify a location.,no,no
5472235,8773536,16,pälvima,,ad,käivitamine,käivitamisel,ASi Rakvere Piiritustehas juhataja Arvo Antropov pälvis tunnustuse tulemusrikka töö eest Rakvere ja Moe piiritusetehaste käivitamisel .,,,,no,,no,no
9208559,14799896,6,tüdinema,,el,tassimine,tassimisest,Lõpuks tüdines Carl Gustav vanamehe tassimisest ja põgenes tagasi Šveitsi .,,,,no,,no,no
5042142,8091475,11,lugema,,all,sinep,sinepile,"Väike pole Eestimaal nendegi inimeste hulk , kes tänu vene sinepile loevad sobivaks vaid kõrvetavat-kibedat toidulisandit , põlates ära kõik teised maitsevarjundid .",,,,no,,no,no
10637800,17050118,20,leidma,üles,ad,kuulamine,kuulamisel,"Aga tema asub tänapäevas , tema on tuuritanud koos Olive'ija Gabrielle'iga ning sestap ei leia te pealiskaudsel kuulamisel vana-head souli siit kuigi hõlpsasti üles .",,event,,no,,no,no
4756813,7639382,9,hoiduma,,el,aktsia,aktsiatest,"Kullamaa : Hoiduksin praegu keskmiste ja väikeste ettevõtete aktsiatest , mis on suhtarvude põhjal jätkuvalt kõrgelt hinnatud - halvad üllatused ( nt 50% kukkumist ühe päevaga ) on tõenäolisemad just seal .",,,,no,,no,no
13208358,21130168,1,pääsema,,ad,debüüt,Debüüdil,"Debüüdil ei pääsenud ta ka "" haamrist "" – 36. kilomeetril sai võhm otsa ja tuli kõndida .",,event,,no,,no,yes
7581858,12168673,15,sõltuma,,el,algtingimus,algtingimustest,"Ajami võll peab ajaintervalli T jooksul läbima etteantud kiirusega teatud pöördenurga , mis sõltuvad algtingimustest  ( 3.15 )  ( 3.16 )",,,,no,,no,no
1522864,2423649,2,tõstma,esile,el,telemäng,telemängudest,"Uutest telemängudest tõstsid Saarna ning programmispetsialist Annaliisa Sisask-Silla esile sisseostetud formaadi järgi valmivat viktoriini "" Teletaip "" , mis keskendub nädala uudissõnumitele .",,,,no,,no,no
3279222,5270894,2,väsima,,ad,mees,mehel,"Mõnel mehel väsib füüsis , teisel vaim .",,,,no,It was not classified as adverbial of place because 'mehel' refers to a person rather than a location or spatial context.,yes,no
7897247,12643391,2,kippuma,,ad,Ivo,Ivol,""" Ivol kippus hääl kinni jääma .",,,PER,no,,yes,no
4820577,7740094,4,lõppema,,ad,keskkonnapäev,Keskkonnapäeval,"Looduskaitsekuu lõpeb Rahvusvahelisel Keskkonnapäeval , 5. juunil .",,,ORG,no,,no,yes
14745046,23227895,5,keelduma,,el,laialiminemine,laialiminemisest,"Kui 1993 . aastal saadeti laialiminemisest keeldunud rahvasaadikute vastu tankid , siis pärast seda on ikka ja jälle leitud puhverisik , kes on parlamendi toetuse pälvinud .",,,,no,,no,no
13266334,21225186,6,andma,,el,aktiviseerimine,aktiviseerimisest,Tema hinnangul annavad Venemaa Balti-poliitika aktiviseerimisest tunnustust mõningad viimase aja kaadrimuudatused ning kevadtalvel valminud Vene Balti-poliitika kontseptsioon .,,,,no,,no,no
11671647,18682431,1,aktiviseeruma,,ad,sulatamine,Sulatamisel,Sulatamisel nad aktiviseeruvad .,,,,no,,no,no
13460379,21528471,18,andma,ära,ad,tahe,tahtel,"Selles ta väitis , et sünnitas hoopis 2 . aprillil Soomes Tampere kliinikus ja andis kohe lapse vabal tahtel ära .",,,,no,,no,no
10287135,16510431,3,vajama,,ad,taastamine,taastamisel,"Erakonna maine taastamisel vajame ausat ja võimekat liidrit , kellel on vastutustunnet rahva ees , energiat ja kompetentsust .",,,,no,"The phrase 'taastamisel' is not classified as an adverbial of place because it describes the process of restoring reputation, which relates to time or action rather than location.",no,no
1170481,1860230,4,lõppema,,ad,Evelin,Evelinil,Eelmisel nädalal lõppes Evelinil Tina Turneri kontserdi PR-töö äärmiselt närvesööv periood ...,,,ORG,no,,yes,no
14299761,22702035,3,lõpma,,ad,lähiaeg,lähiajal,"Keskuurimisbüroos lõpeb lähiajal Kaitseliidu fondi majandustegevuse kriminaalasja uurimine , misjärel selgub , kas Kaitseväe juhataja kindralmajor Johannes Kerdi suhtes algatatakse kriminaalasi või mitte , ütles keskuurimisbüroo abidirektor Kersti Jundas BNS-ile .",,time,,no,,no,yes
13104092,20967323,7,astuma,,ad,päikeseloojang,päikeseloojangul,Robert Miles  astus oma austajate ette päikeseloojangul .,,,,no,,no,yes
11088042,17761233,23,juhinduma,,el,liikumine,liikumistest,"Inglise nael on vaatamata dollari langusele suutnud säilitada juba saavutatud taseme , kuid oma edaspidises liikumises juhindub ta ilmselt siiski just dollari liikumistest .",,,,no,,no,no
2519593,4040405,8,muutuma,,el,elukutse,elukutsest,Kursuse käigus muutub tööotsija arusaam oma tulevasest elukutsest märgatavalt .,,,,no,,no,no
206615,337095,14,lähtuma,,ad,lahendamine,lahendamisel,"Kuigi laagrites oli tegemist väga erinevate isiksuste ja nende vajadustega , lähtusin probleemide lahendamisel positivistlikust põhimõttest - probleemid on selleks , et neist õppida .",,,,no,,no,no
2092565,3339239,9,kestma,,el,sünd,sünnist,"Inimkloonimise vaidlus on kestnud juba vähemalt lammas Dolly sünnist alates , 1997. aastast .",,,,no,,no,yes
12753747,20401430,4,hakkama,,ad,Mõttus,Mõttusel,"Selgub , et Mõttusel hakkab peale tulema apaatsusfaas .",,,LOC,no,,yes,no
15766144,24589580,11,tulenema,,el,dementsus,dementsusest,Arstkonna vähese diagnostilise teadlikkuse põhjused tulenevad ajalooliselt kujunenud dogmast seniilsest dementsusest kui normaalsest vananemise osast .,,state,,no,,no,no
7274053,11693348,8,esinema,,ad,AL-meetod,AL-meetodil,"Leidub muldi , kus esineb magneesiumipuudust taimedes AL-meetodil määratuna ka suure magneesiumisisalduse korral , millest järeldub , et ammooniumlaktaatlahusesse , mis on suhteliselt tugev lahus , ekstraheerub magneesiumi , mis on taimede poolt väheomastatav .",,,,no,,no,no
13191130,21102722,18,olema,koht,ad,päev,päevadel,"Just seda pidas Lii Muru kõige märkimisväärsemaks nendel äripäevadel , ühtlasi lootes , et juba järgmistel taolistel päevadel on kohal enamik Saaremaa valdu .",,,,no,"The phrase 'päevadel' refers to a time period rather than a location, so it does not qualify as an adverbial of place.",no,yes
7582210,12168966,2,läbima,,ad,vabajooks,vabajooksul,"Trammi vabajooksul läbib kiirendit ja mootoreid nn. ettevalmistusvool , mis tekitab kaovõimsuse 10 kW suurusjärgus .",,,,no,,no,no
163158,271700,22,röövima,,abl,tema,talt,"Eriti intrigeeriv on aga fakt , et Hitler oli soovinud sõda alustada just 1938. aastal , kuid Lääneriikide järeleandlikkus Münchenis röövis talt selle võimaluse .",,,,no,,yes,no
1530121,2434988,22,lõppema,,ad,loojang,loojangul,"Isegi väljavaade piiramatus koguses veini kulistada ei paista enam üles kaaluvat kahenädalast kontimurdvat töörügamist , mil päevad algavad päikesetõusul ja lõpevad loojangul .",,,,no,,no,yes
3894517,6272681,1,tõstma,esile,el,majandusprobleem,Majandusprobleemidest,Majandusprobleemidest tõstsid eksperdid esile Eesti kaupade nõrka rahvusvahelist võistlusvõimet ja ekspordibarjääre kaupade eksportimisel .,,,,no,,no,no
6459163,10385960,1,tegema,välja,el,kokkumängukahtlus,Kokkumängukahtlusest,Kokkumängukahtlusest ei tee Kivipalu väljagi .,,,,no,,no,no
2838424,4552023,5,pooldama,,el,vanus,vanusest,"Veerandsada küsitletud virulast pooldas vanusest , rahvusest ja soost olenemata üksmeelselt vabadussamba püstitamist konkursi võiduprojekti järgi .",,time,,no,,no,no
4142404,6667873,19,pakutama,,all,värvija,värvijaile,"Sobivate värvide kohta küsi nõu värvi- või ehituspoodidest , suured tehased kasutavad tööstuslikke värve , mida ise akende värvijaile ei pakuta .",,alive,,no,,yes,no
20454857,29606742,15,särama,,el,Õnne,ÕNNEST,"Luise: MA UNISTAN, ET MERI OLEKS ÕLLEST JA KUTSUVALT TA VASTU SÄRAKS ÕNNEST NII VAHVA, MIS SIIN ÜLDSE RÄÄKIDA, ON JUUA MEREST ÕLUT JANUGA, OHH !",,,,no,,no,no
12481593,19979661,1,selguma,,el,elanikkonnaküsitlus,Elanikkonnaküsitlusest,"Elanikkonnaküsitlusest “ Eesti 98 ” selgub , et eesti noored naised on hakanud viimase viie aasta jooksul järjest enam õhtuti väljas lõbutsemas ja meelt lahutamas käima – suhtlemas , söömas ja alkoholi tarbimas .",,,,no,,no,no
11830544,18933812,8,saama,läbi,ad,õhtune,õhtusel,"Sai edukalt läbi , küllap Roman Baskini õhtusel , kelle kursusekaaslaseks Järvet oleks saanud .",,,,no,,no,yes
472372,741177,3,määrama,,ad,andmine,andmiselgi,"Nagu baashariduse andmiselgi ei määra õpetaja , kellest saab asja või kellest ei saa - kes peab õppima ja kes ei pea - , niisamuti on ka autojuhiga .",,,,no,It is not classified as adverbial of place because 'andmiselgi' refers to the act of giving (in the context of education) and does not denote a place.,no,no
9585391,15385169,7,hoiatama,,ad,õhtu,õhtul,"Venemaa siseminister Sergei Stepashin hoiatas neljapäeva õhtul Mäetööliste Sõltumatu Ametiühingu liidrit Aleksandr Sergejevit , et mis tahes aktsioonide puhul tuleb rangelt järgida seadusi .",,,,no,,no,yes
7592346,12183889,18,tahtma,,ad,agent,Agendil,"IHNUSE freimis on hinnatavaks Agent ja tüüpiliselt Agendi TEGEVUS Agent on helde , kui : a ) Agendil on Omand b ) Objekt tahab/vajab Omandit c ) Agent annab heameelega Omandi Objektile Väärtus : Hindajapoolne hinnang Positiivne .",,,,no,,yes,no
9410259,15110675,3,juhinduma,,el,päev,päevadest,"Esimestest toimetajatöö päevadest selle töö vägivaldse lõpuni 1935. aasta juulis juhindus Tõnisson veendumusest , et  ajakirjandus on ilmas üks suurematest võimudest , kelle võimkonda mahub terve maailma vaimuvald .",,,,no,,no,yes
3622550,5833058,3,avaldama,,ad,selgitus,selgitusel,Katrin Kalamehe selgitusel avaldab ajakiri praktiliste nõuannete kõrval ka teoreetilisi materjale ja käsitleb hariduselu valupunkte .,,,,no,,no,no
12720038,20350050,4,naeratama,,all,õnn,õnnele,"Vaatamata taevast langenud õnnele ei naerata verivärske Eesti Armstrong kordagi , kuid arvab , et on heas vormis - küllap paast tegi oma töö .",,,,no,,no,no
1114541,1771912,8,tuginema,,ad,määr,määral,""" Eesti riigijuhtimine tugineb täna palju suuremal määral kõhutundel ja otsustaja paremal äranägemisel kui Lääne-Euroopas , "" tõdes Vaske , kelle hinnangul käsitletakse analüüse siin sageli segava ja aeganõudva tegevusena , mis pigem takistab kui toetab otsuste langetamist .",,,,no,,no,no
14442879,22870904,25,määrama,,ad,kuupäev,kuupäeval,"1. Mis tahes vastavalt artikli 59 lõigetele 1 ja 2 läbivaadatud lisade 1-9 muudatusettepanek jõustub kuupäeval , mille määrab halduskomitee selle vastuvõtmise kuupäeval , kui kõnealuse halduskomitee poolt samal päeval määratud varasemaks kuupäevaks ei ole üks viiendik või viis lepinguosalist riiki , sõltuvalt sellest , kumb arv on väiksem , esitanud ÜRO peasekretärile muudatusettepaneku kohta oma vastuväidet .",,,,no,,no,yes
3250301,5222994,1,kurtma,,ad,videosalvestis,Videosalvestisel,"Videosalvestisel kurdab palatisse astunud Aganitš , kuidas ta läbi lumetormi kaks tundi haigla poole sõitis .",,,,no,"The phrase 'Videosalvestisel' does not indicate a physical location but rather a medium or setting for the action, so it is not an adverbial of place.",no,no
3233038,5194112,23,jõudma,kohale,ad,austamisöö,austamisööl,"Sõiduks kulus Triin Tuuride bussijuhi Ants Rohtla sõnul neli päeva , aga seda ei lase need lapsed küll kuidagi märgata - Pertelsoni austamisööl kell kaks kohvikusse kohale jõudnud , tarisid nad kohe tünnidesse meisterdatud löökriistad lagedale ja läks lahti !",,,,no,,no,yes
1169337,1858315,3,kurtma,,all,võimujuht,võimujuhtidele,"Energeetikud kurtsid võimujuhtidele , et neil pole enam millegi eest kütust osta , sest võlad kütusetarnijatele Tatneft ja Lukoil ületasid vastavalt 338 ja 75 miljonit rubla .",,,,no,,yes,no
3666812,5904685,18,kõlama,,ad,originaal,originaalil,"( Eesti keeles lisandub veel tõlkeprobleem : nagu luule puhul tavaline , pole tõlgitul seda kõla mis originaalil . )",,,,no,,no,no
5302371,8506861,1,võistlema,,ad,Wollmani,Wollmanil,Wollmanil võistleb Edmontonis teisigi kasvandikke .,,,,no,,yes,no
4015285,6463450,4,täituma,,el,artikkel,artiklitest,"Ajakirjandus aga täitus artiklitest , milles tuntud ja lugupeetud poliitikavaatlejad teatasid , et Venemaa ei tohi lasta järjekordsel geopoliitilisel maailmajagamisel enese kahjuks toimuda ja manasid Andrei Kozõrevi , kes oma NATO-meelsete artiklitega Vene diplomaatia jalgealust õõnestab .",,,,no,,no,no
14071046,22404483,17,saavutama,,ad,1960.,1960ndatel,"XX sajandi hakul algas , eriti just anglo-ameerika maadel , eeslinnade rajamine , mis saavutas kõrgseisu 1960ndatel ja on tänapäeval iseloomulik kõikidele rikastele ja autostunud ühiskondadele .",,,,no,,no,yes
220067,357904,12,hoiduma,,el,konkreetsus,konkreetsusest,"Kuni Austraalia-projekti edukus on veel kahtluse all , hoidub ka Suncor konkreetsusest .",,,,no,,no,no
267047,421874,6,osutuma,,ad,määr,määral,uus uurija oli osutunud mingil määral luulehuviliseks .,,,,no,The phrase 'määral' was not classified as adverbial of place because it indicates degree or extent rather than a physical location.,no,no
7586184,12175051,27,lõpetama,,el,halvenemine,halvenemisest,"Kuna ettevõtte ülemineku puhul on oluline samuti direktiivis 2001/23/EÜ kehtestatud reegel , et kui töötaja lõpetab töölepingu tulenevalt ülemineku tagajärjel toimunud töötingimuste halvenemisest , vastutab töölepingu lõpetamise eest tööandja , siis tuleb eelnõud vastavalt täiendada .",,,,no,,no,no
5774947,9265051,12,näitama,,ad,jaaniöö,jaaniööl,"Sõnajalad on salapärased ja lummavad eoseid kandvad taimed metsavaikusest , kes jaaniööl oma õit otsijale näitavad .",,time,,no,,no,yes
6412780,10309275,7,meeldima,,el,sõjaaeg,sõjaajast,""" Valgre on mulle meeldinud juba sõjaajast , eriti "" Ei suutnud oodata sa mind "" , "" ütles koos õe Anuga kontserdile tulnud pensionär Anita .",,time,,no,,no,yes
336857,520582,11,määrama,,ad,kujundamine,kujundamisel,Nende kohaselt on endiselt klass ning rass määravad inimese elutee kujundamisel .,,,,no,,no,no
10294116,16520041,2,näima,,all,finantsist,finantsistidele,"Ülikooli finantsistidele näis , et mingit üllatust vaevalt tulla saab - riigi kavandatava paariprotsendilise kokkuhoiu olid nad eelarvesse sisse kirjutanud .",,alive,,no,,yes,no
4225047,6799458,22,näitama,,ad,eetriaeg,eetriajal,"Ja kas isegi kõige suurem vutifänn viitsib kaasa elada näiteks Mehhiko ja Iraani mängule , mida ETV sel pühapäeval kõige magusamal eetriajal ( 18.45-21.00 ) näitab ?",,,,no,,no,yes
4131049,6649545,11,kuulma,,abl,minister,ministrilt,"Kohtumisel Palmaruga 27. novembril kuulis Kihnu vallavanem Annely Akkermann aga ministrilt , et raha polegi tulemas .",,alive,,no,,yes,no
1221767,1943062,15,aktiviseeruma,,ad,lõpp,lõpul,"Antud juhul ootas politsei mitte midagi tehes pea kaks kuud ning aktiviseerus alles tähtaja lõpul , saates mulle kutse ilmumiseks asja arutamisele .",,,,no,,no,yes
757298,1206850,10,minema,ära,ad,asjaolu,asjaoludel,""" Kõik soovivad , et investeering ei läheks mingitel asjaoludel nende kontrolli alt ära .",,,,no,,no,no
349462,540140,1,lööma,kaasa,ad,Krista,Kristal,"Kristal ei löönud veel kaasa , sest teda ei jõutud registreerida .",,,PER,no,"The phrase 'Kristal' refers to a proper noun (a person) and does not denote a location, so it is not an adverbial of place.",yes,no
5592312,8966362,3,tegema,kaasa,ad,avaõhtu,avaõhtul,"Erikülalisena teeb avaõhtul kaasa neli aastat Eestist eemal olnud Stanislav Jermakov , kes tuleb Zürichist kohale vaid selleks etteasteks , märkis Veiler .",,event,,no,,no,yes
10261398,16466869,3,pakkima,,ad,minut,minutil,Pakkis viimasel minutil asju .,,,,no,,no,yes
573986,908669,2,võtma,välja,ad,sõna,sõnul,"Tema sõnul võttis teine osanik pärast suurema arve laekumist Hansapangast välja 26 000 krooni firma raha , mistõttu väikeettevõte ei suutnud enam tasuda arveid ning lõpetas pankrotiga .",,,,no,,yes,no
1276318,2028488,9,võtma,vastu,ad,juhtimine,juhtimisel,"Opositsioon paneb Järveojale süüks asjaolu , et tema juhtimisel pole volikogu võtnud vastu kõige paremaid otsuseid .",,,,no,,no,no
18027115,27429915,12,tõstatama,,el,määramine,määramisest,Arutelude käigus tõstatas proua Tõnisson komisjonis lõike 2 puhul küsimuse karistuse määramisest nii trahvi kui ka mootorsõiduki juhtimise õiguse äravõtmise näol .,,,,no,,no,no
2341014,3749874,2,lõikama,läbi,ad,kesk-päev,kesk-päeval,Eile kesk-päeval lõikas maja avamislindi pidulikult läbi linnapea Edgar Savisaar .,,,,no,,no,yes
1726887,2748173,4,nördima,,el,pöördumine,pöördumisest,""" Oleme sellisest pöördumisest väga nördinud , "" ütles vanglate ameti peaspetsialist tervishoiu alal Sirje Sepalaan .",,,,no,,no,no
10546518,16905300,9,kippuma,,ad,sõdur,sõduritel,"Kuna aga söök oli kehv , siis kippus sõduritel rinnas piim otsa saama ja väetikesi tuli toita karmi sõdurileivaga .",,,,no,,yes,no
136610,228291,2,alustama,,ad,juht,juhul,"75 juhul oli töölaagrisse paigutamise alustanud politsei ja tervelt 37 juhul naised , kes oma meeste või eksmeestega enam hakkama ei saanud .",,,,no,,no,no
36839,63753,15,kaitsma,,ad,aeg,ajal,"Kõik see on loonud Viljast pildi kui ohvritallest , kes igas olukorras ja igal ajal kaitseb oma abikaasat ja ideekaaslast , ei jäta teda kunagi üksi ega hätta , tihti ennast kõige alandavamalt maha salates .",,,,no,"The phrase 'ajal' refers to a temporal context rather than a spatial one, which is why it is not classified as an adverbial of place.",no,yes
11993030,19194554,20,maitsema,,all,poiss,poistele,"Kui viinal on lapseohtu keelel vastikult terav maitse , siis kõikvõimalikud longerod , siidrid ja kokteilid maitsevad magusad nii poistele kui ka tüdrukutele .",,,,no,,yes,no
420855,655872,3,johtuma,,el,asjaolu,asjaolust,"Viimane johtus asjaolust , et EL-i juhtisid järjestikku Austria ja Saksamaa .",,,,no,,no,no
778241,1241156,1,toetama,,el,kaasmaalane,Kaasmaalastest,"Kaasmaalastest toetab Kjusi Kjetil Andre Aamodt , kes ilmselt ülisuurslaalomis on austerlastele ohtlikum konkurent .",,alive,,no,,yes,no
15975119,24842564,7,minema,läbi,ad,emme,emmel,"Kuid tõenäosus on suur , et emmel läks mõni kivi läbi .",,alive,,no,,yes,no
8235978,13214982,20,kasutama,ära,ad,voolimine,voolimisel,"Enamgi veel , Matti Miliusest sai ka Beieri luuletuste modell , kelle isikuomadusi ja eluseiku ta Matti Moguèi kuju voolimisel ära kasutas .",,,,no,,no,no
1803455,2869992,9,kukkuma,läbi,ad,teine,teisel,"Supertulemusi mõnel alal polegi vaja , kui sa teisel läbi kukud . """,,,,no,,no,yes
14651007,23110934,26,koosnema,,el,beibe,beibedest,"Me võime ju unistada , et kogu Eesti töötajaskond , veel parem kogu rahvas koosneks 20-30 aastastest mitmekordselt kõrgharitud ja kõiki keeli valdavatest beibedest & ilueedidest , aga mitte üheski maailma riigis pole see nii .",,alive,,no,,yes,no
5880736,9438735,22,juhinduma,,el,kokkulepe,kokkuleppest,"Samal päeval allkirjastatud Eesti NSV KGB likvideerimise lõppaktis on öeldud , et Eesti ja NSV Liit juhinduvad endiste julgeolekutöötajate sotsiaalsete tagatiste kokkuleppest kuni probleemi lahendamiseni riikidevahelisel tasandil .",,,,no,,no,no
15725620,24539739,8,muutuma,,el,aspekt,aspektist,"“ Viimaste aastate jooksul on tervisliku toitumise aspektist tähtsaks muutunud ka kalorite , magusa ja rasva piiramine , ” ütles Josing .",,,,no,"The phrase 'aspektist' explains a point of view or perspective, not a physical location, so it is not an adverbial of place.",no,no
20446213,29602734,5,viskama,,ad,vend,vennal,Abbott: yhekorra viskab vennal yle ja lööb su l2bi seina,,,,no,,yes,no
17081644,26255241,4,uskuma,,el,urm,Urmast,"Ma ei uskunud Urmast , jahimees nagu ta on .",,,,no,,yes,no
5866994,9416380,2,nimetama,,el,maks,maksudest,"Neist maksudest , mida Eestis veel rakendatud ei ole , kuid mujal maailmas küll , nimetas Koidu ummiku- ja mootorsõidukimaksu .",,,,no,,no,no
15000922,23534067,4,tulema,välja,ad,Kalle,Kallel,"Eriti hästi tuli Kallel välja Hiina loomakalendri üks aastasümboleid Koer , 4x4sentimeetrisel postamendil istuv loom .",,,PER,no,,yes,no
3359554,5404620,12,mängima,,all,robotlikkus,robotlikkusele,"Nende miinuseks on see , et nad juba liiga pikka aega robotlikkusele mängivad ja käivad kogu aeg ainult seda kaarti .",,,,no,"The phrase 'robotlikkusele' refers to the quality of being robotic, which is abstract and not tied to a physical location, so it is classified as 'no' for adverbial of place.",no,no
3237847,5202386,19,lugema,,el,fakt,faktidest,""" Ma olen neist kriitilistest märkustest teadlik ja üllatunud , sest valimiskampaania oli avatud , ma pole seaduserikkumiste faktidest midagi lugenud , "" ütles Lavrov .",,,,no,,no,no
19977439,29385460,8,lugema,ette,all,reisija,reisijatele,"Teeskle , et oled stjuuardess ja loe reisijatele ette ohutusabinõusid ja evakuatsiooni puudutav informatsioon.",,alive,,no,,yes,no
7733891,12399370,7,kaduma,,ad,armunu,armunutel,"Kannatada saab ka maastiku üldilme , armunutel kaob võimalus tiikides asuvate saviste saarekeste kallastele romantilisi reise korraldada .",,alive,,no,,yes,no
6678009,10744689,4,käskima,,ad,MS,MSil,Jaanuaris käskis kohus MSil 120 päeva jooksul asendada oma JVMi Sun Microsystemsi poolt toodetava Java Runtime Enviromentiga ( JRE ) .,,,,no,,no,no
7926571,12698902,10,kõnelema,,ad,ärasõit,ärasõidul,"Ma ei mäleta , mida või kas üldse me ärasõidul kõnelesime .",,,,no,,no,no
2004656,3198332,2,kinkima,,ad,okupatsiooniaeg,okupatsiooniajal,"Tollel okupatsiooniajal kinkis kord üks Peda lõpetanute ( vastvalminud õpetajate ) lend mulle kotitäie riigieksamite spikreid - igal võimalikul kujul , ka läbihigistatud pesule oli kirjutatud keeleajaloo näiteid .",,,,no,"The phrase 'okupatsiooniajal' indicates a time period, not a location, and hence is not classified as an adverbial of place.",no,yes
13852083,22087906,2,heitma,,ad,nädalvahetus,nädalvahetusel,"Eelmisel nädalvahetusel heitis ta sarnasel võistlusel Leedus üle 67 meetri , » teadis Tammert sõbra tegemisi .",,,,no,,no,yes
8782225,14095563,14,domineerima,,el,lõpp,lõpust,"Järjest enam ja enam libises aga juhtimine väikeste radikaalsete gruppide kätte ja kaheksakümnendate lõpust saadik domineerivad sellel üritusel just mitmesugused anarhistid , anarhosündikalistid , maoistid ja trotskistid .",,,,no,,no,yes
372122,577564,12,tutvuma,,ad,koostamine,koostamisel,"Aino Kalda “ Tähelend ” oli eesti esimene kirjanikubiograafia , selle koostamisel tutvus ta uurimistöö võludega .",,,,no,,no,no
15876728,24707877,6,volitama,,ad,kohaldamine,kohaldamisel,"Käesoleva artikli ja artikli 13 kohaldamisel volitavad osalisriigid oma kohtuid või teisi pädevaid asutusi andma määrusi panga- , finants- või äridokumentide esitamise või arestimise kohta .",,,,no,,no,no
956218,1523036,13,pöörduma,tagasi,ad,vajadus,vajadusel,"Valitsuse otsusel ei müü riik Eesti Telekomi aktsiaid praegusel hetkel ja pöördub vajadusel aktsiate müügi küsimuse juurde tagasi 2001. aasta teisel poolaastal , ütles rahandusministeeriumi nõunik Daniel Vaarik .",,,,no,,no,no
