head_id,form,lemma,verb,verb_compound,morph_case,sentence_id,sentence,timex_tag,ekilex_tag,ner_tag,classification,explanation,classification2,explanation2
25720441,aedikust,aedik,pääsema,välja,el,16717099,"Olustveres pääses jõulumaa peremehe Gunnar Loho aedikust välja kaks põhjapõtra , kellest üks tänaseni Soomaa metsades uitab .",,location,,?,?,yes,
9659929,Kandaharis,Kandahari,sõitma,ringi,in,6018888,"Karzai teatas ka , et Talibani liider mulla Mohammad Omar sõidab Kandaharis ringi jalgrattal , sest kardab USA õhurünnakuid , ning olevat ostud seitse kaamelit selleks puhuks , kui tal tuleb põgeneda kõrbe .",,,LOC,yes,,yes,
21704569,Pärnus,Pärnu,arenema,,in,13573991,""" Noh , kas tõesti Pärnus on paberlik bürokraatia nii tugevasti arenenud , et nälgimisohus maod kedagi ei huvita ?",,location,,yes,,yes,
26423170,Gröönimaalt,Gröönimaa,ulatuma,,abl,17211500,Sealsete teadlaste hinnangul ulatub seljak Gröönimaalt Ellesmere'i saarestikuni Kanada vetes ja seetõttu pole Venemaal mingit võimalust seda kontinentaalseljakut enda omaks pidada .,,location,LOC,yes,"The word 'Gröönimaalt' refers to Greenland, which is a location, so it was classified as 'yes'.",yes,"The phrase 'Gröönimaalt' indicates the origin or starting point of movement, which is associated with a location, so it is classified as an adverbial of place."
8374722,rambilt,ramp,kukkuma,alla,abl,5220706,"Eile kell 23.38 teatati Põhja-Eesti häirekeskusele , et Tallinna Reisisadama D-terminali viienda kai juures Finnjeti ja kai vahel kukkus jalgsilla rambilt alla soomlasest mees , kes uppus , teatas ETAle päästeameti juhtimiskeskuse korrapidaja .",,,,no,"The phrase 'rambilt' was not classified as a location because it describes a part of a structure (a ramp), not a geographic location.",yes,
4167984,jutusuminasse,jutusumin,kaduma,,ill,2597059,"Avasõnad ütles ja õhtut juhtis Mart Sander , kelle esialgsed naljad Eesti rahva väiksuse kohta kadusid jutusuminasse .",,,,no,"The word 'jutusuminasse' translates to 'in the hum of conversation' and describes a sound or state, not a physical location.",yes,
3093367,N. Liidus,N. Liit,puhkema,,in,1940825,Juba 1987-88 Eestis ja hiljem kogu N. Liidus puhkenud kakskeelsusdiskussioonis asus Starovoitova allasurutute poolele : ta mõistis impeeriumi keelepoliitikute soositud ühesuunalise kakskeelsuse ebaõiglust .,,,LOC,yes,,yes,
22640226,14-selt,14-see,paistma,,abl,14262667,"Tänaseks 204 cm pikkune mees ei paistnud 14-selt veel sugugi silma , kuid peatselt "" viskas "" poolteise aastaga 20 sentimeetrit juurde .",,,,no,"The phrase '14-selt' was classified as 'no' because it refers to an age or time, not a geographical location.",no,"The phrase '14-selt' refers to an age or time period rather than a location, so it is not classified as an adverbial of place."
884215,Pedagoogikaülikoolis,pedagoogikaülikool,juhatama,,in,559256,"Ta sõber Rein Ruutsoo on professor Tartu Ülikoolis , rahvarindelane Mati Hint juhatas aastaid professuuri Tallinna Pedagoogikaülikoolis , siinkirjutaja dotseerib Tartus .",,location,ORG,yes,,yes,
25430892,MTVsse,MTV,saama,,ill,16485527,"Ta arvas ilmselt , et vot sain MTVsse ja nüüd olen diiva ning võin loorberitele istuma jääda .",,,ORG,no,"MTVsse refers to an organization or entity (MTV), not a geographical or physical location, so it is not classified as a location.",yes,
15124683,Kõrbes,kõrve,kõndima,,in,9419223,Kõrbes kõnnib janus vaevlev mees .,,,,yes,,yes,
15099134,koolides,kool,hoidma,kinni,in,9403082,"Niisiis tuleks alustada inglise , saksa ja prantsuse keele õpetajate massilisest ettevalmistamisest , luues ühtlasi muidugi tingimused , mis neid koolides kinni hoiaks ega sunniks otsima tasuvamat ja meeldivamat tööd näiteks tõlgina .",,,,yes,,yes,
23934082,masenduses,masendus,ehitama,,in,15326854,"Suures masenduses ehitad sa ajamasina , et minna tagasi ja isa ära päästa .",,state,,no,"The word 'masenduses' refers to a state of depression and does not indicate a specific location, resulting in it being classified as 'no'.",no,"The phrase 'masenduses' refers to a state of being or emotion rather than a location, so it is not classified as an adverbial of place."
20955421,ilmale,ilm,jooksma,,all,13095879,Tema poeg pääses paksu suitsu täis koolimajast mööda tuletõrjeauto redelit ning jooksis külmale ilmale vaatamata botastes ja mütsita koju .,,,,no,The phrase 'ilmale' refers to weather conditions and not to a specific location.,no,"The phrase 'ilmale' specifies the weather conditions and does not describe a location, so it is not an adverbial of place."
4734912,Põhja-Osseetiasse,Põhja-Osseetia,kaaluma,,ill,2952495,ÜRO kaalus siis kohaliku peakorteri Nazranist Põhja-Osseetiasse Vladikavkazi kolimist .,,location,LOC,yes,,yes,"The phrase 'Põhja-Osseetiasse' specifies a physical location to which an action is directed, so it is classified as an adverbial of place."
24444569,ehitustesse,ehitus,investeerima,,ill,15665654,"“ Kui tavaliselt soetavad põllumajandustootjad ainult seadmeid ja tehnikat , siis võib vaid heameelt tunda , kui keegi investeerib ka ehitustesse või rekonstrueerib olemasolevaid hooneid , ” ütles ta .",,,,no,"The term 'ehitustesse' refers to a type of construction and not a specific location, so it was classified as 'no'.",yes,
7666591,parlamenti,parlament,lubama,,adit,4774114,Lukashenko ei luba oponente parlamenti,,location,,no,"The word 'parlamenti' refers to parliament, which is an institution and not a specific geographic location.",yes,
3698553,filmis,film,jälgima,,in,2309762,"Kaido Kahari film "" Varastati rõngasrist "" jutustab ühe patu lunastamise loo , Marek Miil jälgib filmis "" Raadio pildis "" ühe raadiosaate sünnilugu , Madli Lääne film "" Mängust mängu "" räägib Mardist , kes pürib üsna kummalisel viisil oma eesmärgile - töötada televisioonis .",,,,no,"The word 'filmis' refers to 'in a film' and not to a physical location, hence classified as 'no.'",no,"The phrase 'filmis' indicates the medium or context in which the action occurs, not the location, so it is not an adverbial of place."
4252804,Kanadasse,Kanada,minema,edasi,ill,2650426,Petseris sündinud Tulving põgenes koos perekonnaga 1944. aastal Saksamaale ja läks sealt 1949. aastal edasi Kanadasse .,,location,LOC,yes,,yes,
5790514,luukidele,luuk,parkima,,all,3595799,Turvamehed parkisid oma autod luukidele .,,location,,no,"The phrase 'luukidele' refers to hatches or covers, which are objects rather than a location.",yes,
3146136,Betlehemist,Betlehemi,lahkuma,,el,1973015,"Eelmisel nädalal Vatikanis käinud Iisraeli president Moshe Katsav lubas paavst Johannes Paulus II-le , et teeb jõupingutusi selleks , et armee lahkuks Betlehemist enne jõule .",,,LOC,yes,,yes,
3560355,jutustuses,jutustus,elama,kaasa,in,2225916,"Isad elavad jalgpallile ühiselt kaasa ka Z. Érgle suurepärases , haaravas , põnevas jutustuses "" Meie õue lapsed "" ja selle järjes "" See oli alles suvi ! "" .",,,,no,"The word 'jutustuses' refers to 'a story or narrative' and does not mention a physical location, therefore it is classified as 'no'.",no,"The phrase 'jutustuses' refers to the narrative or story and not a physical location, so it is not an adverbial of place."
5189840,jaamas,jaam,andma,üle,in,3230591,"Möödunud nädala lõpul andis Narva politsei süüdistuse esitamiseks prokuratuurile üle Soldina jaamas kaks aastat tagasi toime pandud suuremahulise kütusevarguse uurimismaterjalid , mis viivad kohtu ette 19 Eesti Raudtee töötajat .",,,,?,?,yes,
1918441,vanalinnas,vanalinn,kauplema,,in,1206386,"Tallinna vanalinnas Viru tänaval kauplevad läti mustlased piraatravimitega , mille vastu",,location,LOC,yes,,yes,The phrase 'vanalinnas' is classified as 'yes' because it specifically refers to the location 'Tallinna vanalinn' where the action is taking place.
22210793,sohu,soo,jääma,kinni,adit,13951883,"Õhinal seletavad nad läbisegi , kuidas kord kolmeteistkümneks tunniks sohu kinni jäid .",,,,yes,,yes,
16890917,Rakverre,Rakvere,naasma,,adit,10536087,"Mullu pöördusid koju Jaanus Lillepuu ja Margus Niinemägi , pärast aastast katseaega teisel pool lahte naasevad Rakverre ka Rivaali põhiründajad Eivo Zhuravljov ja Teet Viita .",,location,LOC,yes,"The phrase 'Rakverre' refers to the city of Rakvere, which is a specific geographical location.",yes,
24022691,Kiievisse,Kiiev,kihutama,,ill,15379785,Endel kihutas üksi suvalisel naril ( raha ju polnud ) 1000 kilomeetrit tagasi Kiievisse .,,location,LOC,yes,,yes,
12516031,algusfaasis,algusfaas,olema,alles,in,7807302,"Transatlantilised majandusprotsessid -- Ameerika ja Euroopa suurfirmade ühinemised ja ülevõtmised -- on alles oma algusfaasis , kuid juba kerkivad küsimused .",,,,no,"The phrase 'algusfaasis' relates to a stage or phase in a process, not a physical or geographical location; thus, it is not a location.",no,"The phrase 'algusfaasis' is classified as 'no' because it describes the stage or phase of the economic processes, not a specific location."
4418954,kraesse,krae,sokutama,,ill,2755289,"Saatuse iroonia seisneb selles , et kolmikliidu patud endiste koalitsioonikaaslaste kraesse sokutanud Reformierakonnale tundus enne valimisi ihaldusväärne Mõõdukate ja Isamaaliidu poliitikast väljatõrjumine .",,,,no,The phrase 'kraesse' was classified as 'no' because it refers to the idiomatic expression 'kraesse sokutama' and not a physical location.,no,"The phrase 'kraesse' is classified as 'no' because it metaphorically indicates blame or responsibility being placed on someone, not a location."
21309429,kohtusse,kohus,kirjutama,,ill,13320427,"Anne Soojus sai pärast konkurentsiameti otsust taas 186 krooni MWh eest , kuid kõrgemat hinda tasuma hakanud keskkatlamaja juhid kirjutasid selle tühistamiseks kohtusse hagiavalduse .",,,,no,The word 'kohtusse' refers to legal action and is not a location.,yes,
13559272,kiirsöögikohas,kiirsöögikoht,sööma,,in,8460065,1. Mida sööd kiirsöögikohas ?,,location,,yes,,yes,
4084392,Lääne-Chicagos,Lääne-Chicago,kasvama,üles,in,2545791,Byron kasvas üles Lääne-Chicagos ning sai peagi üheks sealse housemuusika ringkonna oluliseks figuuriks .,,,LOC,yes,,yes,
991681,Bukarestis,Bukarest,pidama,,in,625047,Maardu Levadia peab avamängu Bukarestis Steauaga ( kell 20.30 ) .,,location,ORG,yes,,yes,
5540388,angaaris,angaar,käima,ringi,in,3441443,"Karm õpetaja käis suures angaaris ringi ja näitas meile kaardikepi abil , millest koosneb Kamazi mootor .",,location,,yes,,yes,"The phrase 'angaaris' refers to a specific physical location (in the hangar), so it was classified as 'yes'."
16379010,kaupluses,kauplus,laiutama,,in,10207207,"Sularahaautomaat väljastab ümmarguse summa enamasti saja- või viiesajakroonistes , kaupluses laiutab aga müüja järjekordset koidulat nähes abitult käsi - vahetusraha ei ole .",,,,yes,,yes,
29348472,lõunaeestis,lõunaeest,sadama,maha,in,19912480,naika: Oliver28 siin lõunaeestis on meeletult paks lumi maha sadanud nädalavahetuseg,,,,yes,,yes,
19025595,Guamile,Guam,sõitma,tagasi,all,11889414,"Laev oli teel Austraaliasse Brisbane'i , kuid sõitis omal jõul tagasi Guamile .",,location,LOC,yes,,yes,
29927577,näkku,nägu,mahtuma,ära,adit,21109772,"rebis: rõõm on nii suur kohe , ett ei mahu näkku ära",,,,no,"The phrase 'näkku' refers to a face or expression, which is not a geographic location, so it was classified as 'no'.",yes,
7402575,rongis,rong,tervitama,,in,4606070,Tallinnast 21. detsembril kell 7.38 väljuvas Valga rongis tervitab reisijaid jõulupühade ja aastavahetuse puhul jõuluvana .,,,,yes,,yes,
11856451,Unes,uni,kohama,,in,7386624,"Unes ma tüdrukut enam ei kohanud ja ka kiik oli maha võetud , ainult kaks posti seisid rohus ; aga sinna ma poleks pääsenud , sest väravad olid kinni .",,state,,no,"The phrase 'Unes' refers to a state or condition (being in a dream), not a physical location, so it is not classified as a location.",no,"The phrase 'Unes' refers to a state or condition (in a dream) rather than indicating a specific physical place, so it was classified as 'no'."
20174182,IPUI-s,IPUI,tegelema,,in,12607222,"Eestis tegelevad IPUI-s psüühilise aktiivsuse , saavutusmotivatsiooni ja regulatsiooni küsimustega Anita Turovskaja ning Toomas Vitsut , kellega saksa teadlane on vahetanud huvitavaid mõtteid .",,,,no,"The word 'IPUI-s' refers to an institution or organization, not a geographic location.",yes,
24140675,imterpreetorisse,imterpreetor,olema,,ill,15456844,"või imterpreetorisse - vahet pole , kuid arvasin , et see lahendus on liialt tavaline ...",,,,no,"The phrase 'imterpreetorisse' does not denote a physical location but refers to a tool or concept, so it was classified as 'no'.",no,"The phrase 'imterpreetorisse' refers to a direction or destination but does not specify a physical location, so it was classified as 'no'."
2908019,külalistetuppa,külalistetuba,avanema,,adit,1826881,"Teisel korrusel paikneb magamistuba , kust avaneb vaade külalistetuppa .",,location,,yes,"The phrase 'külalistetuppa' refers to a specific room within a house, which serves as a defined place or location, so it was classified as 'yes'.",yes,
10085238,lõunaosariigis,lõunaosariik,peitma,,in,6277342,Võib-olla peidab saladust lapsepõlv rassilise eraldatusega lõunaosariigis Alabamas ja rassivägivalla all kannatavas,,location,,yes,,yes,"The phrase 'lõunaosariigis' specifies a location (southern state), making it adverbial of place."
25701965,metsa,mets,unustama,,adit,16705679,"Ehmatus oli nii suur , et unustasin oma püksirihma , triiksärgi ja käekella sinnasamasse Valmiera metsa .",,,,yes,,yes,
4910732,Citymarketitesse,Citymarket,saama,,ill,3060155,"Lehtineni sõnul saab Indoor Group väljundi Citymarketitesse , Anttilasse ja K-Rautakesko ketti : "" Asi pole ainult mööblis , müüme ka vaipu ning muud kodukaupa ja -tekstiili .",,,,yes,,yes,
11621947,andmisest,andmine,kostma,,el,7225667,"Rääkimata sellest sisinast , lõrinast ja räuskamisest , mida on kostnud kuluaaridest - juba hiljemalt alates Pekka Salmi auhinna andmisest Hasso Krullile 1993. aastal .",,,,no,"The phrase 'andmisest' refers to an action or event, not a location.",no,"The phrase 'andmisest' refers to an action (giving) and does not indicate a location, thus it is not adverbial of place."
2770831,Tallinnasse,Tallinn,algama,,ill,1740599,"Õppus algab reisilaeval kohe pärast selle saabumist Stockholmist Tallinnasse teisipäeva ennelõunal ja kestab kella 17 , teatas Estline'i turundusdirektor Marje Braunbrück .",,location,LOC,yes,,yes,
18109,vanglasse,vangla,käima,,ill,10620,"Kuna vanglasse tulija parajasti kusagil tööl ei käi , öeldakse eluala hariduse järgi .",,location,,yes,,yes,
26683415,Lääne-Siberist,Lääne-Siberi,naasma,,el,17396604,"- 20. sajandi Jamaikal sündinud , reggae muusika helil levinud Rastafari usundit uurinud ja hiljuti Lääne-Siberist Altai vabariigist naasnud neiu Kairi Karulin räägib põlisrahva enesetunnetuse hoidmisest ja « tsiviliseeritud » ühiskonnas kaduma läinud juurte taastamisest ning turisti ja kohalike suhtlusest sel taustal .",,,LOC,yes,"The phrase 'Lääne-Siberist' was classified as a location because it refers to a specific geographical region, Western Siberia.",yes,
13877765,jututoas,jututuba,käima,ringi,in,8649740,"Mõnes jututoas käivad ringi ka tegelased , kelle teod ei allu otseselt kellegi tahtele .",,,,yes,"The phrase 'jututoas' refers to a chat room, which can be understood as a virtual or figurative location, so it is classified as a location.",yes,
10484722,punktis,punkt,rajama,,in,6518386,"Külma 12-13 kraadi , raja külmemas punktis 20.",,,,no,"The phrase 'punktis' was classified as not a location because it refers to a point in the personal or figurative sense, not a geographic place.",yes,
15151123,lintides,lint,sõitma,ringi,in,9435680,Eile sõitsid turvafirmade autod ringi mustades lintides .,,,,no,"The phrase 'lintides' refers to a physical object and not a place, thus it is not classified as a location.",no,"The phrase 'lintides' refers to an object (ribbons) rather than a location, so it is not adverbial of place."
2716813,aulaloengu,aulaloeng,kandma,,adit,1706855,Soov aega säästa on tänavustesse tudengipäevadesse õllejoomise kõrvale sisse toonud ka akadeemilise poole - iga päev kannab Internet õlletelki üle ühe õppejõu aulaloengu .,,,,no,"The phrase 'aulaloengu' refers to an academic lecture, which is an event rather than a location.",no,The phrase 'aulaloengu' was classified as 'no' because it refers to a specific lecture given by a professor and is not describing a physical place.
274111,kabinetis,kabinet,vestlema,,in,164592,"Paar tundi hiljem loobus Aleksandri sõbratar Ljudmila oma esialgsetest ütlustest : “ Eelmise seletuse andsin politseitöötajate sõnade järgi , kes vestlesid minuga Tallinna politseiprefektuuri kabinetis nr. 407. ”",,,,yes,"The phrase 'kabinetis' was classified as 'yes' because it refers to a specific, identifiable room in a building, which is a physical location.",yes,"The phrase 'kabinetis' was classified as 'yes' because it specifies a physical location, namely the cabinet (room) where the conversation took place."
19101490,muusikasse,muusika,jääma,edasi,ill,11936624,Kõik kolm jäävad muusikasse edasi,,,,no,"Classified as 'no' because 'muusikasse' refers to music, which is not a physical location.",yes,
6744040,Aldaris,Aldari,kuuluma,,in,4190413,"BBH-le kuulub Lätis Aldaris ning Leedus Švyturis ja Utenos , Olvile lisaks A. le Coq Tartu Õlletehasele ka C ?",,,ORG,yes,"The phrase 'Aldaris' refers to a specific brewery in Latvia, which is considered a location.",yes,
3900071,karistusalas,karistusala,jälgima,,in,2432190,Neljas kohtunik jälgiks mängu karistusalas ja küljekohtunikud saaksid keskenduda vaid suluseisu jälgimisele .,,location,,yes,,yes,
20710932,Lääne-Eestis,Lääne-Eesti,sadama,maha,in,12946583,Nädal hiljem aga sadas Lääne-Eestis maha paks lumi .,,location,LOC,yes,,yes,
11114139,ringkonnakohtusse,ringkonnakohus,suunama,,ill,6914244,Riigikohus suunas nüüd asja arutamise tagasi ringkonnakohtusse .,,location,,yes,,yes,
10988202,jaamas,jaam,jooma,,in,6828886,""" Kurb on , kui 20-aastane joob Balti jaamas vanade meestega odekolonni .",,,,yes,,yes,
6436086,keskkooliastmes,keskkooliaste,õpetama,,in,3998142,"Kõige enam kulutavad õppetööle seotud probleemidele laupäeviti-pühapäeviti oma aega need õpetajad , kes kas osaliselt või täielikult õpetavad keskkooliastmes - kuus tundi .",,,,yes,,yes,
19602769,garderoobikapis,garderoobikapp,peitma,,in,12244737,"« Päkapiku komme peidan garderoobikapis ühe kasti sees , » reedab Kaire Vilgats oma kodu parima peidupaiga .",,,,yes,,yes,
19445274,Hiinalinna,hiinalinn,vedama,,adit,12144701,"Õnneks oli Sirotkin pärmivabriku juures kalastamas koos sõbraga , kes vedas saagi autoga kalamehe koju Hiinalinna .",,location,,yes,,yes,"It was classified as adverbial of place ('yes') because 'Hiinalinna' specifies the destination or location where the fisherman was taken, indicating a place."
21573215,Audentesesse,Audentes,olema,,ill,13488010,Tavaliselt on konkurss Audentesesse olnud kaks õpilast kohale .,,,ORG,yes,,yes,"It was classified as adverbial of place ('yes') because 'Audentesesse' specifies the location or destination related to the competition, indicating a place."
3025907,rattasõidus,rattasõit,edenema,,in,1899275,""" Kiirus , millega Marko rattasõidus ja jooksus edeneb , on üllatav , "" tunnustas Litovtšenkot ja Albertit juhendav Jüri Käen .",,,,no,The term 'rattasõidus' signifies an activity (cycling) rather than describing a physical place.,yes,
19986330,maakonnas,maakond,nappima,,in,12486196,"Järva maavalitsuse haridusosakonna juhataja Janne Vink väljendas kahetsust , et Veelmaa pidi alkoholiprobleemi tõttu koolist lahkuma , sest maakonnas napib meesõpetajaid .",,,,yes,"The phrase 'maakonnas' refers to a geographical region (county), making it a location, so it was classified as 'yes'.",yes,
6954251,Oslos,Oslo,sadama,,in,4322912,"Oslos sadas eile vihma , MMvõistluste areenil , Norra kunagises pealinnas Trondheimiski püsis termomeetri näit plusspoolel .",,location,,yes,"'Oslos' is a proper noun that refers to a specific geographical location (the capital city of Norway), which classifies it as a location.",yes,
6019717,kodukohas,kodukoht,märatsema,,in,3738010,"Meeleavaldajad on aga lubanud , et kui Kohl taas kohtumise ära jätab , läheb asi tõsiseks ja Bonni tuuakse hordide kaupa vihaseid kaevureid , kes praegu märatsevad veel oma kodukohas .",,location,,yes,,yes,
13697638,Frankfurdis,Frankfurt,tutvustama,,in,8546360,"Oma toodangut tutvustasid Frankfurdis aktsiaseltsid Astra , Peleriin , Lindante , Linette , Pärnu Marat , Trixtal , Ilves-Extra , Morrel ja tulundusühing Avers .",,location,LOC,yes,,yes,
3139159,finaalmängus,finaalmäng,süttima,,in,1968582,"JALGPALLI MM : Kiidetud prantslase Zinedine Zidane'i täht süttis eredalt õigel hetkel , finaalmängus",,event,,no,The phrase 'finaalmängus' refers to an event (final match) rather than a specific geographic location.,yes,
681250,aeda,aed,tooma,,adit,435941,""" Töökad emad toovad köhiva , kuid ilma palavikuta lapse aeda ja peagi on tervel rühmal sama häda kallal , "" ütles lastearst .",,location,,yes,,yes,
17131811,Piirilinnas,piirilinn,tervitama,,in,10691291,Piirilinnas Narva tervitavad “ Postimeest ” jäine külm ning kauaaegne Narva keeleinspektor Ahto Siig .,,location,,yes,"The word 'Piirilinnas' specifies a border town, which is a clear location.",yes,
12122350,Leedust,Leedu,võtma,välja,el,7549076,Raha võtsid Leedust maksuvabade kompaniide nimel välja ning tõid lennukiga Eestisse Toomas Hage ja Toivo Järv .,,location,LOC,yes,,yes,The phrase 'Leedust' is classified as an adverbial of place because it denotes the origin location 'from Lithuania'.
6588522,Gruusiasse,Gruusia,saama,,ill,4093685,""" Gruusiasse sai Riiast otse lennukiga , aga siis pidime juba ise vaatama , kuidas edasi saame .",,location,LOC,yes,,yes,
8524244,ajalehtedesse,ajaleht,tellima,,ill,5313403,"Sain temast nii aru , et enda ülalpidamiseks kogub ta haigete laste haiguslugusid , tellib neist lastest ajalehtedesse artikleid ja lisab juurde pangaarve numbri .",,,,no,"The phrase 'ajalehtedesse' refers to newspapers and not a specific geographical or physical location, so it was classified as 'no'.",yes,
7782031,ninast,nina,pääsema,välja,el,4847099,"Kui me aevastame kinnise suuga , ei pääse õhk ninast kiiresti välja ja paiskub kõikvõimalikesse pea sisekoobastesse ja käikudesse .",,,,yes,,yes,
3582985,Baltimaades,Baltimaa,valitsema,,in,2239820,"Veebruaris valitsevad Baltimaades pehme talveilm ja lumesajust , mis vahelduvad selge ja külma ilmaga .",,,LOC,yes,,yes,
1467991,ulatuses,ulatus,laiuma,,in,921457,Hiigelsuur õunaaed laiub mitme kilomeetri ulatuses peatee taga .,,,,no,"'ulatuses' describes an extent or range, not a specific location, so it is classified as 'no'.",no,The phrase 'ulatuses' is not an adverbial of place as it indicates an extent or range rather than a physical location.
14031150,artiklisse,artikkel,mahtuma,ära,ill,8741118,Külastamisväärseid kohti leidub Virumaal palju rohkem kui ühte artiklisse ära mahub .,,,,no,"The phrase 'artiklisse' refers to an article, which is not a geographic location.",yes,
1582753,U-Netti,U-Nett,saatma,,adit,993710,Testperioodil saadavad Ühisliising ja Ühispanga Elukindlustus oma klientidele igakuised arved paberkandjal ja automaatselt ka elektroonilisel kujul U-Netti .,,,,no,"The term 'U-Netti' refers to an electronic system or platform, not to a physical or geographic location, hence it was classified as 'no'.",yes,
4835315,Eestlastelt,eestlane,startima,,abl,3014327,"Eestlastelt stardivad veel Kaspar Kokk , Aivar Rehemaa ja Peeter Kümmel .",,alive,,no,The word 'Eestlastelt' refers to people (Estonians) and not a physical location.,no,"The phrase 'Eestlastelt' is not an adverbial of place as it specifies the origin or source, not a location."
3926672,Roomas,Rooma,jälgima,,in,2448483,"Kui 1966. aastal võeti Itaalia koondis kodus vastu tomatirahega , siis nüüd olid Roomas suurtelt ekraanidelt mängu jälginud fännid teist meelt .",,location,LOC,yes,,yes,
2438810,Ülikoolis,Ülikool,koolitama,,in,1532445,"Loodusmuuseum avas eile näituse "" Looduseuurija leiud "" , mis eksponeerib akadeemiku , aastakümneid Tartu Ülikoolis biolooge-geograafe koolitanud professor Viktor Masingu arvukatelt reisidelt kaasa toodut .",,,ORG,yes,,yes,"The phrase 'Ülikoolis' refers to a specific location (at the University), which makes it an adverbial of place."
71116,Eestisse,Eesti,tooma,tagasi,ill,41068,"Tema aga ei kavatse lennukit Inglismaale lagunema jätta , vaid toob selle lähiajal Eestisse tagasi .",,location,LOC,yes,,yes,
14221787,Kiievis,Kiiev,puhkema,,in,8852255,Kiievis puhkenud poliitiline skandaal oli ennustatav : juba enne ülemraada spiikeri Oleksandr Tkatshenko visiiti Minskisse oodati temalt seisukohavõtte ebasoovitava Vene-Valgevene integratsiooni teemal .,,location,LOC,yes,,yes,
7403237,linnas,linn,kasvama,üles,in,4606470,"Nii Milosevic kui ka ta naine on üles kasvanud Belgradist 70 kilomeetri kaugusel asuvas Pozharevaci linnas , kus nad ka teismelistena tuttavaks said ja kust hakkasid pealinna võimule pürgima .",,,LOC,yes,,yes,
27382404,keskpaigas,keskpaik,sadama,maha,in,17994741,"Seevastu Kuuse-taat ehk Elmar Kuus Põlvast ennustab , et novembri keskpaigas sajab maha kogu Eestit kattev korralik suusalumi .",,,,no,"The word 'keskpaigas' refers to a time ('midpoint') rather than a specific location, so it is classified as 'no'.",no,"The phrase 'keskpaigas' refers to a temporal component (time-related) rather than indicating a specific location, so it is not classified as an adverbial of place."
1042951,ahju,ahi,pistma,,adit,656368,Kui Jõul nagunii pistab varsti ise verivorstid ja kapsad ahju .,,,,yes,,yes,
22889185,Jaapanist,Jaapan,importima,,el,14470014,"67 ) Hulk Jaapani tootjaid/ eksportijaid nõudis , et BC Components tuleks ühenduse tootmisharust välja jätta , sest kuni uurimisperioodi lõpuni sellega seotud olnud ettevõtted , eelkõige Philips Consumer Electronics BV , importisid Jaapanist märkimisväärsetes kogustes elektrolüütkondensaatoreid .",,location,LOC,?,?,yes,
4481238,Kaubanduskeskuses,kaubanduskeskus,jälgima,,in,2794452,"Kaubanduskeskuses 25. jaanuari õhtul videovalve monitore jälginud turvatöötaja märkas , kuidas ühe kingapoe laoruumist väljus mees , suur komps käes , ja jooksis väljapääsu poole .",,location,,yes,,yes,
13072047,Truskavetsis,Truskavetsi,kõrguma,,in,8143680,"Ainuüksi väikses Truskavetsis , kus põhimassiks ravile tulnud turistid , kõrgub mitu õigeusu ja katoliku kirikut .",,,LOC,yes,,yes,
15578467,betoonile,betoon,maanduma,,all,9708301,"Fotokaamerate katikud plõksuvad , “ jalakäija ” kerkib õhku , auto lükkab teda enese ees õhus ja pärast peatumist maandub “ ohver ” pehmelt betoonile .",,,,yes,,yes,
6475733,majast,maja,saatma,välja,el,4023129,""" Alles eile saatsime majast pool tonni tainast välja , "" ütleb Tüür , lisades , et ühtekokku paiskab Maiasmokk müüki kümme tonni tainast ja ligi viis tonni piparkooke .",,,,yes,,yes,"The phrase 'majast' refers to the starting point or location from which something was sent, indicating a place, so it is classified as an adverbial of place."
15585941,alustanust,alustanu,tulema,ära,el,9713307,Kahesajast alustanust tuli enne finishit rajalt ära üle kaheksakümne .,,,,no,"The phrase 'alustanust' refers to 'those who started' and does not indicate a specific location, so it was classified as 'no'.",no,"The phrase 'alustanust' refers to the participants who started but does not indicate a location, so it is not classified as an adverbial of place."
11533348,Jaguarisse,Jaguari,istuma,,ill,7170068,""" Istu Jaguarisse nii ruttu , kui suudad ja sõida sealt minema ! """,,,,?,?,yes,
668198,Tallinnas,Tallinn,ründama,,in,428291,Piletikontrolörid ründasid reede pärastlõunal Tallinnas nende tööd filmida kavatsenud STV operaatorit ja lõhkusid tema kaamera ; kontrolöride väitel alustasid tüli ajakirjanikud .,,location,LOC,yes,"The word 'Tallinnas' specifies a particular city in Estonia and is a clear geographical location, so it is classified as a location.",yes,
16406436,kaugusse,kaugus,kiirustama,,adit,10223893,Solvunud inimesed kiirustavad kummalisest liigikaaslasest kiiresti ohutusse kaugusse ja kõigil on vastupandamatu soov end pesta .,,,,no,"The word 'kaugusse' refers to a direction or distance rather than a specific location, so it is classified as 'no'.",yes,
17395105,hoones,hoone,arenema,,in,10861577,"Tormiliselt arenesid eile sündmused Washingtonis USA kaitseministeeriumi hoones , mida teisipäeval samuti rammis terroristide valduses olnud lennuk .",,location,,yes,"The phrase 'hoones' refers to a building, which is a specific physical location, hence classified as 'yes'.",yes,
3288791,rannas,rand,ehitama,,in,2061511,Kolmemastilise mootorlaeva Alari ehitasid hiiu meistrid Õngu rannas .,,location,,yes,,yes,
15899589,soojasõlmedesse,soojasõlm,leidma,,ill,9911499,Ometi leiavad need haletsevate inimeste abil tee soojasõlmedesse ja keldriboksidesse .,,,,yes,,yes,
