head_id|form|lemma|verb|verb_compound|morph_case|sentence|sentence_id|timex_tag|ekilex_tag|ner_tag
12033305|alastuses|alastus|seisma||in|Miks ei tahtnud nad penni eest - heatahtliku sõna eest - saada osaliseks hiiglaslikus varanduses , mis oma ilmses alastuses ja abituses nende ees seisis , kuid tulevikus väärtuseks saada tõotas ?|7496527||state|
29495499|imen|imema|tahtma||adit|volli: tahad tulen imen vä|20220313|||
19373963|linale|lina|naasma||all|Dr Ellie Sattlerina naaseb linale Laura Dern , kuid Sam Neill on oma rolli jätkamisest targu keeldunud .|12102011|||
22901855|mänguhallis|mänguhall|rippuma||in|5600 pealtvaatajat mahutavas järsku kerkivate tribüünidega hubases mänguhallis ripuvad plakatid nii kulla-aastatest kui ka klubi legendidest .|14481736|||
194620|Bundestagis|Bundestagi|käima||in|Bundestagis käib äge käteväänamine maksureformi muutmise asjus .|115786|||LOC
11532024|koduleheküljel|kodulehekülg|paiknema||ad|Koostöös Tallinna linnavalitusega ja reklaamibürooga Leo Express valminud ning tänasest käivitatud treeningkeskus paikneb Eesti Politsei koduleheküljel -|7169314|||
735389|asumisse|asumine|tooma||adit|Lahendus tooks ülemäärase liikluskoormuse ka Laagri ja Mustjõe asumisse ning Ehitajate-Kadaka tee ristmikule .|468770|||
14309126|Võrru|Võru|saama||adit|Tartlane ei saa rongiga Võrru ega Viljandisse , ümber istudes ainult .|8901852||location|LOC
16167277|hinges|hinge|tegelema||in|See romaan tegeleb kahe raske ja nüüdseks kuidagi peidetud traumaga eesti rahvuskeha hinges : Estonia ja Nõukogude ohvitserid .|10078380|||
6078630|sadamasse|sadam|võtma||ill|Suvel Tallinnas asutatud SRW Rail võttis seniselt operaatorilt üle terasetooraine veod Severstal Groupile Karjalas kuuluvast KostomuksŠa tehasest Soome Kokkola sadamasse , ütles Severstaltransile kuuluva Eesti raudteefirma Spacecom juht Ossinovski .|3774089||location|
8062620|ninalt|nina|kaduma||abl|Kuid eraalgatus pole Tahkuna ninalt kadunud ometi .|5022985|||
6187369|Lennukis|lennuk|sööma||in|Lennukis sõid nad nugade-kahvlitega , meie pusisime pulkadega .|3841337|||
16962135|Kolumbiast|Kolumbia|naasma||el|Ometi naasis korvpallurikasvu maletaja Kolumbiast rõõmsatujulisena ja kuulutas soovi kõrgeimat nimetust jahtida .|10582002||location|LOC
29738884|paidesse|pai|tekkima||ill|kino: siis tekiks paidesse järv ju :P|20723520|||
14066055|kätesse|käsi|olema||ill|Just need 20% , mida ORT praegused aktsionärid välja osta niikuinii ei suuda või ei taha , ongi minemas Murdochi kätesse .|8764572|||
15273982|elegantsuses|elegantsus|kõrguma||in|Eemal põhja suunas , kus loodan nägevat Kopenhaageni siluetti , kõrguvad hoopis paar oma elegantsuses samuti kunstiteostena mõjuvat ja Taani laugjale maastikule nii omast tuulegeneraatorit .|9514312|||
9815735|vihmavarjult|vihmavari|kukkuma||abl|"1. mai ja sellele järgnevad kuud , kui kukuvad esimesed piisad uuelt Euroopa Liidu "" vihmavarjult "" ."|6115677|||
6021959|Ferraris|Ferrari|ehitama||in|Ferraris ehitas Schumi enda ümber hiiglasliku meeskonna - insenerid ja mänedžerid töötasid aasta läbi selle nimel , et nende supermees saaks punase noole roolis MM-i tiitliteni kihutada .|3739356|||ORG
14205505|montaazhile|montaazh|jooksma||all|Tänu osavale montaazhile lugu jookseb , tänu vaheldusrikkale kaamerale ja hästi organiseeritud helile hakkab atmosfäär vastu kumama .|8842170|||
11533221|maadest|maa|tellima||el|Paljud suurettevõtted on kasumlikud ainult seetõttu , et nad tellivad oma toodangu madalama elustandardiga maadest ja müüvad seda kõrgema elustandardiga maades .|7169980|||
6832265|bussist|buss|sõitma||el|""" Vanaisa astus ise bussist välja ning jäi valelt poolt bussist mööda sõitnud auto alla . """|4246376|||
13775630|silma|silm|saatma||adit|Nagu ulakad koolipoisid , kes päikese peegliga kinni püüavad ja plikale otse silma saadavad .|8593317|||
1540318|kontorisse|kontor|unustama||ill|""" Äkki unustasin kontorisse lauale , "" turgatas korraks lootusesäde , ehkki taipas , et see on puhas enesepett ."|966999||location|
29104747|9c-s|9c|käima||in|lildreamer80: naughty girl kas sa elad paides ja käid 9c-s|19406533|||
3818303|Centeris|Center|toimuma||in|Kolmapäeva õhtul Los Angelese Satples Centeris toimunud 44.|2382722|||ORG
2028871|hunnikutesse|hunnik|ronima||ill|Ronisime üksteise peale hunnikutesse , et niimoodi sooja hoida .|1276570|||
661749|Phoenixisse|Phoenix|jääma||ill|Lõpuks seadsin tingimuse : kui kindlustatakse terve miinumumpalk ehk 350 000 dollarit , jään Phoenixisse - kuigi rahaliselt kaotanuks ka siis .|424386||location|ORG
6203877|genitaalidesse|genitaalid|laskma||ill|Esiteks - vastikus natside režiimi vastu on tõrksus mis tahes diktatuuri vastu , kes tahes neist oma kodanikele kusagil maailma nurgas parajasti genitaalidesse elektrivoolu laseb .|3851629|||
13593886|haldusalasse|haldusala|jääma|edasi|ill|Ainult aktsiate erastamisnimekirja paneku puhul jäävad ettevõtted edasi majandusministeeriumi haldusalasse .|8480782|||
13363053|erakooli|erakool|panema||adit|Mõtlen , et panen ta Tamjärve erakooli .|8339255||location|ORG
2091244|raudteesse|raudtee|investeerima||ill|RER ja Rail Estonia kinnitavad , et investeerivad raudteesse täpselt nii palju kui vaja .|1315964||location|
296963|arhiivis|arhiiv|olema|alles|in|Kas tema “ Rahvuslikud perspektiivid ” ka tegelikult olemas olid ja kui olid , siis kas nad ka praegu mõne salastruktuuri arhiivis alles on , me ei tea .|178643||location|
20945458|tagusele|tagune|ronima||all|Neiud ronisid Eesti lipuga finišijoone tagusele platvormile ja vallutasid telepildi , elevandimütsiga Tanel lasi soojendava joogi ringi käima .|13089927|||
1427817|USAs|USA|juhtuma||in|USAs on juhtunud , et aasta enimmüüdud sõidukiks osutub pikap , mitte sõiduauto .|896064||location|LOC
2002113|taarapunktist|taarapunkt|röövima||el|19.30 Mees röövis taarapunktist raha .|1259260||location|
10961365|Ida-Jeruusalemmast|Ida-Jeruusalemm|lahkuma||el|Ka juutide seas oli endise Transjordaania aladel sõjapõgenikke , näiteks Ida-Jeruusalemmast lahkus mitu tuhat inimest , siiski jäi nende hulk vastaspoole omast palju väiksemaks .|6812947|||LOC
17301284|WC-asjanduses|WC-asjandus|valitsema||in|Ka WC-asjanduses valitseb peaaegu et nõukogude aeg , kuigi mitte päris .|10802512|||
16426046|Põhja-Itaalias|Põhja-Itaalia|sadama||in|Viimastel päevadel on Põhja-Itaalias siiski lund sadanud ning Marcialongale on registreerunud üle 5000 suusataja .|10236371|||
6121919|kabinetist|kabinet|tooma|ära|el|Tõi ordenid sõja ajal ära kinnipitseeritud kabinetist|3800722|||
5621341|silohoidlasse|silohoidla|kukkuma||ill|Lõuna ajal naasis juba varem ebakaine oleku pärast töölt kõrvaldatud traktorist töökohale ja kukkus pea ees umbes 3 meetri sügavusse betoneeritud põhjaga silohoidlasse .|3490934||location|
17383565|enamikus|enamik|jälgima||in|Sest kui suuri ilutulestikke jälgivad enamikus vaid kodutud , siis nende aastavahetuse rõõmsamaks tegemiseks võiks neile näiteks hoopis suppi pakkuda .|10854480|||
20379714|B-grupis|B-grupp|korraldama||in|B-grupis korraldas väravatesaju Valencia , kes kodus alistas Baseli 6 : 2.|12738512|||
10933818|Kasumisse|kasum|plaanima||ill|Kasumisse plaanime juba sel aastal jääda , kui suurelt , ei saa avaldada .|6796041|||
19199851|Lõuna-Hispaaniasse|Lõuna-Hispaania|plaanima||ill|Peatsed rattatrennid plaanib Välbe Lõuna-Hispaaniasse : « Ilmselt lähen aprilli lõpul , üks sõber ootab seal . »|11996250|||LOC
10870853|kriminaalpolitseisse|kriminaalpolitsei|võtma||ill|Keskkriminaalpolitsei peadirektori Andres Anvelti vabastamise skandaali ajal kirjutas ajakirjandus , et tõenäoliselt võtab uus politseijuht Robert Antropov kriminaalpolitseisse tööle kaitsepolitseinikke , sest kaitsepolitsei töösuunad muutuvad .|6757226|||
652706|messi|mess|külastama||adit|Eesti Näituste messikeskuses eelmisel nädalal toimunud info- , side- ja bürootehnoloogia messi külastas kolme päeva jooksul üle 16 000 inimese .|419001|||
62791|emaüsas|emaüsk|ootama||in|Praegu emaüsas oma aega ootavat lapsukest nimetab ta pigem looduse kingituseks või looduseimeks kui hoolika pereplaneerimise saavutuseks .|36310|||
3741200|eelarvesse|eelarve|moodustama||ill|Segatulusid laekus kolme kuuga 118,2 miljonit krooni , mis moodustab 80,4% eelarvesse planeeritust .|2335881|||
5266036|kabiinist|kabiin|pääsema|välja|el|Vigastatud veokijuht pääses osaliselt süttinud Volvo kabiinist välja .|3276211||location|
10907002|käest|käsi|hankima||el|Granaadi F-1 sai Nikiforov Eelrandilt , kes omakorda hankis selle Jelimalai käest .|6779465|||
85752|heinakuhjas|heinakuhi|magama||in|15aastaselt magas esimest korda tütarlapsega , heinakuhjas muide .|49631|||
17435293|Sõktõvkaris|Sõktõvkari|võistlema||in|2. ja 3. märtsil võistleb Eesti meeskond MK-võistluse etappidel Sõktõvkaris .|10886036|||
9206113|BM-is|BM|toimuma||in|Suur muudatus on toimunud Pirita BM-is .|5739745|||
11958817|Läänes|Lääne|kohama||in|Läänes ei ole ta kusagil sellist nähtust kohanud .|7448509|||LOC
11174822|formaadis|formaat|tegelema||in|V & K Holdingul on filmistuudiote 20th Century Fox , Warner Home Video ja MGM/UA eksklusiivset esindusõigust Baltikumis ja tegeleb VHS ja DVD formaadis videokassettide jae- ja hulgimüügi ning laenutusega .|6954226|||
5494087|Paldiskis|Paldiski|olema|alles|in|"Ehk vaid allveelaevadega seoses , sest Paldiskis oli õppekeskus alles , aga oletada võib mida tahes . """|3413548||location|LOC
12014467|Jamshedpuris|Jamshedpur|sündima||in|Gerald Durrell sündis 1925. aastal Jamshedpuris , Indias .|7485811|||LOC
493662|installatsiooniprotsessi|installatsiooniprotsess|viima||adit|Kui moodul on süsteemis füüsiliselt olemas , siis võib operatsioonisüsteem ise anda korralduse selle loogikalülituste pingestamiseks ning viib läbi mooduli installatsiooniprotsessi .|315187|||
8328517|garaažikooperatiivist|garaažikooperatiiv|varastama||el|Novembris 1999 varastavad Gaston ja Maksimov samast garaažikooperatiivist kaks jalgratast .|5191319|||
26328670|valgustisse|valgusti|ronima||ill|Minul krõbistasid nad mõned aastad tagasi lihtsalt kipsplaadi all ja ronisid sealt nii köögi valgusti juhtmeaugust valgustisse kui ka tuulutusaugu kaudu seinakappi .|17137219|||
7481087|bowlingusaalis|bowlingusaal|peetuma||in|05.-07. jaanuaril Tallinnas Toolboxi bowlingusaalis peetud Reval Bowling Cup-i 2000/2001 4. osavõistluse võitsid Peeter Prems Tallinnast keskmisega 200,5 ja Annely Lõhmus Tallinna klubist Reval Bowling Club 168,0 -ga .|4655663|||
1966926|hoonesse|hoone|pääsema|sisse|ill|Päästeamet teatas , et nemad ei saanudki otsida , sest ei pääsenud lihtsalt hoonesse sisse ja tuhnisid seepärast ümbruskonna prügikastides .|1237281||location|
434050|Suurbritannias|Suurbritannia|esinema||in|Suurbritannias pole selliseid asju kohtupraktikas otseselt esinenud .|274763||location|LOC
15734689|Maapiirkondades|maapiirkond|nappima||in|Maapiirkondades , eriti Kagu-Eestis ja Virumaal , napib hambaarste .|9806868||location|
14864560|filmidesse|film|pääsema|sisse|ill|2001. aastal pääses see sisse üksikutesse Hollywoodi filmidesse .|9250610|||
8927369|skatepargis|skatepark|harjutama||in|Sõbrad Georg Lassel ( 12 ) rattaga ja Janno Toni Alajärv ( 14 ) rulluiskudel harjutasid eile pärastlõunal lauluväljaku skatepargis .|5567676||location|
20597900|Kermanist|Kermani|lendama||el|IL-76 lendas halbades ilmaoludes 35 km kaugusel Kermanist vastu mäge ja plahvatas .|12876825|||LOC
293124|laagrisse|laager|võtma|kaasa|ill|“ Algul lapsed kartsid seal olema , kui ma nad laagrisse kaasa võtsin .|176308|||
27395058|lihakombinaati|lihakombinaat|vedama||adit|Luule Saar sõitis Eestimaa risti-põiki läbi : vedas Sillamäe keemiatehasest Valga lihakombinaati rauda , sai vastu jõusööta .|18002768||location|
15112462|paviljonis|paviljon|askeldama||in|Monumentaalmaalijana askeldas ta põllumajandusnäituse Eesti paviljonis .|9411413||location|
17003530|Bonnis|Bonn|jälgima||in|Bonnis jälgisid valimiste tulemuste saabumist ka FDP ja rohelised .|10608004||location|LOC
10810139|filmis|film|sadama||in|Lõunapausi ajal kastetakse tanklat ümbritsev asfalt märjaks - filmis sajab öösel vihma .|6719637|||
9537643|kirjeldustes|kirjeldus|säilima||in|"See terav kriitika , mis kajastas lisaks materiaalsele viletsusele ka ajastu vaimupimedust , on säilinud "" Julio Jurenito "" kommunistliku Venemaa kirjeldustes ."|5941215|||
5668825|pankrotti|pankrot|pidama||adit|Reedel Pärnu linnakohtus väljakuulutatud ETK tütarfirma Vikero pankrotti pidas Koppelmaa halvaks lahenduseks , sest kontsern oli valmis mööblitootjat ka ise likvideerima ning finantseerijatele raha tagastama .|3520502|||
8458854|spordihallist|spordihall|varastama||el|Tallinna PP Kesklinna politseiosakonna kriminaaltalituse töötajad tegid kindlaks , tänavu jaanari keskel varastas Staadioni 8 asuvast Tallinna spordihallist Soome kodaniku spordikoti koos selles olnud isiklike asjadega Mihhail ( s. 1984 ) .|5273180||location|
681734|Estonias|Estonia|vastutama||in|"Kui Estonias vastutab iga balleti eest üks repe-tiitor , siis Peterburis on igal tantsijal oma repetiitor , kes siis etenduse stiili pärast omavahel kaklevad , "" rääkis Marina ."|436248|||ORG
11357918|asendisse|asend|pöörama||ill|Tüdruk pööras end kivil mugavamasse asendisse ; lamaskles ja lausus : Muide , vend ei ole üldse sinu moodi .|7067795|||
10487739|omasid|omama|käima||ill|Või mis Riia , millal te Tallinna omasid vaatamas käisite ?|6520152|||
10618564|alluvusse|alluvus|viima||adit|Täna kiitis valitsus teisipäeval heaks rahapesu ja terrorismi rahastamise tõkestamise seaduse eelnõu , mis viib rahapesu andmebüroo politseiameti struktuuriüksusest keskkriminaalpolitsei alluvusse .|6599023|||
7087591|Albust|Albu|sõitma||el|Suviti sõitis Jaak rattaga 25 kilomeetrit Albust Aegviitu treeningule ja tagasi .|4407105||location|LOC
28188611|hunnikus|hunnik|omama||in|/me omab hunnikus Malmsteeni plaate ja austab teda väga|18634782|||
24237536|Kaitsesüsteemis|kaitsesüsteem|olema|ära|in|See näitab , et Eesti Kaitsesüsteemis on midagi väga korrast ära .|15519581|||
8213313|unkasse|ungas|ronima||ill|Selle järele ronisin nüüd unkasse mina !|5119174||location|
657801|lennukitrapilt|lennukitrapp|kaduma||abl|Samas lendas erilennukiga eile Moskvasse ka Šveitsi peaprokurör Carla del Ponte , kes kadus otse lennukitrapilt Skuratovi Mercedesesse - ajakirjanike arvates selleks , et saladuskatte all sepistada jätkuvat ühist rünnakut Vene korruptsiooni vastu .|421992|||
23780951|simulaatoris|simulaator|harjutama||in|Isegi mina olen korduvalt istunud lennuki simulaatoris ja lendamist harjutanud !|15228038|||
13527138|jalgpallistaadionile|jalgpallistaadion|maanduma||all|Kella veerand ühe ajal müriseb üle pritsimeeste ja uudishimulike peade esimene Soomest saabunud helikopter , mis maandub Põhja puiesteel asuvale jalgpallistaadionile .|8439990||location|
1258897|eetrisse|eeter|tooma|tagasi|ill|Mees , kes tõi eetrisse tagasi vaba vestluse .|789430|||
15111157|ulatuses|ulatus|laiutama||in|Kui temalt küsida , milline on suurim enda püütud kala , laiutab ta käsi üpris aukartustäratavas ulatuses .|9410599|||
3436549|kõrgmäestikus|kõrgmäestik|vaatama|ringi|in|"Vaadake poliitilises ja majanduslikus "" kõrgmäestikus "" ringi ja te avastate , et olgu käkikeeramine ükskõik kui suurejooneline , süüdlane ei lähe laviiniga alla ."|2151193||location|
23930493|pargist|park|minema|ära|el|Läksime pargist ära ja järsku seisime sõpradega pealgulinnas tehnika tänaval .|15325106|||
5666381|liikmesriikides|liikmesriik|toimima||in|Nn vanades liikmesriikides on EQUAL edukalt toiminud alates 2001. aastast .|3518929||location|
1559526|citysse|city|tahtma||ill|"Pigem on ta suunatud välismaalasele või inimesele , kes lisaks majale tahab endale citysse head korterit , "" ütles Tarum ."|979035||location|
16183206|Delfis|Delfi|jagama||in|Papid ruulivad , iseloomustas tabavalt üks Delfis muljeid jaganud laulufänn .|10087587||location|ORG
15828601|kesklinnavalitsusse|kesklinnavalitsus|viima||adit|Pärija ütles eile “ Postimehele ” , et viis kesklinnavalitsusse uuesti taotluse Sauna 3-5 korteri erastamiseks ning kinnitas , et kavatseb edasi võidelda .|9863843|||
26119284|kultuurkapitalist|kultuurkapital|varastama||el|Kultuurkapitali eksjuht Avo Viiol varastas vaikselt ja kavalalt kultuurkapitalist üle 8 miljoni krooni .|16990023||location|
9448233|Iskitimist|Iskitimi|ostma||el|Meie reis kulmineerus Altai ekskursiooniga , mille Iskitimist ostsime .|5886251|||LOC
6570330|lehes|leht|toimima||in|Vähemalt meie lehes toimib see nii .|4081840|||
3730602|Oslos|Oslo|avama||in|Kolmapäeval avab EMT ja Norra mobiilsidefirma Scangit koostöös asutatud ettevõte Mobile Payment Systems AS ( mPay ) Oslos pilootprojekti mobiilse parkimise teenuse osutamiseks Norras .|2329594||location|LOC
3587300|leppesse|lepe|võtma||ill|"Ma usun , et uus koalitsioon võtab terve mõistusega mõningaid teisi oma leppesse ilmselt "" sekretäri eksitusel "" sattunud punkte , näiteks taganemine varasematest otsustest muukeelse gümnaasiumihariduse osas ."|2242349|||
14564645|Kirunas|Kiruna|liikuma||in|“ Nad liikusid ka Kirunas treeningul särtsakalt , ” lisas ta .|9058040||location|LOC
6934881|onkoloogiakeskusesse|onkoloogiakeskus|suunama||ill|Hambaarst saatis mind kiirabihaigla kurgu-lõuakirurgia osakonda doktor Hansteini juurde , kes omakorda suunas mind onkoloogiakeskusesse .|4310876||location|
3771281|Fertilitasse|Fertilita|saama||ill|Regulaarselt sai abikaasa toodud arstide poolt ettenähtud aegadel Fertilitasse kontrolli .|2353555|||
21183876|kontrollpunktis|kontrollpunkt|patrullima||in|Ametliku teadeteagentuuri Tanjug teatel naasis Pristinas paiknevasse sõjaväeossa 15 soomukit , mis patrullisid pealinnast läänes asuvas endises kontrollpunktis Komoranes .|13240621||location|
2342826|Ida-Euroopas|Ida-Euroopa|käima||in|Me polnud kunagi varem Ida-Euroopas käinud , olime ainult kuulnud , et Eesti on suurepärane koht , kus hinnatakse väga laulmist ja armastatakse vokaalmuusikat .|1471957||location|LOC
611834|botaanikaaias|botaanikaaed|avama||in|"Lõuna-Eestis vallandus nädalavahetusel ökokunsti puhang : Tiina Tammetalu avas Tartu Kunstimajas näituse "" Manifest "" ja skulptuuri väljapaneku botaanikaaias ning Peeter Laurits esitles Võrumaal Kütiorus suvel valminud objekte ."|393634||location|
7017841|Mõlemas|mõlema|toimima||in|Mõlemas toimib tervishoiu riiklik korraldus , arstiabisüsteemi pole lastud liberaalsel turumajandusel kindlaks ärata .|4362489|||
1721643|Viljandis|Viljandi|jätkuma||in|Ugala teatri direktori konkurss jätkub vestlusvooruga 8. detsembril Viljandis , Ugala teatri ruumes .|1082834||location|LOC
7707070|masinavärgis|masinavärk|ringlema||in|Igatahes selgub , et sajandimängude masinavärgis ringleb terve kastitäis liivateri .|4799422|||
6097551|Vantaas|Vantaa|seisma||in|TALLINN , 31. märts ( EPLO ) - Neli eestlast seisavad koos nelja soomlasega Soomes Vantaas kohtu ees süüdistatuna narkokaubanduse kõrval Nokia mobiiltelefoni osade varguses , kirjutab SL Õhtuleht .|3785826||location|LOC
9326707|kategooriasse|kategooria|käima||ill|Nii kuuluvad kaitsejõudude peastaabi , teabeameti ja kaitsepolitseiameti poolt salajasele koostööle kaasatud isikute kohta käivad andmed täiesti salajasse kategooriasse ning jäävad salastatuks 75 aastaks .|5813205|||
1543667|Brasiilias|Brasiilia|juhtuma||in|Brasiilias juhtus viimati diskvalifitseerimine 1995. aastal , kui Michael Schumacher võitis etapi Benettoniga ( Coulthard oli teine ) .|969020||location|LOC
22751073|eravaldustes|eravaldus|kohtama||in|Sellest teadustavaid liiklusmärke kohtab ka eravaldustes , kus maaomanikud on valvsad korrarikkujaile äravedamisautot kutsuma .|14330827|||
11704112|kantonis|kanton|eksisteerima||in|276 Kodanike koosolek või Landsgemeinde eksisteerib Euroopas üksnes Šveitsi kantonis Glaruses ( Glarises ) ja neljas poolkantonis : Obwaldenis ja Nidwaldenis ( Unterwaldeni kanton ) ning Appenzell Ausserhodenis ja Appenzell Innerrhodenis ( Appenzelli kanton ) .|7282978||location|
10205783|teeservas|teeserv|kõndima||in|27.04.2003 kella 13.00 ajal juhtus liiklusõnnetus Tallinnas Valdeku tänaval Liiva kalmistu bussipeatuse juures , kus sõiduauto Volkswagen Golf riivas sõidutee vasakus teeservas kõndinud Tatjanat ( s. 1947 ) .|6351489||location|
19474001|putkasse|putka|põikama||ill|Ja nii Krista ühel hommikul mööda New Yorgi 33. tänavat tööle minnes jaapanlaste « putkasse » maad uurima põikaski .|12162180||location|
15016072|duublisse|duubel|mahtuma|ära|ill|Tõnu Lust tõdes , et kõik Tartu arvestatavad mängijad esindusvõistkonda ära ei mahu , isegi duublisse mitte .|9348689|||
10770579|majas|maja|töötama|kokku|in|Teatrimaja külastab Himma andmetel aastas üle 200 000 inimese , majas töötab kokku üle 700 inimese , kuid lähiümbruses napib parkimiskohti .|6694624|||
9316997|tagaruumis|tagaruum|magama||in|Kontroll tuvastas , et Haabersti politseijaoskonna vanemkorrapidajal oli joove 1,7 promilli , tema abil , kes magas valvekorra ajal tagaruumis , 2,0 promilli ja autojuhil 0,5 promilli .|5806952||location|
19014315|lõunaosas|lõunaosa|harjutama||in|Jaanuari keskpaigast märtsi alguseni harjutas Loskutov USA lõunaosas Albuquerque'i lähistel .|11882769||location|
20275187|imekiirelt|imekiir|kaduma||abl|Piletid tänasele kohtumisele kadusid kassadest imekiirelt .|12671540|||
4258889|varrukasse|varrukas|peitma||ill|Falcki turvatöötaja pidas ühes Tallinna kaubanduskeskuses kinni naise , kes peitis varrukasse ligi 3200 krooni väärtuses kosmeetikatarbeid , kuid müügisaalist lahkudes maksis kinni vaid ostukorvis olnud banaani .|2654359|||
14860819|kuraatoriprojektis|kuraatoriprojekt|eksponeerima||in|Eestis oli väga kõva sõna , kui Ants Juske eksponeeris 1994. aastal “ Kunsti piiride ” kuraatoriprojektis esimest korda ühte kohalikku pissuaari , mis oli meie õrnhingedele ilmselt liig mis liig , ja Vikerkaar pani pissuaari lausa oma kaanepildiks .|9248082|||
16744468|suitsuruumi|suitsuruum|kõndima||adit|“ Ma olen nii vihane et ! ” kõndis ta ukse paukudes suitsuruumi , mobiil kaasas , et sõbrannadele meeste hoolimatusest ette kanda .|10441108||location|
6024665|Pariisi-lähedases|Pariisi-lähedane|surema||in|Mitmel korral surnuks kuulutatud Arafat suri ametlikult eile varahommikul Pariisi-lähedases Percy haiglas , pärast nädalast koomas olekut .|3740996|||
561962|koostises|koostis|eksisteerima||in|Kuna ühel juhul on see materjal pärit vahevöö ülemistest kihtidest , teisel juhul aga sügavamalt , siis eksisteerivad ka nende koostises olulised erinevused .|362875|||
448296|gravitatsiooniväljas|gravitatsiooniväli|liikuma||in|Lisaks galaktilise aine keemilisele arengule peaks toimuma ka tähesüsteemi dünaamiline areng , sest tähed liiguvad nende endi poolt tekitatavas gravitatsiooniväljas ning tähtede aegajalt esinevad juhuslikud lähenemised teistele tähtedele või massiivsetele gaasipilvedele võivad aja jooksul oluliselt ja pöördumatult muuta nende liikumisteid ehk orbiite tähesüsteemis , kujundades sellega pikkamööda ümber ka kogu Linnutee näo .|284313|||
28202665|hoonesse|hoone|jooksma||ill|Lõpuks linna keskele jõudes hüppasid mõlemad mootorattalt maha ja jooksid linna hoonesse .|18646539||location|
28413031|kriminaalkoodeksisse|kriminaalkoodeks|pidama||ill|Ma pean siin silmas muudatusettepanekuid nii kriminaalkoodeksisse , haldusõiguserikkumiste koodeksisse kui ka töölepingu- ja avaliku teenistuse seadusesse .|18809505|||
6270197|Dungannonis|Dungannon|toimuma||in|Süütamine toimus Tyroni maakonnas Dungannonis , kus elavad paljud töölised Portugalist ning Eestist , Lätist ja Leedust , kirjutas BBC võrguväljaanne .|3893096|||LOC
974201|Audrusse|Audru|hakkama||ill|Pärnust mitte liiga kaugel ja ehk ka Pärnule mitte liiga lähedal asuvasse Audrusse on hakanud jõudma ka turism .|614278||location|LOC
5802756|Jakartast|Jakarta|lendama||el|Möödunud reedel toimunud õnnetuses lendas Indoneesia lennukompaniile kuuluv Airbuss A300 Jakartast Medani , kuid 45 kilomeetrit enne sihtpunkti põrkas lennuk vastu mäekülge ja plahvatas põlema .|3603469||location|ORG
20276662|Soojuses|Soojune|korraldama||in|Tallinna majanduspolitsei korraldas eile Tallinna Soojuses läbiotsimise , viies kaasa paar kasti rahaasjadega seotud pabereid .|12672651|||
330339|Draamas|draama|valitsema||in|“ Draamas valitseb inimene , /---/ eepikas - maailm ja inimkond , ” kirjutas Jean Paul 19. saj.|202441|||
7245223|frentši|frentš|saama||adit|Saime selga ratsarügemendi vormi ja lenduri frentši .|4506703|||
16324832|Kiievist|Kiiev|kolima||el|Pärast sõda Kiievist Eestisse kolinud vanaema hoolitsusel elavad Valga-lähedases Tambre suvilas 20 kana , kes toetavad Balitskite perekonda ka talvisel vitamiinivaesel ajal pruunide ja valgete munade munemisega .|10174802||location|LOC
8837254|Põhja-Ameerikasse|Põhja-Ameerika|jõudma||ill|See avastus tõestas , et viikingid jõudsid Põhja-Ameerikasse 500 aastat enne Kolumbust .|5512037||location|LOC
23895271|Jeesusesse|Jeesus|istuma||ill|Ja Jeesusesse Kristusesse , Tema ainsasse Pojasse , meie Issandasse , kes on saadud Pühast Vaimust , ilmale tulnud neitsi Maarjast , kannatanud Pontius Pilaatuse all , risti löödud , surnud ja maha maetud , alla läinud surmavalda , kolmandal päeval üles tõusnud surnuist , üles läinud taeva , istub Jumala , oma kõigeväelise Isa paremal käel , sealt Tema tuleb kohut mõistma elavate ja surnute üle .|15305629||alive|PER
1334343|otsingumootorisse|otsingumootor|kirjutama||ill|""" Läksin netti ja kirjutasin otsingumootorisse "" häkkimine "" ."|837499|||
29346586|jamalt|jama|kulgema||abl|eeterRockib: jamalt kulgeb|19908936|||
21325868|Tippmodelli|tippmodell|pidama||adit|Tippmodelli kinni pidanud politseiniku sõnul oli kodanik Kass Carmeni joove suhteliselt väike .|13330351||alive|
118331|pakku|pakk|saatma||adit|Kui Wikland oli 14aastane , saatis vanaema ta Rootsi pakku .|68764|||
8023276|halduskokku|halduskogu|saatma||adit|"Tund ja 45 minutit kestnud arutelu lõpetas Johannes Pirita soovitus : "" Kui kellelgi midagi väga tähtsat öelda ei ole , siis lõpetame arutelu ja saadame planeeringu halduskokku . """|4996885||alive|
28797795|arengusse|areng|nägema|ette|ill|On igati teretulnud , et Eesti riik näeb ette peaaegu ühe miljardi , üle 800 miljoni infrastruktuuri arengusse investeeringuks .|19085949|||
16636059|Etioopias|Etioopia|ootama||in|Näljahätta sattunud Etioopias ootab 26 000 mustanahalist juuti võimalust kolida Iisraeli , kuid Iisrael neid vastu võtta ei soovi .|10367737||location|LOC
15297739|kohtusaali|kohtusaal|viima||adit|Tarbijakaitseameti inspektorid koostasid akti ning selgitasid “ Postimehele ” , et nii suur seaduseeiramine viib omaniku arvatavasti kohtusaali . ”|9529942||location|
11320889|armeesse|armee|jääma||ill|""" Ma jään armeesse . """|7047173|||
13795686|Argentiinasse|Argentiina|lendama|tagasi|ill|Paraku oli vapper Adolf Winnetou juba hommikul Argentiinasse tagasi lennanud .|8604245||location|LOC
