verb,verb_compound,morph_case,classification2,sentence_id,head_id,head_loc,lemma,form,sentence,timex_tag,ekilex_tag,ner_tag,classification,explanation,is_time,is_alive,is_event,is_org,is_abstract
keelduma,,in,loc,6811633,10958987,24,film,filmis,"Auväärt mees muutis siiski meelt , muidu oleks ta korranud ainsa Oscarist keeldunud näitleja George C. Scotti vigurit , kes keeldus näitleja-Oscarist nimiosa eest filmis "" Patton "" .",,,,yes,,,,,,
keelduma,,in,loc,2645754,4245521,4,küla,külas,Pärnumaal Häädemeestes Treimanni külas keeldus üks kodanik oma valimissedelit hääletuskasti panemast ning väljus sellega valimisjaoskonna ruumidest .,,,LOC,yes,,,,,,
keelduma,,in,loc,4327722,6961934,1,Atlanta,Atlantas,"Atlantas keeldusid teisejärgulisest rollist teivashüppaja Jean Galfione , jooksjad Svetlana Masterkova ja Venuste Niyongabo , tõkkejooksja Deon Hemmings , odaviskaja Heli Rantanen .",,location,LOC,yes,,,,,,
keelduma,,in,loc,12573934,20122097,20,Lahti,Lahtis,"Kuigi Ahonen osales MK kõigil etappidel , Schmitt aga jättis viis võistlust vahele , millele lisaks ta keeldus tuulises Lahtis hüppamast , kuigi oli suusahüppetornis hoovõtupoomil koha sisse võtnud .",,location,,yes,,,,,,
keelduma,,in,UNK,12680632,20288824,1,koomaseisund,Koomaseisundis,Koomaseisundis poisi tervise täpsema seisu kohta keeldus Mustamäe lastehaigla intensiivraviosakonna valvearst infot andmast .,,state,,no,"The phrase 'Koomaseisundis' describes a state or condition, not a location, so it is not classified as an adverbial of place.",no,no,no,no,no
keelduma,,in,UNK,14717138,23186661,5,vorm,vormis,"Nimelt keeldus Jašin Ottawa vormis jääle uisutamast , sest leidis , et ei saa väärilist töötasu .",,,,no,The phrase 'vormis' is not adverbial of place because it describes a state or condition rather than indicating a specific location.,no,no,no,no,no
keelduma,,in,UNK,12329772,19741192,15,palavik,palavikus,"Valga haigla siseosakonna juhataja Jaan Org ütles , et kuna Tartu sisekliinik keeldus jälle palavikus haiget uuesti ravile võtmast , peeti läbirääkimisi Tallinna Mustamäe haiglaga .",,state,,no,"The word 'palavikus' describes a state of being (feverish) rather than a physical location, so it is classified as not adverbial of place.",no,no,no,no,no
keelduma,,in,UNK,2527507,4054033,20,ütlus,ütlustes,"On aga teada vähemalt üks dokumenteeritud juhus , kus endine 36. politseipataljoni võitleja keeldus hiljem Tallinnas kõigist Kuressaares antud ütlustes , põhjendades seda sellega , et oli purjus ja teda ähvardati ütlusi andma relvaga .",,,,no,"The phrase 'ütlustes' refers to statements and not a location, so it is not an adverbial of place.",no,no,no,no,no
keelduma,,in,UNK,15311035,23905601,6,rivaliteet,rivaliteedis,"Keelduge osalemast selle ilma himu rivaliteedis , luues endale teisi prioriteete .",,state,,no,"The phrase 'rivaliteedis' refers to the state of rivalry, which is not a physical place, so it is not adverbial of place.",no,no,no,no,no
langema,,abl,loc,12382362,19823007,4,laud,laualt,Muidugi langeb isanda laualt palukesi ka kohalike vaeste venelaste lauale .,,,,yes,,,,,,
langema,,abl,loc,14071634,22405486,36,pronksikoht,pronksikohalt,"Veebruaris aitas ta murdmaa koondist MMi teatesõidus Val di Fiemmes , sai aga viimases vahetuses « haamri » ja kukkus viiendalt kohalt kaheksandaks , märtsis jättis laskesuusatajate MMi teatesõidu ankruetapil üles viimase märgi ja langes pronksikohalt üheksandaks .",,,,yes,,,,,,
langema,,abl,loc,16240243,25153711,4,Ida-Virumaa,Ida-Virumaalt,Samal päeval leiti Ida-Virumaalt mõrvari ohvriks langenud mehe surnukeha .,,location,LOC,yes,,,,,,
langema,,abl,loc,17342792,26614870,5,nael,naelalt,Summa langes esialgselt 330 000 naelalt 136 000-le .,,,,yes,,,,,,
langema,,abl,loc,8932969,14358766,26,känd,kännult,"Ja kui mitte varem , siis hiljemalt aastal 2000 , mil kogu maailma fennougristid kogunevad taas oma kongressi pidama , seekord Tartusse , langeb puu kännult .",,,,yes,,,,,,
langema,,all,loc,9418001,15122552,13,filmidiiva,filmidiivale,"Kui konfereerijad nimetasid laval Gina Lollobrigidat , langes kaamera pilk kohe endisaegsele filmidiivale , auhindade nimetamisel said neid näha ka televaatajad jne.",,alive,,yes,,,,,,
langema,,all,loc,11166757,17887463,26,aines,ainesele,"Esitletud teose tõlkija Sirje Kiin selgitas , et soomekeelne ja eestikeelne väljaanne pole identsed : tõlget kohendati ja lühendati selles suunas , et Eestiga seotud ainesele langeks suurem rõhk , osalt oli lühendamise põhjus ka see , et soomekeelne kaheosaline raamat mahuks ühte köitesse .",,,,no,"The phrase 'ainesele' refers to a topic or subject rather than a location, so it is not classified as an adverbial of place.",no,no,no,no,yes
langema,,all,loc,4287507,6898208,8,ekraan,ekraanile,"Kui katta projitsioonivoog ruuduga , siis langeb ekraanile must ruut , milles samuti pole võimalik midagi peale endassesulgunud musta eristada .",,,,yes,,,,,,
langema,,all,loc,919843,1465325,4,Eesti,Eestile,"Hetkeks langeks tähelepanu Eestile ja nii Itaalias kui mujal maailmas leviks kuuldus , et Euroopas on riik , kus pole kunstimuuseumigi .",,location,LOC,yes,,,,,,
langema,,all,loc,14727772,23202250,5,hoidla,hoidlatele,Pommid langevad radioaktiivsete jäätmete hoidlatele ja keemiatööstusele .,,location,,yes,,,,,,
langema,,abl,UNK,4336088,6975316,7,34967,34 967-lt,Suurima päevalehe Diena tellijate arv langes 34 967-lt 30 979-le ning Neatkariga Rita Avize-l 30 125-lt 13 849- le .,,,,no,"The phrase '34 967-lt' refers to a numeric value or quantity change, not a physical location, so it is not an adverbial of place.",no,no,no,no,no
langema,,abl,UNK,2867945,4599031,5,21%,21%-lt,Sealhulgas Lääne-Euroopa osa langeb 21%-lt kõigest 5%-ni .,,,,no,The phrase '21%-lt' was classified as 'no' because it refers to a proportion and not a physical location or place.,no,no,no,no,no
langema,,abl,UNK,14844165,23341229,23,aeglasemiga,aeglasemealt,"Samuti ei vaidle keegi vastu sellele , et tavakaameraga on täna veel võimalik produtseerida kvaliteetsemaid pilte , samuti langeb tavakaamera väärtus ajas aeglasemealt .",,,,no,"The phrase 'aeglasemealt' describes how something happens (slower), not where it happens.",no,no,no,no,no
langema,,abl,UNK,12125873,19414064,5,hääl,häälelt,"Tharoori populaarsus langes kümnelt häälelt kaheksale , tema vastu seisis kolm ning arvamuseta oli kaks riiki .",,,,no,"The phrase 'häälelt' refers to a number (votes) decreasing and is not indicating a physical location, hence it is not adverbial of place.",no,no,no,no,no
langema,,abl,UNK,1803098,2869416,21,200000,200 000-lt,"Streigi korraldanud ametiühingud väidavad , et rongiliiklus on Prantsusmaal 1992. aastast kasvanud , kuid raudteetöötajate arv on samal ajal langenud 200 000-lt 175 000-le .",,,,no,The phrase '200 000-lt' refers to a number or quantity and not a location or place.,no,no,no,no,no
langema,,all,UNK,4348721,6995436,19,elektron,elektronile,"Nende kahe suuruse vahe ongi see energia , mis triitiumi beetalagunemisel jaguneb elektroni ja neutriino vahel ja millest elektronile langevat osa maha võttes jääb järele neutriino seisumassile vastav energia .",,,,no,The phrase 'elektronile' is not an adverbial of place because it denotes the recipient of the energy rather than referring to a location.,no,no,no,no,no
langema,,all,UNK,12328887,19739607,20,dinaar,dinaarile,"Avis küsib Renault Clio Classicu ööpäevahinnaks esimese soojaga tõesti 135 dinaari , kuid rahulike läbirääkimiste tulemusel langeb hind 70 dinaarile poolteise ööpäeva kohta , sisaldades kindlustuse ja hotelli ette toomise .",,,,no,"It was classified as 'no' because 'dinaarile' refers to currency or price, not a place.",no,no,no,no,no
langema,,all,UNK,19065382,28768845,40,"41,35","41,35 -le","Kui te mäletate 1998. aasta äriplaani , siis seal olid need hinnad natukene allpool , üle 50 sendi , vahepeal kõikusid need läbirääkimistel tõesti 45-46 sendi juures ja nüüd , praeguste läbirääkimise käigus , on nad langenud 41,35 -le .",,,,no,"The phrase '41,35 -le' denotes a numerical value or price point rather than a physical location, so it is not classified as an adverbial of place.",no,no,no,no,no
langema,,all,UNK,5310127,8518798,22,50,50le,Ka EUREXi ja Rootsi OMX indeksifutuuride vahendustasud vähenevad oluliselt - näiteks OMX futuuri puhul langeb ühe lepingu tasu seniselt 100 SEKilt 50le ja miinimumtasu 500lt 200le .,,,,no,"The phrase '50le' indicates a numerical value or endpoint rather than a location, so it is not adverbial of place.",no,no,no,no,no
langema,,all,UNK,918149,1462497,22,2300,2300le,"Võrreldes eelnevate aastate ajateenijate väljaõppega , alustati tänavu ajateenijate teenistusaja diferentseerimist , mille tulemusel langeb ajateenijate keskmine arv kogu kaitseväes 2700lt 2300le .",,,,no,"The phrase '2300le' indicates a numerical quantity or target rather than a physical or locational place, so it is classified as 'no'.",no,no,no,no,no
leiduma,,el,loc,18428815,27928996,12,peatükk,peatükist,PÕHJALIKUMA INFO SAAMISEKS vaata internetist ( leheküljel leidub ka link katkendile peatükist - « Loe peatükki » ),,,,yes,,,,,,
leiduma,,el,loc,11034803,17673756,8,maailmanurk,maailmanurgast,"Igale rahvusgrupile , keda Torontos leidub igast maailmanurgast , oli loomulikult kõige südamelähedasem hetk , mil just nende päritolumaa võistkond suures defilees mööda marssis .",,location,,yes,,,,,,
leiduma,,el,loc,2502315,4012367,1,reostus,Reostusest,Reostusest hoolimata leidub koristustööde ajal ka ujujaid .,,,,yes,,,,,,
leiduma,,el,loc,8399475,13461705,22,algus,algusest,Näiteks on Mihkel Kampmaa avaldanud oma kirjanduslugudes kirjanike biograafiaid ning samuti leidub neid Karl August Hermanni raamatus Eesti kirjanduse ajalugu esimesest algusest meie ajani ( 1898 ) .,,,,no,"The phrase 'algusest' refers to the starting point of time or an event and not a physical place, so it is not an adverbial of place.",yes,no,no,no,yes
leiduma,,el,loc,13318695,21306662,10,Gretzky,Gretzkyst,"Seega - hokil läheb hästi , "" ei leidu Gretzkyst etemast litritaltsutajat taset hindama .",,,PER,yes,,,,,,
leiduma,,el,UNK,11394392,18259127,19,puit,puidust,"Suurim erinevus mõne aasta tagusega võrreldes on , et inimesed armastavad väga ruumisäästlikke lükanduksi , mida leidub nii puidust , peeglist , klaasist kui ka pleksklaasist varianti-dena , "" räägib OÜ Disainköök juhataja Mared Noor .",,,,no,"The phrase 'puidust' describes the material something is made of, not a place, so it was classified as 'no' for adverbial of place.",no,no,no,no,no
leiduma,,el,UNK,14007605,22299576,11,maitseaine,maitseainetest,"Lääge ; kokk ei ole viitsinud maitsestamisega vaeva näha ; maitseainetest leidub neil vist ainult suhkrut ; liiga magus ; üldmulje üsna ilmetu ; porgand on toores ; liha on kõva , aga kaste maitseb hästi ; kana kuiv ja mage ; kastme värv kahtlaselt erk ; liha meenutab maitselt pigem kala ; kaste nagu siirup ; mõnusalt on tunda ananassi ; kaste sarnaneb tarretisega .",,,,no,"The phrase 'maitseainetest' refers to a category of substances, not to a location or place.",no,no,no,no,no
leiduma,,el,UNK,14346910,22774678,11,lubatu,lubatust,"56aastasele näitlejale esitatakse ametlik süüdistus , kui tema veres leidub lubatust rohkem alkoholi .",,,,no,"The phrase 'lubatust' refers to an allowable limit rather than a location, so it was classified as 'no'.",no,no,no,no,no
leiduma,,el,UNK,17275722,26521166,25,traffik,traffikust,"Suured tänud ja mina Väga vabandan : Kasutasin CommView-i , mis ilmselt vajab mingit registreerimist vms . kuna ei kuskil mujal leidu jälgegi sellest traffikust ( see eest võrgukaardi silm pilgutab nii kavalalt ) .",,,,no,The phrase 'traffikust' is not related to a geographical or spatial location but refers to traffic in a network context.,no,no,no,no,no
leiduma,,el,UNK,985873,1570793,6,hinnavahemik,hinnavahemikust,"164 700-249 900 kroonini küündivast hinnavahemikust leidub näiteks 5ukseline Almera 1,8 Ambience - 4 turvapadja , esiistme aktiivpeatugede , ABS-pidurite , elektriakende-peeglite , kaugjuhitava keskluku , udulaternate , 5 peatoe ja kolmepunktivöö ning paljude pisimugavustega ( prillihoidik , kohvrikinnitusrihm , 12 V lisapistikupesa , lugemislambid , pagasivõrk , välistemperatuurinäidik jpm. ) auto eest küsitav 214 300 krooni on vägagi mõistlik summa .",,,,no,"The phrase 'hinnavahemikust' refers to a range or boundary and not a physical place, hence it is not classified as an adverbial of place.",no,no,no,no,no
levima,,el,loc,4208687,6772523,5,põhjaosa,põhjaosast,Reostus levis Pakri poolsaare põhjaosast Dirhami sadamani .,,location,,yes,,,,,,
levima,,el,loc,12555823,20093696,7,oblast,oblastist,"Nelli Kalikova sõnul levis epideemia Kaliningradi oblastist ülemöödunud aastal Leedusse , ja sealt omakorda möödunud aastal Lätisse .",,,LOC,yes,,,,,,
levima,,el,loc,12796582,20470330,17,süda,südamest,"Ärevus vaid süvenes , kui mai alguses levisid üle maailma teated plahvatustest mõne kilomeetri kaugusel Ateena südamest .",,,,yes,,,,,,
levima,,el,loc,12101463,19372993,30,muusika,muusikast,"Alates 1982. aastast on maailmas müüdud rohkem kui 200 miljardit laserplaati , väidab BBC , ning see on endiselt kõige olulisem helikandja , ehkki tänapäeval levib üha suurem osa muusikast interneti kaudu .",,,,yes,,,,,,
levima,,el,loc,363189,562382,1,süvakivim,Süvakivimitest,"Süvakivimitest on kõige ulatuslikumalt levinud happelised kivimid graniidid , purskekivimitest aga basaldid .",,,,no,"The phrase 'Süvakivimitest' refers to a type of rock and not a physical location or spatial context, so it is not classified as an adverbial of place.",no,no,no,no,yes
levima,,el,UNK,12808325,20489419,7,tööpuudus,tööpuudusest,Ajakirjanikud soovitavad presidendil kõneleda muu hulgas tööpuudusest ja liiglaialt levinud alkoholismist .,,,,no,"The phrase 'tööpuudusest' is not an adverbial of place because it refers to a topic of discussion, not a location.",no,no,no,no,no
levima,,el,UNK,10781290,17270437,8,tervenemine,tervenemisest,Ühtaegu levivad jutud nii seekordse mädapaise peatsest tervenemisest kui ka kriisi ülekasvamisest sotsiaalseks plahvatuseks või koguni kodusõjaks .,,,,no,"The phrase 'tervenemisest' refers to recovery and does not specify a location, so it is not an adverbial of place.",no,no,no,no,no
levima,,el,UNK,6414706,10312631,6,võltsimine,võltsimisest,Kohe pärast telefonihääletust levisid kahtlused võltsimisest .,,,,no,"The phrase 'võltsimisest' indicates a topic or subject related to falsification, not a place, so it is not adverbial of place.",no,no,no,no,no
levima,,el,UNK,7397788,11873825,5,vaikimine,vaikimisest,"Õige pea , rangest vaikimisest hoolimata levis aga kuuldus , et Maarja-preili olevat röövinud "" sakste "" kulla ja hõbeda ning sellega Peterburist jalga lasknud .",,,,no,"The phrase 'vaikimisest' refers to the act of silence rather than a physical location, so it is not classified as an adverbial of place.",no,no,no,no,no
levima,,el,UNK,8500374,13624577,21,asutamiskord,asutamiskordadest,"Kaasaja germaani õigusperekonda kuuluvate Euroopa riikide õigussüsteemides ( Saksa , Austria , Eesti ja Šveits ) on levinud juriidilise isiku asutamiskordadest peamiselt normatiivsüsteem .",,,,no,"The phrase 'asutamiskordadest' refers to founding procedures, not a location, so it is not adverbial of place.",no,no,no,no,no
lõpetama,,all,loc,5635910,9038536,6,loeng,loengutele,""" Kas te kunagi lõpetate loengutele",,,,yes,,,,,,
lõpetama,,all,loc,3695001,5950059,16,esindatav,esindatavale,"Esindaja poolt volituse piires tehtud tehing tekitab , muudab või lõpetab tsiviilõigusi- ja kohustusi vahetult esindatavale .",,,,yes,,,,,,
lõpetama,,all,loc,2015618,3216258,4,rahvasaadik,rahvasaadikutele,Rahvaliidu eelnõu lõpetaks rahvasaadikutele esinduskulu maksmise ja kindlustaks väljaspool Tallinna valitud riigikogu liikmed ühtse korra alusel elamispinnaga .,,alive,,yes,,,,,,
lõpetama,,all,loc,2616374,4197801,16,terviseorganisatsioon,terviseorganisatsioonile,"Indoneesias on olnud seni maailmas kõige enam linnugrippi haigestunud inimesi , kuid Indoneesia lõpetas Maailma terviseorganisatsioonile ( WHO ) viirusenäidiste tasuta saatmise , kirjutab The Guardian .",,,,yes,,,,,,
lõpetama,,all,loc,3809276,6135755,21,ülikool,ülikoolile,"TALLINN , 13. august ( EPLO ) - Balti laevaremonditehase gruppi kuuluv firma BLRT Marketex lõpetas unikaalse ujuvlabori ehitamise Tromsø ülikoolile .",,location,ORG,yes,,,,,,
lõpetama,,all,UNK,17926921,27319938,44,hoiatus,hoiatusele,"( 1 ) Kohus võib osaühingu taotlusel osaniku osaühingust välja arvata , kui osanik on oma kohustuse mõjuva põhjuseta olulisel määral täitmata jätnud või on muul viisil osaühingu huve oluliselt kahjustanud ega ole kohustust täitnud ega kahjustamist lõpetanud , vaatamata ka osaühingu kirjalikule hoiatusele .",,,,no,The phrase 'hoiatusele' was classified as 'no' because it does not describe a place where an action occurs but refers to a warning or notice.,no,no,no,no,no
lõpetama,,all,UNK,15872730,24703368,32,asjaõigusseadus,asjaõigusseadusele,"Aga kui tegemist on eelkõige ehitistega , siis siin on kaasomanike oma asi , kuidas nad pärast toimivad , kas nad tahavad jätta kaasomandisse , määravad kasutamiskorra või lõpetavad kaasomandi vastavalt asjaõigusseadusele .",,,,no,"The phrase 'asjaõigusseadusele' refers to a legal reference rather than a place, therefore it was classified as not adverbial of place.",no,no,no,no,no
lõpetama,,all,UNK,16840812,25915767,3,haigus,haigusele,Tänu sellele haigusele lõpetasin jalka trennides käimise .,,state,,no,"The phrase 'haigusele' indicates a reason or cause (due to the illness) rather than a place, so it is not an adverbial of place.",no,no,no,no,no
lõpetama,,all,UNK,2177225,3479049,4,määrus,määrusele,"Vastavalt halduskohtu reedesele määrusele lõpetas kohus antud asjas menetluse , sest ESTV loobus kaebusest , ütles kohtunik Maret Altnurme sekretär ETAle .",,,,no,"The phrase 'määrusele' refers to a court ruling or decision instead of a place, so it is not adverbial of place.",no,no,no,no,no
lõpetama,,all,UNK,4658169,7485355,3,tõus,tõusule,"Neljapäevasele 14,17 -protsendisele tõusule vaatamata lõpetas indeks nädala 2,54 protsendi suuruse tagasiminekuga .",,,,no,"The phrase 'tõusule' does not indicate a location but refers to a rise or increase, which is not categorized as an adverbial of place.",no,no,no,no,no
maksma,,abl,loc,14513336,22951309,12,Saksamaa,Saksamaalt,"Saksa kansler Helmut Kohl ütles eile , et Venemaal ei maksa Saksamaalt ega rahvusvaheliselt kogukonnalt rohkem finantsabi loota , kui ta reforme ellu ei vii .",,location,,yes,,,,,,
maksma,,abl,loc,3689106,5940451,20,Venemaa,Venemaalt,"Jeltsin kinnitas aga eile Brazauskasele , et Venemaa on sõbralike naaberriikide jaoks kindlaks julgeolekutagatiseks ning Balti riikidel ei maksa Venemaalt mingeid ootamatusi karta .",,location,LOC,yes,,,,,,
maksma,,abl,loc,6328220,10167734,8,üritus,ürituselt,"Üks juhtiv Luksemburgi diplomaat rõhutas , et ürituselt ei maksa oodata uusi rahapanuseid ega USA sõjalise tegevuse arutamist .",,event,,yes,,,,,,
maksma,,abl,loc,2867238,4597891,16,kroon,kroonilt,"See tähendab , et kui kõik annetajad saaksid mahaarvamist deklareerida , maksaks riik igalt annetatud kroonilt 23 senti tagasi .",,,,yes,,,,,,
maksma,,abl,loc,3605456,5806095,40,raha,rahalt,"USA president Herbert Hoover kirjutas oma memuaarides : "" See oli kõige ehtsam iroonia , et mees , kes oli korraldanud sadu mõrvasid ja vahel ka oma käega inimestelt elu võtnud , sai karistada vaid selle eest , et rahalt , mis ta nende mõrvadega teenis , polnud ta maske maksnud .",,,,yes,The phrase 'rahalt' was classified as 'yes' because it implies a spatial relationship or reference to a specific location (the money).,,,,,
maksma,,abl,UNK,141920,236726,9,ruutmeeter,ruutmeetrilt,"Võrdluseks : samas kõrval elavad Uus-Miiduranna prominendid maksid ruutmeetrilt 700-1000 krooni , kütusemahuti ühe kuupmeetri ehitamine maksab 750-900 krooni ( 50-60 USD ) .",,,,no,"It was classified as 'no' because 'ruutmeetrilt' specifies a measurement or rate per square meter, not a place.",no,no,no,no,no
maksma,,abl,UNK,10322311,16563774,21,kuupalk,kuupalgalt,"Näiteks Postimehe kirjadetoimetuselt on hulk lugejaid küsinud , miks Eesti Energia endine peadirektor Uudo-Rein Lehtse maksis oma ligi 70 000-krooniselt kuupalgalt samasuguse protsendiga tulumaksu nagu temast kümme-kakskümmend korda vähem teeniv kooliõpetaja või kõrgkooliõppejõud .",,,,no,"The phrase 'kuupalgalt' refers to the salary amount and is not indicating a location, so it is not classified as an adverbial of place.",no,no,no,no,no
maksma,,abl,UNK,4652214,7476330,12,miinimumsumma,miinimumsummalt,"Riik maksab inimese eest töötu abiraha saamise ajal sotsiaalmaksu riigieelarves kehtestatud miinimumsummalt , aga sellelt kogumispensioni makset ei tasuta .",,,,no,"The phrase 'miinimumsummalt' refers to a sum or amount rather than a location, so it is not an adverbial of place.",no,no,no,no,no
maksma,,abl,UNK,360894,559080,12,mis,millelt,"Autoärimees Asmer deklarareeris oma mulluseks teenistuseks üle 1,45 miljoni krooni , millelt maksis 165 000 krooni tulumaksu .",,,,no,"The phrase 'millelt' refers to a source or basis and not a location, so it is not an adverbial of place.",no,no,no,no,no
maksma,,abl,UNK,14610475,23075598,24,ainu,AINULT,"Kuid ma lähen lausa raevu , kui loen , või mulle siis raadiost pröögatakse , et see või teine asi ning teenus maksab AINULT . . . ! ! !",,,,no,"The word 'AINULT' indicates emphasis or limitation and not a location, so it is not adverbial of place.",no,no,no,no,no
moodustama,,all,loc,15232421,23788202,4,lehepind,lehepinnale,"Pindaktiivne aine moodustab lehepinnale kirme , mis takistab haiguse levimist .",,,,yes,,,,,,
moodustama,,all,loc,4367177,7025165,10,liit,liidule,1544 - Rootsi kuningas Gustav I moodustas vastukaaluks Taani liidule Saksa-Rooma impeeriumiga liidu Prantsusmaaga .,,,,yes,,,,,,
moodustama,,all,loc,10905072,17464816,20,trepp,treppidele,"Esimesed deejeed ja bändid kogusid üsna vähe publikut , sest suurem osa inimestest tegeles veel kohanemisega , st moodustas treppidele ja ukseavadesse ummikuid .",,location,,yes,,,,,,
moodustama,,all,loc,3480674,5604872,9,tase,tasemele,"Kasum finantstegevusest moodustas 20,9 miljonit krooni jäädes samale tasemele eelmise aastaga ( 21,0 ) .",,,,no,The phrase 'tasemele' indicates a level or standard rather than a location.,no,no,no,no,yes
moodustama,,all,loc,10515562,16857901,5,finantssektor,finantssektorile,"Septembrikuu laenudest moodustasid laenud finantssektorile 65,5 protsenti .",,,,yes,,,,,,
moodustama,,all,UNK,10968640,17568290,7,viiul,viiulile,"Märkimisväärse osa Paganini loomepärandist moodustavadki ansambliteosed viiulile ja kitarrile , samuti kitarrile ja viiulile , kus viimane hoopistükkis saaterollis .",,,,no,"The phrase 'viiulile' specifies the instrument being played and not a physical location, so it is not adverbial of place.",no,no,no,no,no
moodustama,,all,UNK,4660565,7489318,9,kaasamine,kaasamisele,"Kõik üliõpilased maksavad õppemaksu ning tänu erasektori vahendite kaasamisele moodustasid ühe üliõpilase koolitamiseks tehtavad riiklikud kulutused 2002. aastal vaid 63,5% 1990. aasta tasemest .",,,,no,The phrase 'kaasamisele' is not an adverbial of place because it indicates a process or action rather than a location.,no,no,no,no,no
moodustama,,all,UNK,4615900,7418612,16,raskus,raskustele,"Kosmoses peetavad lahingud kustutavad ühelt poolt äksifännide janu , aga teisalt moodustavad taustsüsteemi universaalinimeseks olemise raskustele .",,,,no,"The phrase 'raskustele' (difficulties) was classified as 'no' because it refers to a state or condition, not a place.",no,no,no,no,no
moodustama,,all,UNK,4609058,7407371,9,hooldetiim,hooldetiimile,Ning põhilise osa eelarve kasvust moodustaksid seejuures kulutused hooldetiimile .,,alive,,no,"The phrase 'hooldetiimile' refers to the recipient or beneficiary of the action, not a location, so it is not adverbial of place.",no,no,no,no,no
moodustama,,all,UNK,223747,363053,10,reegel,reeglitele,"Moodul moodustab ühest tüvevariandist teise vastavalt eesti keele tüvemuutuste reeglitele ( Kuusik , 1996 ) , mis jagunevad mitmesse allgrammatikasse vastavalt tüvemuutuste liikidele ( lõpumuutused , astmemuutused jne ) .",,,,no,"'reeglitele' was classified as 'no' because it indicates the rules governing something, not a place.",no,no,no,no,no
märkima,,el,loc,1879656,2994188,11,emissioon,emissioonist,"Eesti Pank märkis reedel kõik 12 miljonit aktsiat Forekspanga suunatud emissioonist ja tasus nende eest 120 miljonit krooni , ütles Eesti Panga infoosakonna juhataja Andrus Kuusmann .",,,,yes,,,,,,
märkima,,el,loc,5987922,9609883,20,pressitalitus,pressitalitusest,""" Ministeeriumidevaheline leping ei kohusta Eestit Venemaalt põlevkivi ostma ega pakkuma elektritootmise teenust , "" märkis Martin Jaško valitsuse pressitalitusest .",,location,,yes,,,,,,
märkima,,el,loc,398834,620361,20,keskus,keskusest,"Turul valitsev nõudlus ühtse paketi järele muudab vältimatult turvatarkvaratööstust ning jaemüük hakkab kaduma , märkis Carey Nachenberg Symanteci viiruseuuringute keskusest .",,,,yes,,,,,,
märkima,,el,loc,6709175,10793750,18,tennisetiim,tennisetiimist,"Pooleaastase vigastuspausi ametlikuks vormistamiseks on dr Madis Rahu usinalt ingliskeelseid formulare täitnud , märgib Jaak Kanepi Kanepi tennisetiimist .",,,,yes,The phrase 'tennisetiimist' indicates the place associated with an entity and is classified as adverbial of place.,,,,,
märkima,,el,loc,2691581,4317638,24,põllumajandusministeerium,põllumajandusministeeriumist,""" Koolisöökla tunnustamine on sisuliselt menetlus , mis kinnitab , et koolis on tingimused lastele ohutu koolitoidu pakkumiseks , "" märkis Maris Lehtmets põllumajandusministeeriumist .",,location,ORG,yes,,,,,,
märkima,,el,UNK,10100056,16203035,16,toetus,toetusest,"“ Paistis , et Eesti lippe lehvis metsa vahel kõige rohkem , ” märkis publiku toetusest indu ammutanu .",,,,no,"The phrase 'toetusest' refers to support or encouragement, which is not a location, so it is not an adverbial of place.",no,no,no,no,no
märkima,,el,UNK,473353,742810,18,aktsia,aktsiatest,Lisaks institutsioonilistele investoritele eraldatud osa raames ostetud 20 000 ja investeerimisfirmale ostetud 25 000 aktsiale märkis Vennamo avalikkusele suunatud aktsiatest 820 ja personalile suunatud aktsiatest 1011.,,,,no,"The phrase 'aktsiatest' indicates a partitive sense rather than specifying a physical location, so it was classified as 'no'.",no,no,no,no,no
märkima,,el,UNK,7892373,12636515,33,käitumine,käitumisest,"310 Eeltoodud voluntatiivset elementi tahteotsustusega võrdsustavad arusaamad langevad siiski kokku voluntatiivse elemendi vastandamises intellektuaalsele selles mõttes , et kui teadmine eespool vaadeldud piirides märgib tahtluse õigusdogmaatilises skeemis kujutlust kavandatavast , tulevikus eesseisvast käitumisest , siis tahtmisfaktor realiseerib sellise kujutluse tegelikkuses .",,,,no,"The phrase 'käitumisest' refers to behavior and does not indicate a place, so it is not classified as an adverbial of place.",no,no,no,no,no
märkima,,el,UNK,18468392,27974373,23,mitu,mitmest,"siiski on mul tunne , et tegelikult on võimalik kasutada sõna « internet » ka juhul , kui see märgib üht võrku mitmest ; umbes samamoodi , nagu Euroopa Liidust rääkides võin tekstis kasutada sõna « euroliit » , ilma et peaksin esile tõstma asjaolu , et tegu on ainulise asja nimetusega .",,,,no,"The phrase 'mitmest' was classified as 'no' because it refers to the number or quantity, not a place.",no,no,no,no,no
märkima,,el,UNK,7706537,12356007,20,nostalgia,nostalgiast,"Tõstes esile värvide suveräänsust , peenust ja nüansside assotsiatsioonirohkust , märkis ta ühtlasi kargust ja vabadust “ Pallase ” nostalgiast .",,state,,no,"The phrase 'nostalgiast' refers to an abstraction (nostalgia) and not a location, so it is not adverbial of place.",no,no,no,no,no
määrama,,in,loc,2074516,3310177,2,seadus,seaduses,"Praeguses seaduses määrab üht koefitsienti Riigikogu , kahte valitsus .",,,,yes,The word 'seaduses' indicates a location within a legal framework and qualifies as an adverbial of place.,,,,,
