sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,classification,explanation,classification2,explanation2,timex_tag,ekilex_tag,ner_tag,is_time,is_abstract
599049,949943,5,laskma,,adit,galopp,galoppi,Taamal lasid vett pritsides galoppi laulukaare lähistelt jalutuskäigule toodud hobused - umbe kasvanud lahesopis sulberdavate jõnglaste ning emmede seltsis kaldavees paterdanud mudilaste keskel .,no,"'galoppi' refers to a mode of movement (galloping), not a location, so it's classified as 'no'.",no,The phrase 'galoppi' is not an adverbial of place because it describes the action or manner ('galloping') rather than a specific location.,,,,no,no
11698915,18723196,17,askeldama,,in,tordisaba,tordisabas,"Kogu üritus jättis mulje suurejoonelisest pulmapeost , kus vanem generatsioon istub laua ääres , noored askeldavad tordisabas ja süldibänd tõmbab kõige taustaks nurgas lugusid .",no,"The phrase 'tordisabas' describes being in a cake queue, which is not a specific location.",no,The phrase 'tordisabas' was classified as 'no' because it does not describe a location or a place but rather a situation or context where an action is happening.,,,,no,no
17782040,27148498,23,saatma,välja,el,rahvus,rahvustest,"See paistab liialdusena , üldse , kust me ( eestlased ) leiame uue vaenlase , kui kõik ausambad maha kisume ja teistest rahvustest inimesed välja saadame .",no,"The phrase 'rahvustest' refers to nationalities rather than a physical place, so it was classified as 'no'.",no,"The phrase 'rahvustest' was classified as 'no' because it refers to types of nationalities, making it not an adverbial of place.",,,,no,no
15519205,24236968,4,koolitama,,in,virtuaalne,virtuaalsetes,Häkkerid koolitavad niiöelda virtuaalsetes « treeninglaagrites » kasutajaid ja müüvad siis neid .,no,"The phrase 'virtuaalsetes' refers to virtual environments, which are not physical locations.",no,"The phrase 'virtuaalsetes' describes the nature of the 'treeninglaagrites' (training camps) and not the location of an action, hence it is not adverbial of place.",,,,yes,yes
597671,947570,3,helisema,,in,rollibukett,rollibuketis,"Helle Kuninga rollibuketis helisevad enim keerulised ja vaimsed naised : Ibseni "" Naine merelt "" Hilde ja "" John Gabriel Borkmani "" Gunhild , aga ka nn ajastute julmad Juuladki ... poisid ja preilid , Turgenevi Lizaveta murduv aristokratism kõrvu säraga Lope de Vega "" Tantsuõpetaja "" Florelas ... lihtlaste rõõmud Wuolijoki Telefoni-Sandrani välja .",no,"The word 'rollibuketis' refers to a collection or repertoire of roles, which is an abstract concept rather than a geographical location.",no,The phrase 'rollibuketis' is not adverbial of place because it does not describe a location but rather functions as part of the subject or context.,,,,yes,yes
2156159,3444059,35,tungima,,adit,keel,keelde,"Inimesed paigutavad väärtustatavad mõisted vertikaalteljele , nii et väärtuslikumad ja hinnatavamad omadused on halvaks peetutest alati kõrgemal ( kõrge ja madal moraal , kõrgklassid ja alamklassid jne ) ning see jaotumine on tunginud ka keelde .",no,The phrase 'keelde' pertains to language and does not indicate a geographical or physical location.,no,The phrase 'keelde' is not adverbial of place because it refers to language and not to a specific location.,,,,yes,yes
11511320,18436676,5,sõitma,,abl,avamine,avamiselt,"Täna sõidavad nad võistluste avamiselt Palermos võistluspaika Cataniasse ( seal toimub ka universiaadi lõpetamine ) , kus juba homme tuleb neljandas alagrupis vastu astuda Venemaa naiskonnale .",no,"The word 'avamiselt' refers to an event (the opening of a competition) rather than a physical location, so it is classified as 'no'.",no,"The phrase 'avamiselt' describes the origin or starting point rather than a specific physical location, so it is not an adverbial of place.",,event,,no,no
2569941,4123683,15,pidutsema,,in,stiil,stiilis,"Kümned tuhanded eestlased on laias maailmas pidutsenud türgi , rootsi , gotlandi või hispaania stiilis .",no,The phrase 'stiilis' refers to styles and not a physical or geographical location.,no,"The phrase 'stiilis' refers to style rather than a specific physical location, so it is not classified as an adverbial of place.",,,,no,no
13642309,21807059,33,kandma,,adit,laoarvestus,laoarvestusse,"Ühest laost teise lattu üleviidava kauba eest läheb vastutus sellele tollilao pidajale , kelle lattu kaup suunatakse , üle sel ajal , kui kaup saabub tema lattu ja ta kannab kauba oma laoarvestusse .",no,"The phrase 'laoarvestusse' refers to an action or system of record-keeping, not a specific location, so it was classified as not location ('no').",no,"The phrase 'laoarvestusse' refers to an action or process related to record-keeping rather than indicating a specific place, so it was classified as 'no'.",,,,yes,yes
9591035,15393998,9,kandma,,adit,jakk,jakki,Suvemees kannab liibuvat pintsakut või vabama joonega lukk-kinnisega jakki .,no,The phrase 'jakki' refers to a type of clothing and not a location.,no,"The phrase 'jakki' refers to an object (a jacket) rather than indicating a location, so it was classified as 'no'.",,,,no,no
10270099,16480757,3,olema,,ill,euro,eurosse,Pole usku eurosse,no,"The phrase 'eurosse' refers to a currency (euro) rather than a physical location, so it is classified as 'no'.",no,The phrase 'eurosse' was classified as 'no' because it does not indicate a location or position; it refers to a concept or idea (euro) rather than a specific place.,,,,no,no
8803368,14131180,2,edenema,,in,režiim,režiimis,Sellises režiimis töö lihtsalt ei edene .,no,The word 'režiimis' refers to a mode or regime of operation rather than a location.,no,The phrase 'režiimis' was classified as 'no' because it describes a condition or state (mode) rather than a physical location.,,,,yes,yes
12005610,19214886,11,lubama,,ill,haik,haigusse,Novembri algul jõustunud nakkushaiguste ennetamise ja tõrje seadus lubab kindlasse haigusse näiteks tuberkuloosi nakatunut ravida kas või tema tahte vastaselt .,no,"The word 'haigusse' refers to a disease, which is not a physical location.",no,"The phrase 'haigusse' refers to a specific disease and is not describing a location, so it is not classified as an adverbial of place.",,,,no,no
11867751,18992229,2,ehitama,,in,lapsepõlv,lapsepõlves,Juba lapsepõlves ehitasin endale näiteks baldahhiinvoodi .,no,"The phrase 'lapsepõlves' refers to a time period in life, not a specific physical location, so it is not classified as a location.",no,"The phrase 'lapsepõlves' indicates a time ('in childhood') rather than a place, so it is not an adverbial of place.",,time,,no,no
12512,21703,6,saama,välja,el,lapseiga,lapseeast,"Ootasin , et ta saab lapseeast välja ja siis tulevad sellised tulemused .",no,"The phrase 'lapseeast' refers to a stage of life, not a physical place, so it is classified as 'no'.",no,The phrase 'lapseeast' was classified as 'no' because it does not indicate a specific location or spatial reference but rather refers to a stage of life.,,time,,no,no
1343525,2136261,9,laiutama,,in,eelarve,eelarves,""" Alaliit teab suurepäraselt , et mu olümpiaettevalmistuse eelarves laiutab 700 000 krooni suurune auk , ja kui mult medalit oodataks , aidataks seda lappida , vähemalt makstaks vanad võlad ära .",no,"The phrase 'eelarves' refers to a budget and not a physical or geographical location, so it was classified as 'no'.",no,The phrase 'eelarves' was classified as 'no' because it pertains to a financial context (a budget) rather than a physical location.,,,,yes,yes
2443182,3917769,7,looma,,ill,turvatunne,turvatundesse,"Pommiplahvatus Myyrmanni ostukeskuses lõi haava soomlaste turvatundesse , nüüd arutletakse seal teo motiivide üle ning küsitakse , miks ometi keegi midagi sellist korraldab .",no,"The word 'turvatundesse' refers to a sense of security or safety, which is an abstract concept and not a physical location.",no,"The phrase 'turvatundesse' refers to an abstract concept (sense of security) rather than a physical location, so it is not adverbial of place.",,,,no,no
18412157,27907336,16,ajama,,in,ei-tea-kelle-huvi,ei-tea-kelle-huvides,"Ei saa rääkida sellest , et valitsus - vastupidi enamuse poliitilistele huvidele - ajab mingisugust ei-tea-kelle-huvides poliitikat .",no,"The phrase 'ei-tea-kelle-huvides' describes unspecified interests and is not a location, so it was classified as 'no'.",no,"The phrase 'ei-tea-kelle-huvides' describes a purpose or interest rather than a physical location, so it is not adverbial of place.",,,,no,no
15124387,23652939,6,avanema,,adit,seebisari,seebisarja,Juba teist korda avanes ühele seebisarja « Kodu keset linna » fännile võimalus süüa õhtust oma lemmiknäitleja ja sarja stsenaristi Kerttu Rakkega .,no,"The phrase 'seebisarja' refers to a soap opera, which is a type of media or entertainment, not a location, and was therefore classified as 'no.'",no,"The phrase 'seebisarja' is not adverbial of place because it refers to a soap opera, which is a thing and not a location.",,,,no,no
6150878,9873026,5,suunduma,,el,maht,mahust,"Ligikaudu 35% plaanitavast investeeringute mahust suundub Poola , ülejäänu Balti riikidesse .",no,"The phrase 'mahust' refers to the volume or amount, not a physical location.",no,"The phrase 'mahust' is not adverbial of place because it describes a portion or amount, not a physical location.",,,,no,no
7389716,11861116,1,valitsema,,in,644,644-s,644-s valitses vaikus .,no,"The term '644-s' seems to be a numerical reference, not indicative of a location.",no,"The phrase '644-s' is not adverbial of place because it refers to a point in time, not a location.",,,,yes,yes
12702793,20322543,8,ootama,,ill,toimuv,toimuvasse,"Ootaks ajakirjanikesaatejuhtide Kärt Karpa-Andres Raidi mingitki suhet toimuvasse , kas või et kuulge , vaatajad , sinna üritusele me lähme , aga tänna ei lähe jne .",no,"The word 'toimuvasse' refers to an abstract occurrence or event and not a physical location, so it was classified as 'no'.",no,The phrase 'toimuvasse' is not adverbial of place because it refers to an event or situation rather than a physical location.,,,,yes,yes
420465,655199,9,saama,välja,el,laps,lastest,"Mai lõpus Aegna saarel toimunud mürsuplahvatuses vigastada saanud lastest sai eile viimasena haiglast välja Heikki Meejärv , kellele Mustamäe haigla kirurgid tegid ainulaadse õlaliigese operatsiooni .",no,"The phrase 'lastest' was classified as 'no' because it refers to children (people), not a location.",no,"The phrase 'lastest' refers to a group of children involved in the event, not a location, hence it is not adverbial of place.",,alive,,no,no
20401097,29581992,5,kukkuma,,ill,aitama,aidake,baila_Va_peatee: kui kukun aidake yles,no,"The phrase 'aidake' is a verb meaning 'help' and not a specific location, so it was classified as 'no'.",no,"The phrase 'aidake' is a verb and does not indicate a location, so it is not adverbial of place.",,,,no,no
7588035,12176771,13,passima,,in,hommikuhahetus,hommikuhahetuses,"Kui majandi söödanorm oli otsas ja pardid nälga suremas , passis Varik hommikuhahetuses Valga jõusöödatehase väravate taga , kuni vajalik teravili oli käes .",no,"The phrase 'hommikuhahetuses' refers to a time (dawn) rather than a specific location, so it is classified as 'no'.",no,"The phrase 'hommikuhahetuses' refers to a time rather than a place, and is therefore not adverbial of place.",,,,no,no
8979794,14437485,11,jälgima,,in,kultuurilooline,kultuuriloolistes,"Kindlasti märgistavad nad üht olemuslikku vastandust , mida Kaplinski oma kultuuriloolistes esseedes jälgib .",no,"The term 'kultuuriloolistes' refers to 'cultural-historical' and is not a physical location, so it was classified as 'no'.",no,"The phrase 'kultuuriloolistes' qualifies the type of essays but does not refer to a location, so it is not adverbial of place.",,,,yes,yes
11397325,18264375,7,tulema,tagasi,adit,alatus,alatusse,"Olete jõudnud kahetseda , et muutumatult alatusse Eesti sisepoliitikasse tagasi tulite ?",no,"The word 'alatusse' refers to 'an act of baseness or meanness' and does not describe a location, so it was classified as 'no'.",no,"The phrase 'alatusse' describes a characteristic of politics, not a location, so it is not adverbial of place.",,,,yes,yes
3079,5148,6,sõitma,vastu,in,tema,neis,Kuni ühel õhtul sõidab mulle neis hoogsalt vastu minust paarkümmend aastat vanem tuttav härrasmees .,no,"The word 'neis' refers to something abstract, not a specific place or location.",no,"The phrase 'neis' refers to a set of unspecified things or concepts and not a specific location, so it is not adverbial of place.",,,,yes,yes
2557749,4103548,7,vastutama,,in,algus,alguses,"Nii on see olnud aastatuhandeid - alguses vastutavad vanemad laste eest , kunagi hiljem aga lapsed vanemate eest .",no,"The word 'alguses' refers to a temporal concept (beginning) and not a geographical location, so it was classified as not location ('no').",no,The phrase 'alguses' is classified as 'no' because it refers to time (beginning) rather than indicating a physical location.,,,,no,no
2520615,4042309,11,toetama,,ill,Jona,Jonasse,"Kõik koalitsioonijõudude fraktsioonid teatasid üksteise järel , et ei toeta Jonasse kandidatuuri .",no,The word 'Jonasse' is not a location; it likely refers to a person's name.,no,"The phrase 'Jonasse' was classified as 'no' because it functions as a proper noun referring to a person, not specifying a place.",,,PER,no,no
4113525,6621053,7,otsustama,,ill,omand,omandisse,Linnavalitsus otsustab Kalaranna 1 sadamakai linna omandisse ülevõtmise ja määrab sellele valitseja .,no,"The phrase 'omandisse' (to possession) refers to ownership or legal status, not a physical location, thus it is classified as 'no'.",no,"The phrase 'omandisse' refers to ownership or possession and does not indicate a location, so it is not adverbial of place.",,,,yes,yes
3369500,5421355,6,õpetama,,in,aste,astmes,"Kui ta õpetab ainult teatud astmes , näiteks 7.-9. klassides , läheb ta selles töös sügavuti , "" lootis Siimann .",?,?,no,The phrase 'astmes' was classified as 'no' because it does not indicate a location or place; it refers to a degree or level.,,,,no,no
751586,1197884,6,laskma,,adit,jooks,jooksu,Kipketer ei lasknud traditsiioniliselt kogu jooksu vältel ühtki konkurenti enda kõrvale ja suurendas lõpusirgel edumaad .,no,"The phrase 'jooksu' refers to a running activity or event, not a specific location.",no,"The phrase 'jooksu' refers to the activity (the run) and does not indicate a specific location, which is why it was not classified as an adverbial of place.",,,,no,no
3132418,5030656,12,väljuma,,ill,poliitika,poliitikasse,"Kui mu pretensioonid piirduksid rangelt üksnes akadeemiliste raamidega ega väljuks hetkekski poliitikasse - võibolla lubataks mul nõukogude võimu poolt eksisteerida ? """,no,"The word 'poliitikasse' refers to the field of politics, which is not a physical location, hence classified as 'no.'",no,The phrase 'poliitikasse' is classified as 'no' because it indicates a direction or context related to politics rather than a specific place.,,,,yes,yes
4725938,7592292,8,kõndima,ringi,in,käsi,käes,"Enne 1967. aastat kui vennad Mõttused relv käes vabade meestena ringi kõndisid , ei juletud nende talu puutuda .",no,"The phrase 'käes' refers to something being in one's hand and does not denote a geographical or physical location, hence it is classified as 'no'.",no,"The phrase 'käes' specifies the manner in which the action was performed rather than a location, so it is not an adverbial of place.",,,,no,no
3995705,6431937,9,avanema,,adit,supersööt,supersöötu,"Dobrecovsil avanes 58. minutil pärast mängujuht Andrei Borissovi supersöötu sajaprotsendiline võimalus , ent vv Dadi Larussoniga silmitsi jäädes ei õnnestunud toda üle mängida .",no,The word 'supersöötu' refers to a precise action in the context of a game and does not indicate a location.,no,"The phrase 'supersöötu' refers to the nature of the pass, describing its quality rather than indicating a place, so it is not an adverbial of place.",,,,no,no
2222776,3554880,6,kulgema,,abl,tõestatav,tõestatavalt,"Teiseks , töö on faktidega tõestatavalt kulgenud normaalselt .",no,"The phrase 'tõestatavalt' means demonstrably or provably, which is an adverb and not a location.",no,"The phrase 'tõestatavalt' describes the manner in which the work progressed but does not indicate a location, so it is not an adverbial of place.",,,,no,no
13146376,21035120,3,suunduma,,el,löök,löögist,Pauleta teravast löögist suundus pall küljevõrku .,no,"The word 'löögist' refers to the act of a strike or hit, which is not a location.",no,"The phrase 'löögist' indicates the origin of the ball rather than specifying a location, so it is not an adverbial of place.",,,,no,no
11724825,18763250,9,sadama,maha,in,mis,milles,"Valgevene idaosa tabasid neljapäeval ootamatult suured lumesajud , milles sadas maha kuni 10-sentimeetri paksune lumekiht .",no,"The phrase 'milles' is a relative pronoun and does not indicate a location, so it is classified as 'no'.",no,"The phrase 'milles' refers to a circumstantial context and not a physical location, so it is not an adverbial of place.",,,,no,no
7362076,11815486,15,pöörduma,,adit,FOUNDATION,FOUNDATIONi,""" Täiesti võimalik on niisugune käik , et mingi huvitava ideega pöördub BALTIC PARTNERSHIP FOUNDATIONi poole mõni erafirma , kes leiab , et Eestis või siis Lätis või Leedumaal on midagi , millesse tasuks investeerida või see investeeritav objekt koguni ise luua .",no,"FOUNDATIONi was classified as 'no' because it refers to the name of an entity, not a physical location.",no,The phrase 'FOUNDATIONi' was classified as 'no' because it does not indicate a location or place but rather refers to an entity.,,,ORG,no,no
235311,376829,3,eksisteerima,,in,argivestlus,argivestluses,"Nimekasutuses eksisteerib argivestluses tendents nimetada avaliku elu tegelasi ees- ja perekonnanimega või ainult perekonnanimega , isiklikke tuttavaid , s.t “ tavalisi inimesi ” eesnimega või perekonna ja eesnimega ( s.t perekonnanimi enne ) .",no,"The phrase 'argivestluses' refers to casual conversation, which is an activity or context, not a physical location, so it is classified as not a location ('no').",no,The phrase 'argivestluses' was classified as 'no' because it describes the context (in casual conversation) rather than a specific location.,,,,yes,yes
243562,389560,20,põrkama,kokku,in,küsimus,küsimuses,"Kui jälgida valitsusparteide vahelisi vastuolusid , siis vaevalt saab üks vastuolu ületatud , kui juba põrkavad huvid kokku järgmises küsimuses .",no,"The phrase 'küsimuses' refers to a 'question', which is not a geographic location but a topic of discussion, so it was classified as 'no'.",no,The phrase 'küsimuses' was classified as 'no' because it refers to a topic or issue rather than a place.,,,,yes,yes
10113901,16225526,2,kukkuma,alla,in,jääpurikas,jääpurikas,Kukub jääpurikas katuselt alla või pissib koer auto rattale - ja lähebki kohe lahti .,no,"The word 'jääpurikas' refers to an icicle, which is an object and not a location.",no,The phrase 'jääpurikas' does not indicate a place; it refers to an object (an icicle) and not a location.,,,,no,no
1616060,2572298,7,peitma,,in,abielu,abielus,"Mingil põhjusel peitis juba kolm korda abielus olnud ja ilmselt neljandaks naiseks Nicola võttev Fischer korra lausa näo käte taha , justkui end fotograafide eest varjates .",no,"The phrase 'abielus' refers to marital status, not a location.",no,"The phrase 'abielus' refers to the marital status of a person and does not describe a location or place, so it is not an adverbial of place.",,state,,no,no
7224492,11619994,17,paistma,,abl,kohapea,kohapealt,"Või mis see muu ikka on , kui inimestel keldrid-majad-aiamaad-põllud vee all ja talv paistab söögi kohapealt tume mis tume .",no,The word 'kohapealt' refers to a perspective or standpoint rather than indicating a specific location.,no,"The phrase 'kohapealt' refers to a topic or subject matter, not a physical place, so it is not an adverbial of place.",,,,no,no
5831021,9357061,2,üürima,,in,veebruaris-märts,veebruaris-märtsis,"Hiljemalt veebruaris-märtsis üürivad soomlased endale suusamajakese , nii et jaanuaris - veebruari alguses peaks veel mökkidesse mahtuma küll .",no,"The phrase 'veebruaris-märtsis' refers to a time frame, not a physical location, hence classified as 'no'.",no,"The phrase 'veebruaris-märtsis' was classified as 'no' because it refers to a time period rather than a location, and therefore it is not an adverbial of place.",,,,no,no
14283582,22675395,6,tulistama,,in,auklik,auklikus,"Aga seejärel tulistavad poliitikud ta auklikus , süüdistades , et õiguskantsler teeb endale enne poliitikasse minekut nime .",no,"The word 'auklikus' refers to a metaphorical or descriptive term, not a geographical location.",no,"The phrase 'auklikus' does not indicate a place but refers to a metaphorical or figurative state related to the politician, so it was classified as 'no'.",,,,no,no
8323108,13339655,8,kõndima,ringi,in,stiletto,stilettodes,"Psühholoogid väidavad , et naised , kes stilettodes ringi kõnnivad , tahaksid elada muinasjutumaailmas , kus nad on lihtsalt meeste mänguasjad .",no,"The phrase 'stilettodes' refers to high-heeled shoes and not any geographical location, so it is not classified as a location.",no,"The phrase 'stilettodes' refers to an object of clothing rather than a location, so it was classified as 'no'.",,,,no,no
12550709,20086269,5,jälgima,,in,armuvalu,armuvalus,Elektra ja Reikop jälgisid armuvalus fänni nõutult .,no,'armuvalus' is not a location because it describes an emotional state (in love agony) and not a physical place.,no,"The phrase 'armuvalus' describes the state of the fan and does not indicate a location, so it was classified as 'no' for adverbial of place.",,,,no,no
368670,570608,7,kihutama,,adit,Solv,Solvi,"Massi kadedus ja kiivus kihutas surma Solvi , samuti ta lapse , Mari hingel lasub Jussi surm , soovis ta ju , et tema lapsed saaksid perelasteks .",no,"The phrase 'Solvi' refers to an individual and not a location, so it was classified as 'no'.",no,"The phrase 'Solvi' refers to an individual and does not describe a location, making it not an adverbial of place.",,,LOC,no,no
10074222,16160298,20,protesteerima,,in,barokkstiil,barokkstiilis,"Kui aga Rosen 1760ndatel aastatel selle kõrvale oma maja ( praegu Rootsi saatkond ) ehitas , siis protesteerisid selle barokkstiilis ehitise vastu just Mustpeade vennaskonna liikmed : pikuti tänava poole olev maja oli neile vastuvõetamatu , sest teised majad asusid ju otsapidi tänava poole .",no,The phrase 'barokkstiilis' refers to a style (Baroque) and not a physical location.,no,"The phrase 'barokkstiilis' describes the architectural style and not a location, so it is not an adverbial of place.",,,,no,no
14068843,22400867,9,juhtuma,,ill,jupsima,jupsis,"Kõik teavad , mis Erkiga mullu juhtus tervis jupsis .",no,"The phrase 'jupsis' refers to a problematic state, specifically relating to health, not a location.",no,"The phrase 'jupsis' refers to a state or condition, not a place, so it is not an adverbial of place.",,,,no,no
2762149,4429763,7,pidama,,in,Aki,Akis,Oma nimega tekkivat pidevat segadust peab Akis aga pigem huvitavaks kui tüütuks .,no,"The phrase 'Akis' is a personal name, not a location, hence it is classified as 'no'.",no,"The phrase 'Akis' refers to a person and does not indicate a location, so it was classified as 'no' for adverbial of place.",,,LOC,no,no
9740921,15629282,11,sulgema,,adit,konventsionaalsus,konventsionaalsusse,"Pigem tahaksin öelda , et ärge sulgege seda elavat taiest konventsionaalsusse .",no,"The word 'konventsionaalsusse' refers to conventionality or formality, which is not a location.",no,It is not an adverbial of place because 'konventsionaalsusse' indicates a state or condition rather than a specific location.,,,,yes,yes
10213596,16389413,2,lamama,,in,fantaasia,fantaasiates,"Nendes fantaasiates lamas kirstus vaene kannataja , kelle ümber kõik ülekohtused pisaraid valasid .",no,"The phrase 'fantaasiates' is not classified as a location because it refers to 'fantasies', which is an abstract concept, not a physical place.",no,It is not an adverbial of place because 'fantaasiates' refers to an abstract concept (fantasies) rather than a physical location.,,,,yes,yes
5759716,9239230,4,jalutama,,in,näpp,näpus,Inimesed jalutasid kingad näpus ja püksisääred ülesse kääritud .,no,The phrase 'näpus' does not refer to a geographic location; it refers to something being carried by hand.,no,"The phrase 'näpus' refers to the manner or state of holding something rather than describing a location, so it is not an adverbial of place.",,,,no,no
4245004,6829820,6,patrullima,,in,gaasimask,gaasimaskides,Eile hommikul patrullisid linnaosa tänavatel gaasimaskides politseinikud ja sõjaväelased .,no,The phrase 'gaasimaskides' refers to wearing gas masks and does not indicate a specific location.,no,"The phrase 'gaasimaskides' describes the state or condition of the policemen and soldiers, not a location, so it is not adverbial of place.",,,,no,no
11848298,18961443,3,lubama,,adit,teine,teise,"Üks eesistujariik teise järel lubas , et just tema valitsemisajal saab laienemisstrateegia lõppotsuse , kuid venitamine kestab tänaseni .",no,"The phrase 'teise' was classified as not a location because it refers to comparison or order, not a place.",no,"The phrase 'teise' specifies a sequential relationship or comparison, not a physical location, so it is not adverbial of place.",,,,no,no
7464132,11981614,10,kõrguma,,in,ilu,ilus,"Ka seitsmekümnendate lõpus tules hävinud kõlakoda kõrgub oma endises ilus ja suveõhtuti kuuleb president läbi koduakna , kuidas noorem rahvas naudib seal rock-kontserte .",no,"The word 'ilus' refers to beauty or appearance and not a location, so it was classified as 'no'.",no,"The phrase 'ilus' describes the quality or appearance of the concert shell, not a spatial location, so it is not adverbial of place.",,,,no,no
16744502,25765076,21,käima,,ill,p.,p.-sse,"suus , on üks suhtumine , teised , kellel asjaolud samasugused , aga ei ole eesti koolis käinud - jalaga p.-sse ...",no,"The phrase 'p.-sse' is not a specific geographical or physical location, hence it was classified as 'no'.",no,"The phrase 'p.-sse' was classified as 'no' because it does not indicate a specific physical location or place; instead, it is a colloquial expression used in a figurative sense.",,,,no,no
8790503,14108601,11,saama,,adit,Rekonstruktsioon,Rekonstruktsiooni-,"Nimelt rikuti sellega lepingut , millega Tallinna Vesi sai Euroopa Rekonstruktsiooni- ja Arengupangalt 355,5 miljonit krooni riigi garantiiga laenu .",no,"The phrase 'Rekonstruktsiooni-' refers to reconstruction or an institution, not a location, thus it was marked as 'no'.",no,"The phrase 'Rekonstruktsiooni-' was classified as 'no' because it does not specify a location or position, hence it is not an adverbial of place.",,,ORG,no,no
10972801,17575001,29,olema,vaja,ill,reklaamiseadus,reklaamiseadusesse,"Ta ütles otse välja , et kaupmehed , ainult leidlikkust , sest firma nimi võib jääda , ” räägib Jädal , kes ei oska kommenteerida , miks keelusätet reklaamiseadusesse sellisel juhul üldse vaja oli .",no,"The phrase 'reklaamiseadusesse' refers to a legal term or document, not a location.",no,"The phrase 'reklaamiseadusesse' refers to legislation and does not indicate a specific location, so it is not adverbial of place.",,,,yes,yes
11200170,17942498,13,kõndima,,in,pitsivahk,pitsivahus,"AS Pindi Kinnisvara Tallinna maakler Ulvi Pechter meenutab kodu , kus valges pitsivahus tütar kõndis hinge kinni pidades kikivarvul mööda poleeritud põrandaid .",no,"Pitsivahus refers to a visual description, not a location.",no,It was classified as 'no' because 'pitsivahus' (lace foam) does not indicate a location but rather describes the state or appearance of something.,,,,no,no
4557765,7326077,4,vestlema,,in,segakeel,segakeeles,""" Vestleme türgi-inglise segakeeles , "" ütles Teppan .",no,"The term 'segakeeles' refers to a language style, not a physical place.",no,"It was classified as 'no' because 'segakeeles' (mixed language) refers to the manner of communication, not a place.",,,,no,no
842303,1342409,5,paigutama,,all,kontserdireklaam,kontserdireklaamidele,"Abdull oli Ekspressi logo kontserdireklaamidele paigutanud , aga seejuures unustanud väljaandega koostöös kokku leppida .",no,"The phrase 'kontserdireklaamidele' refers to advertisements or promotional material, not a physical location, so it is classified as 'no'.",no,"The phrase 'kontserdireklaamidele' refers to advertisements for concerts, indicating a purpose or target rather than a physical location, so it is not an adverbial of place.",,,,no,no
13112452,20980310,10,jooma,,in,Tali,Taliski,"Teisipäeva õhtul pandi baaris püsti suur pidu , kus Taliski viina jõi .",no,"The phrase 'Taliski' refers to a specific brand or type of drink, not a physical location.",no,"The phrase 'Taliski' refers to a proper noun or entity and does not indicate a place, so it is not classified as an adverbial of place.",,location,LOC,no,no
8523204,13659447,35,ravima,,in,hingevaev,hingevaevades,"Kuid samas embasin teda juba uuesti , sest see , mis mehega toimus , oli ilmselgelt haigus ja ka arst tahtsin ma olla , ravida teda , nii nagu tema muidu ravis mind mu hingevaevades .",no,"The phrase 'hingevaevades' refers to emotional suffering or distress rather than a physical location, so it was classified as 'no'.",no,The phrase 'hingevaevades' was classified as 'no' because it refers to a state of emotional distress rather than indicating a specific place.,,,,no,no
16004263,24883431,1,saama,,adit,Kudamood,Kudamoodi,Kudamoodi ei saa punkte .,no,"The phrase 'Kudamoodi' refers to a manner or way of doing something rather than a geographical location, so it was classified as 'no'.",no,"The phrase 'Kudamoodi' was classified as 'no' because it refers to a manner or way of doing something, not a location.",,,,no,no
7892147,12635991,10,moodustama,,ill,ese,esemesse,229 Omaette suure küsimusteringi moodustab õigusvastasusega seonduva arvamine tahtluse esemesse .,no,"The word 'esemesse' does not refer to a specific location, but rather to an abstract concept.",no,The phrase 'esemesse' was classified as 'no' because it refers to an object or a target rather than a specific place.,,,,no,no
10001224,16043111,18,ehitama,,in,juugendstiil,juugendstiilis,"Esimesele , 18. sajandi ehitistele iseloomuliku barokse otsaviiluga hoonele ehitas arhitekt R. von Engelhardt 1903. aastal juugendstiilis väravaehitise .",no,"The word 'juugendstiilis' refers to a style (Art Nouveau) rather than a physical place, which is why it is classified as 'no'.",no,"The phrase 'juugendstiilis' describes a style and does not refer to a specific location, so it is not an adverbial of place.",,,,no,no
9178745,14753117,12,ulatuma,,abl,vara,varalt,USA Linnapeade Kongressi arvates ulatub vaid 33 linna kaotatud maksutulu selliselt varalt 200 miljoni dollarini aastas .,no,"The word 'varalt' refers to property or assets, not a specific physical or geographical location, so it is classified as 'no'.",no,"The phrase 'varalt' refers to a source or origin of something and not to a physical location, so it is not an adverbial of place.",,,,no,no
617872,980033,3,laskma,,ill,luu,luusse,Laseb leiba luusse oma bussis,no,"The word 'luusse' refers to resting or relaxation metaphorically and does not denote a geographical or physical location, so it is not classified as a location.",no,"The phrase 'luusse' does not specify a location; it denotes movement but not a clear place, so it is not an adverbial of place.",,,,no,no
4805615,7716826,5,maksma,,ill,sõnavõtt,sõnavõttudesse,"Tegelikult ei maksa Bossi sõnavõttudesse kuigi tõsiselt suhtuda , sest kui juba kahe aasta eest tegi üks Milaano ajaleht arvestusi , siis selgus , et Bossi suutis kahe kuu jooksul oma arvamust 43 korda muuta .",no,"The phrase 'sõnavõttudesse' was classified as 'no' because it refers to speeches or statements, which are not locations.",no,"The phrase 'sõnavõttudesse' refers to metaphorically engaging in speeches or statements, not a physical place, so it is not an adverbial of place.",,,,yes,yes
