sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,opinion,simple_sentences,tags,timex_tag,ekilex_tag,ner_tag,A,E,T,L1,L2,L,S,tag,initial_cat
14263201,22641300,8,laulma,,all,elamu,elamule,"Üle viigipükste ääre valguva kõhukese võbisedes laulab elamule ülistuslaulu ja nendib ohates , et noortel on tänapäeval tõesti raske elupinda leida .",,,|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,,no,no,no,yes,no,yes,no,L,a_n80
6889161,11073422,1,muretsema,,all,mõlema,Mõlemale,"Mõlemale muretsesid vanemad mobiili seetõttu , et teismelist vajadusel kontrollida .",,,,,,,yes,no,no,no,no,no,no,A,a_n80
9405419,15103120,23,näitama,,all,Jüri,Jürile,"Teine juht Jaan koos 40 alpinistiga puhastas teed kividest , täitis sügavaid auke , pani rataste alla kaasa võetud planke , näitas Jürile teed .",,,|AL|ALT|,,location,PER,yes,no,no,no,no,no,no,A,a_n80
1187045,1887084,7,valmistama,,all,koalitsioon,koalitsioonile,""" Mõis on valmistanud ebameeldivusi ka koalitsioonile , umbusaldajate arv pigem suureneb kui väheneb , "" ennustas Savisaar .",,,|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,no,no,no,yes,no,yes,no,L,a_n80
4647523,7468890,4,tasuma,,all,IMF,IMFile,Jaanuaris tasus Venemaa IMFile 117 miljonit dollarit .,,,|AL|ALT|,,location,ORG,no,no,no,no,no,no,no,A,a_n80
4387330,7056809,2,tasuma,,all,dividendimäär,dividendimäärale,"üksnes dividendimäärale ei tasu aktsiate hindamisel kunagi lootma jääda , sest teistest näitajatest eraldi võetuna ei pruugi see midagi näidata .",???,"Aktsiate hindamisel ei tasu kunagi lootma jääda üksnes dividendimäärale.
Dividendimäär võib eraldi võetuna mitte midagi näidata.
Dividendimäär ei pruugi näidata midagi teistest näitajatest eraldi võetuna.",,,,,no,no,no,no,no,no,no,,a_n80
6886123,11069403,15,näitama,,all,Kadõrov,Kadõrovile,"Vene Avaliku Arvamuse Fond korraldas juunis Tšetšeenia valijate seas küsitluse , mille tulemused näitasid Kadõrovile vaid 11 protsendi suurust toetust .",,,,,,,yes,no,no,no,no,no,no,A,a_n80
324164,505010,4,mõjuma,,all,ese,esemele,Pidevas keskkonnas liikuvale esemele mõjub takistusjõud,,,,,,,no,no,no,no,no,no,no,,a_n80
270948,427916,17,ütlema,ära,all,pakkumine,pakkumistele,"Kui tüüpiline töötaja reservatsioonipalk on märkimisväärselt kõrgem kui tüüpiline palgapakkumine , siis töötaja ütleb ära paljudele pakkumistele ja kulutab rohkem aega tööotsimisele , mille tagajärjel tööpuuduse või mitteaktiivsuse määr kaldub tõusma .",,,,,,,no,no,no,no,no,no,no,,a_n80
10615189,17014059,1,sündima,,el,kontekst,Kontekstist,"Kontekstist lahtikistuna , iseseisva orkestritöö pähe kuulatuna ei sünni “ Kashmiri ” sugugi shedöövriks pidada .",,,,,,,no,no,no,no,yes,yes,no,L,s_n50
9201168,14788766,9,veenduma,,in,tagasivalimine,tagasivalimises,"Saksamaa praegune liidukantsler Helmut Kohl on veendunud oma tagasivalimises , kuigi ei luba valijatele sel aastal majanduskasvu rohkem kui 2,7 protsenti .",,,,,,,no,yes,no,no,no,no,no,E,s_n50
10602658,16995259,6,tulenema,,el,favoriit,Favoriidist,""" See ei tulene mitte Favoriidist , vaid minust , "" märkis Aarma .",,,,,,,no,no,no,yes,no,yes,no,L,s_n50
7624824,12231702,3,sündima,,el,enesedistsipliin,enesedistsipliinist,"Enesekindlus sünnib enesedistsipliinist , õpetab Johnson .",,,,,,,no,no,no,yes,no,yes,no,L,s_n50
3765694,6065540,7,tulenema,,el,ehitus,ehitusest,Ehitustegevuse kasv tulenes elamu- ja infrastruktuuriobjektide ehitusest .,,,,,,,no,yes,no,no,no,no,no,E,s_n50
17646522,26978576,16,viitama,,all,antisotsiaalsus,antisotsiaalsusele,"noh , seal peab olema põhjus , miks süütu ollakse , ning üldjuhul viitab see antisotsiaalsusele ja häbelikkusele ja suhtlemisoskuste puudumisele/vähesusele ehk teatavalt määral puudustele ühiskonnas eksisteerimisel ehk luuserlusele .",,,,,,,no,no,no,no,no,no,yes,S,s_n50
17970721,27344992,8,kahtlema,,in,pauk,Paugus,Tõsiseltvõetavatest astronoomidest ei kahtle tänapäeval keegi Suures Paugus .,,,,,,,no,yes,no,no,no,no,no,E,s_n50
7661626,12284598,3,sattuma,,adit,ajalehetoimetus,ajalehetoimetusse,"Kuidas materjal ajalehetoimetusse sattus , pole teada .",,,,,,,no,no,no,yes,no,yes,no,L,s_n50
7212766,11601530,15,viitama,,all,arengutee,arenguteele,"Tal pole veel kindlust , millega läbida üksteisele järgnevad turniirid , "" viitas Luzgin arenguteele .",,,,,,,no,no,no,yes,no,yes,no,L,s_n50
18016939,27415059,6,tulenema,,el,analüüsimine,analüüsimisest,"Need numbrid tulenevad BRS-i äriplaani analüüsimisest , mitte raudtee uue omaniku konkreetsetest väljaütlemistest .",,,,,,,no,yes,no,no,no,no,no,E,s_n50
4202380,6762421,18,sündima,,el,entusiasm,entusiasmist,"Konkursi külaliseks on Õ-Fraktsiooni liikmed K. Kaer , E. Moora , T. Leht , L. Lippmaa , kes jagavad oma kogemust entusiasmist sündinud filmitegemisest .",,,,,,,no,no,no,no,no,no,yes,S,s_n50
2848785,4568629,5,kahtlema,,in,Tšehhi,Tšehhis,"Euroopa piinamisvastaste komitee kahtleb Tšehhis seksuaalkurjategijate ohjeldamisel kasutatava kastreerimise õiguslikkuses , kuna kurjategijatele pakutakse kastreerimise alternatiivina tähtajatut vangistust .",syntax,"Euroopa piinamisvastaste komitee kahtleb Tšehhis kasutatava kastreerimise õiguslikkuses. 
Kastreerimist kasutatakse seksuaalkurjategijate ohjeldamiseks. 
Kurjategijatele pakutakse kastreerimise alternatiivina tähtajatut vangistust.",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,LOC,no,no,no,yes,no,yes,no,L,s_n50
11209293,17958152,5,kahtlema,,in,kaitsetahe,kaitsetahtes,Avalikkus kahtleb eesti rahva kaitsetahtes .,,,,,,,no,no,no,no,no,no,yes,S,s_n50
5745672,9215963,4,tulema,välja,el,alateadvus,alateadvusest,"Valus minevik tuleb alateadvusest välja siis , kui temast räägitakse .",,,,,,,no,no,no,yes,no,yes,no,L,s_n50
17460085,26767029,6,johtuma,,el,nimetus,nimetusest,"Seetõttu arvan , et sellest nimetusest iseenesest ei johtu veel mitte midagi halba .",,,,,,,no,no,no,no,no,no,no,,s_n50
20753975,29752760,8,piinlema,,in,armuvalu,armuvalus,muru: irw ei ole vaja ma armuvalus piinlen,,,,,,,no,no,no,no,no,no,yes,S,s_n50
5483939,8791849,9,kahtlema,,in,aidsiteraapia,AIDSiteraapiates,"13. rahvusvahelisel AIDSikonverentsil kahtleb Lõuna-Aafrika president Thabo Mbeki AIDSiteraapiates ning paneb küsimärgi alla , kas HIV ikka on AIDSi põhjustaja .",,,,,,,no,yes,no,no,no,no,no,E,s_n50
3234373,5196400,15,sündima,,el,jätmine,jätmisest,""" Tagantjärele mõeldes võib ju öelda , et ega nüüd midagi selle korralduse täitmata jätmisest ei sündinud , aga kuna päästetööde juht lähtus otsesest ohust , mis oleks võinud seoses rongiliiklusega juhtuda , siis on siis ainest , mille üle arutleda , küllaga , "" märkis Laos .",,,,,,,no,yes,no,no,no,no,no,E,s_n50
3525328,5676753,14,sattuma,,adit,duširuum,duširuumi,""" Ainult tädi elab teises rütmis ja pahatihti satub valel ajal pooleks tunniks duširuumi , "" märgib Andre .",,,|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,,no,no,no,yes,no,yes,no,L,s_n50
19230986,28997035,6,tulenema,,el,etteheide,etteheitest,"Minu küsimus tuleneb põhiseaduskomisjonile tehtud etteheitest , mida ettekandja endale lubas .",,,,,,,no,no,no,no,no,no,no,,s_n50
2642837,4241012,13,sattuma,,adit,kellavärk,kellavärki,"Kogu järgneva kolme tunni ja 33 minuti vältel ei satu selle inimmasina kellavärki ühtegi , isegi väiksematki liivatera .",,,,,,,no,no,no,yes,no,yes,no,L,s_n50
2060056,3286386,3,langema,,adit,eesistujaperiood,eesistujaperioodi,Suurbritannia pooleaastasesse eesistujaperioodi EL-is langeb teatavasti mitme üliolulise protsessi algus .,,,,,,,no,yes,no,no,no,no,no,E,s_n50
13191955,21103968,20,veenduma,,in,kehtestamine,kehtestamises,"AS Tallinna Sadam juhatuse esimees Enn Sarap ütles , et Tallinna Sadam oli juba mitu aastat tagasi veendunud viisavabaduse kehtestamises .",,,,,,,no,yes,no,no,no,no,no,E,s_n50
8116711,13026030,10,viitama,,all,Archimedes,Archimedesele,"Kallas märkis pakile lisatud kirjas , et raudkang viitab Archimedesele , kes tahtis sobiva toetuspunkti olemasolul kangiga maakera liigutada .",,,|A|AE|AL|AS|AT|AET|ALT|AST|,,,PER,yes,no,no,no,no,no,no,A,s_n50
146014,243396,4,muutma,,adit,teenistus,teenistusse,"“ Muutsin suhtumist teenistusse , nõudsin iseseisvat mõtlemist , ” kirjeldab Lillemägi ja lisab , et ka viimane ulatuslik õppus Tapa linnas oli planeeritud rahuvalve ja NATO taktikat silmas pidades .",,,,,,,no,no,no,yes,no,yes,no,L,s_n50
2039079,3255618,8,viitama,,all,arvukus,arvukusele,Demograaf Kalev Kattus on viidanud vanade inimeste arvukusele kui Eesti lähima kümne aasta tõsisemaile sotsiaalprobleemile .,,,,,,,no,no,no,no,no,no,yes,S,s_n50
5042903,8092568,15,langema,,adit,kontekst,konteksti,"Ka reedel Riias lõppenud üliesinduslik Baltimaade e-äri foorum ei langenud ajalises mõttes eriti õnnestunud konteksti - täna ei räägi enam keegi uuest majandusest , milles harjunud seaduspärad ei kehti , ja Internetist , mis vana maailmakorralduse pea peale keerab .",,,,,,,no,no,no,no,yes,yes,no,L,s_n50
7879258,12622240,26,juhinduma,,el,juhis,juhistest,"NSV Liidu ja Eesti hariduspoliitika , sh ajaloo õpetamine juhindus aastatel 1944-1953 peamiselt ÜK ( b ) P Keskkomitee varasematest ( 1934 ) juhistest .",,,,,,,no,no,no,no,no,no,no,,s_n50
19150727,28888133,4,tulenema,,el,bioloogia,bioloogiast,Kas see tuleneb bioloogiast või on siin mõni muu põhimõte ?,,,,,,,no,no,no,no,no,no,no,,s_n50
19107,32874,7,tulema,välja,el,Nightlight,Nightlightist,"Nüüd tahan küll väga , et Nightlightist midagi välja tuleks , ja kui , siis laulan nii kaua , kuni rahvas meid vastu võtab ja pakkumisi on .",,,|A|AE|AL|AS|AT|AET|ALT|AST|,,,PER,no,no,no,yes,no,yes,no,L,s_n50
9110450,14648219,15,langema,,adit,kitsh,kitshi,"Kuid Munize paradoks on , et tema ebaharilik viis kunstiteost kopeerida ei lange sentimentaalsesse kitshi - nagu  à la  ristpistes “ Hommik männimetsas ” puhul üldiselt juhtub - , vaid on vaadeldav camp'i kategooriast lähtudes .",,,,,,,no,no,no,no,no,no,no,,s_n50
3209327,5154888,7,minema,vastu,in,Lihula,Lihulas,""" Aga see , kuidas valitsus Lihulas pimedas salaja vastu läks - see on uskumatu , "" lisas ta .",,,|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,LOC,no,no,no,yes,no,yes,no,L,s_n50
8027634,12880883,3,veenduma,,in,sadam,sadamas,"Veendusin juba sadamas , et Kunigunde võis vihast ja ärritusest , rikkumata vere pulbitsedes rinnus , end laevale kaubelda .",,,|L|AL|EL|LS|LT|ALT|ELT|LST|,,organisation,,no,no,no,yes,no,yes,no,L,s_n50
12362222,19792445,5,sündima,,el,fakt,faktist,"Ulme ei sünni teaduslikust faktist , avastusest , arutleb ta enesekindlalt .",,,,,,,no,no,no,no,no,no,no,,s_n50
8575001,13745036,13,viitama,,all,direktiiv,direktiividele,"Toivo Jürgensoni kinnitusel on viga , et rahandusministeerium viitab pidevalt Euroopa Liidu direktiividele , kuigi Eesti ei ole Euroopa Liidu liige .",,,,,,,no,no,no,no,no,no,no,,s_n50
2625812,4213267,11,langema,,adit,keskpärasus,keskpärasusse,"1950 tuli Argentina esimeseks korvpalli maailmameistriks , kuid langes 1990-ndateni keskpärasusse .",,,,,,,no,no,no,yes,no,yes,no,L,s_n50
1293971,2055691,18,juhinduma,,el,ettepanek,ettepanekutest,Keskhaigla peaarsti Andrus Mäesalu sõnul põhinesid haigla juhtkonna need otsused kirurgiakliiniku ettepanekutel ja juhindusid sotsiaalministeeriumi ravikvaliteedi komisjoni ettepanekutest .,,,,,,,no,no,no,no,no,no,no,,s_n50
8348688,13377758,25,langema,,adit,ecstasy-uim,Ecstasy-uima,"Tamarat tabas ilmutus - tunne , et ta on läbi murdnud ja avastanud “ uue vabadusetunnetuse ” - novembrikuus , kui ta langes esmakordselt Ecstasy-uima ning uppus orgiastilisse prallesse ühel Full Mooni pidudest , kus transimusa üürgab päevad ja ööd läbi .",,,,,,,no,no,no,no,no,no,yes,S,s_n50
1212949,1929243,23,viitama,,all,auk,augule,"Nad lisasid , et ühegi filmimise käigus ei ole ilmnenud midagi niisugust , mis viitaks plahvatuse , kokkupõrke või muu asjaolu põhjustatud augule laevakere veealustes osades .",,,,,,,no,no,no,no,no,no,no,,s_n50
5173316,8299848,8,kahtlema,,in,arukus,arukuses,Paljud üliarukad Mensa liikmed kahtlevad siiski ettevõtmise arukuses .,,,,,,,no,no,no,no,no,no,yes,S,s_n50
652824,1037208,11,saama,lahti,el,enamik,enamikust,"Ehk saaksime just "" töötu sõltumatuse "" rezhiimis hoobilt lahti enamikust "" vastuoludest "" , mis Juske head enesetunnet vasakpoolsuse juures häirivad ?",syntax,"Me saaksime ehk just „töötu sõltumatuse” režiimis hoobilt lahti enamikust „vastuoludest”.
Need „vastuolud” häirivad Juske head enesetunnet vasakpoolsuse juures.",,,,,no,no,no,no,no,no,no,,s_n50
12368797,19802572,8,tulenema,,el,finantssüsteem,finantssüsteemist,"Esmane ja peamine probleem tuleneb puudulikult reguleeritud finantssüsteemist , mis suunab kapitali ebapraktiliselt ning lubab erasektoril koguda liigseid võlgu .",,,,,,,no,no,no,yes,no,yes,no,L,s_n50
10547292,16906467,3,sattuma,,adit,füüsikainstituut,füüsikainstituuti,"Kui sattusin füüsikainstituuti , siis vedas mul eeskätt sellega , et akadeemik Karl Rebane oli seadnud lati kõrgele - ei ole olemas Eesti , Nõukogude Liidu või Tartu teadust , on üks füüsikateadus , ja kõik , mis te teete , peab olema maailmatasemel .",,,,,,,no,no,no,yes,no,yes,no,L,s_n50
10938655,17519840,6,langema,,adit,DaimlerChrysler,DaimlerChrysleri,Isegi koos Smartiga ei lange DaimlerChrysleri keskmine alla 40 eluaasta .,syntax,"DaimlerChrysleri keskmine ei lange alla 40 eluaasta.
Smart kuulub arvestusse. (või: Smart on DaimlerChrysleriga koos.)",,,,,no,no,no,no,no,no,no,,s_n50
8707705,13970105,20,sündima,,el,ahnus,ahnusest,"Kindlasti ei saanud Arasthavani anda käsku tema elanikke tappa ja vägistada ; see pidi olema õela Velzini isetegevus , ahnusest sündinud julmus , pimestav raev ja kadedus , mis oli talt meelemõistuse röövinud .",,,,,,,no,no,no,no,no,no,no,,s_n50
20786,35629,3,tulema,välja,el,garderoob,garderoobist,Ada tuli garderoobist välja .,,,|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,,no,no,no,yes,no,yes,no,L,s_n50
8989861,14453617,17,saama,lahti,el,külmatunne,külmatundest,"Kõik räägivad külmast ja isegi hommikuses vagunis , milles me Montmorency poole loksume , ei saa külmatundest lahti .",,,|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,yes,S,s_n50
18431726,27932226,37,juhinduma,,el,tunnetus,tunnetusest,"Vaimne reaalsus ja selle tunnetatud väärtused on meie tavaeludes = enam kohal kui materialist seda oma halvimas unenäoski näha oskab= , ammugi ilmsi tunnistada tahab ja ägedaimgi materialist juhindub ise = sellest vaimsest inspireeritud reaalsuse tunnetusest ja väärtustest pea samamoodi kui usklikud , kes Jumalat tunnistavad .",,,,,,,no,no,no,no,no,no,yes,S,s_n50
12929548,20682950,8,veenduma,,in,ammendumine,ammendumises,Muutuste ettevõtmiseks peab olema veendunud senise süsteemi ammendumises .,,,,,,,no,no,no,no,no,no,yes,S,s_n50
5902999,9475885,4,kahtlema,,in,Iraak,Iraagis,Saddami süüs kahtlevad Iraagis ja mujalgi maailmas aga vähesed .,,,|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,LOC,no,no,no,yes,no,yes,no,L,s_n50
2228433,3564546,14,juhinduma,,el,ühisseisukoht,ühisseisukohast,"Läti välisminister Indulis Beržins ütles , et Läti juhindub oma otsuses Euroopa Liidu ühisseisukohast , mille EL-i välisministrid kujundavad septembris .",,,,,,,no,no,no,no,no,no,no,,s_n50
2032071,3243994,2,veenduma,,in,onkoloogiahaigla,Onkoloogiahaiglas,"Tallinna Onkoloogiahaiglas ja Tallinna Meremeeste Haiglas veendusin , et meditsiinitöötajad ei ole alati selleks , et aidata inimesi , vaid tihti selleks , et patsiente pika kepiga eemale peletada .",,,|L|AL|EL|LS|LT|ALT|ELT|LST|,,organisation,ORG,no,no,no,yes,no,yes,no,L,s_n50
3307566,5318060,17,muutma,,adit,koosseis,koosseisu,"TOKYO , 27. september ( AP-EPLO ) - Jaapani peaminister Junichiro Koizumi muutis esmaspäeval oma kabineti koosseisu , lootes tugevdada oma võimu ja tõsta reformide läbiviimise võimekust .",syntax,"Jaapani peaminister Junichiro Koizumi muutis esmaspäeval oma kabineti koosseisu.
Ta lootis tugevdada oma võimu.
Ta lootis tõsta reformide läbiviimise võimekust.",,,,,no,no,no,no,no,no,no,,s_n50
15898863,24734534,17,veenduma,,in,hüüdlause,hüüdlauses,"Kui miski mind Eesti raamatumaailmas häirib , siis see , et kirjastajad on veendunud laialt levinud hüüdlauses kõik me siin tunneme üksteist ja seetõttu pole ka vaja sõnagi kõnelda raamatute autoritest .",,,,,,,no,no,no,no,no,no,no,,s_n50
6322198,10158153,11,piinlema,,in,närvipinge,närvipinges,"Carter nägi , et litter käis Rootsi väravas ega piinelnud närvipinges",,,|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,yes,S,s_n50
19129787,28857684,8,juhinduma,,el,olukord,olukorrast,"Antud momendil on härra Opmann juhindunud praegusest olukorrast , kus ei ole kindlustussüsteemi , vaid on olemas riigimaks , sotsiaalmaks .",,,|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,yes,S,s_n50
11186130,17918309,11,viitama,,all,akvarelliharrastus,akvarelliharrastusele,Mall Vahtre näituse pealkiri “ Omaks võetud ” viitab kunstniku akvarelliharrastusele .,,,,,,,no,no,no,no,no,no,no,,s_n50
6428994,10335694,5,viitama,,all,Genosense,Genosense'ile,"Üks neist , kes Genosense'ile viitab , on Londoni vananemisspetsialist dr Mike Perring .",,,|A|AE|AL|AS|AT|AET|ALT|AST|,,,PER,no,no,no,no,yes,yes,no,L,s_n50
15910056,24751357,1,saama,lahti,el,NEC,NEC'ist,"NEC'ist sain ka suht kiiresti lahti , nii et minu",,,,,,,no,no,no,yes,no,yes,no,L,s_n50
12486056,19986080,7,sündima,,el,ellusuhtumine,ellusuhtumisest,"Kuna kõik inimese hädad sünnivad valest ellusuhtumisest , tuleks positiivse hoiaku kujundamist alustada kõige lihtsamast – naeruteraapiast .",,,,,,,no,no,no,no,yes,yes,no,L,s_n50
4825682,7748218,8,johtuma,,el,ebaõnn,ebaõnnest,Turneed lootusrikkalt alustanud soomlasi pole pärast liidri ebaõnnest johtunud shokki esikolmikus .,,,|S|AS|LS|ST|AST|LST|,,state,,no,no,no,no,no,no,no,,s_n50
5660896,9078956,2,sündima,,el,kodu,kodust,Oma kodust ja kindlast perest sünnib elu,,,|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,,no,no,no,yes,no,yes,no,L,s_n50
16896907,25986074,3,viitama,,all,apo,apole,samuti viitab apole vana hind 4700.- : |,,,,,,,no,no,no,no,yes,yes,no,L,s_n50
1374659,2185860,8,tulenema,,el,aktiivsus,aktiivsusest,Tegelik norm seksuaalelus tuleneb mõlemale poolele sobivast aktiivsusest ja variantidest .,,,,,,,no,no,no,no,no,no,yes,S,s_n50
7068148,11358783,24,muutma,,adit,rütm,rütmi,"Jama või mitte ; kõik siin ilmas on suhteline , mu laps ; ometi , paari kohta sobiks hiilgavalt semikoolon , muudaks lause rütmi .",,,,,,,no,no,no,no,no,no,no,,s_n50
7364497,11819500,24,johtuma,,el,kehakaal,kehakaalust,"Eks sellele aidanud kõvasti kaasa emiiri ema mõnus eneseiroonia , aga muidugi ka tema teatud abitus , mis vähem east , rohkem aga kehakaalust johtus .",,,,,,,no,no,no,no,no,no,no,,s_n50
1684770,2682049,4,kahtlema,,in,apoliitilisus,apoliitilisuses,"Samas ma Paabo apoliitilisuses ei kahtle ja tean , et ta püüab end poliitikast võimalikult kaugele hoida .",,,,,,,no,no,no,no,yes,yes,no,L,s_n50
16143772,25055211,13,kahtlema,,in,paratamatus,paratamatuses,"Ma alustan sellest , et ka mina ei kahtle Euroopa Liitu astumise paratamatuses , ma just rõhutaksin seda paratamatust , mis tuleneb meie geograafilisest asukohast ja majanduslikust seisundist .",,,,,,,no,no,no,no,yes,yes,no,L,s_n50
16841702,25917070,4,tulema,välja,el,ala,aladest,1 väga vähestest aladest mis laksust kohe välja tuli .,,,,,,,no,no,no,no,no,no,no,,s_n50
10322721,16564395,3,sündima,,el,kaitsemäng,kaitsemängust,"“ Tugevast kaitsemängust sünnib edukas rünnak , ” tõdes Järv .",,,,,,,no,no,no,yes,no,yes,no,L,s_n50
8555668,13712657,21,piinlema,,in,kütke,kütkeis,"Teie Anna Petrovna põleb sisemiselt , ta on tugev ja tark naine , kuid piinleb samamoodi elu mõttetuse ja igavuse kütkeis kui ülejäänud Tshehhovi tegelased .",,,,,,,no,no,no,no,yes,yes,no,L,s_n50
10516729,16860022,3,kahtlema,,in,otsustus,otsustustes,Vallas tehtud otsustustes kahtlevad paljud .,,,,,,,no,no,no,no,yes,yes,no,L,s_n50
17552605,26903509,3,viitama,,all,avamine,avamisele,"Kuigi jaama avamisele ei viidanud neljapäeva lõuna ajal veel miski , keerasid paljud autod Tallinna maanteelt tanklasse sisse .",,,|E|AE|EL|ET|AET|ELT|,,event,,no,yes,no,no,no,no,no,E,s_n50
8572837,13741436,1,johtuma,,el,panganduskriis,Panganduskriisist,Panganduskriisist johtunud ümberkorralduste tõttu on Soome jäänud vaid kolm suurt panka .,,,,,,,no,yes,no,no,no,no,no,E,s_n50
1716234,2732096,4,kahtlema,,in,kestvus,kestvuses,"Kahtlen säärase idülli kestvuses kohe tugevalt , aga Katrin ette ei muretse .",,,,,,,no,no,no,no,yes,yes,no,L,s_n50
9026157,14512685,13,johtuma,,el,otsus,otsustest,Vanalinnaga seotud probleemid on johtunud suures osas riigi monopoolsetele õigustele tuginevatest läbimõtlemata otsustest .,,,,,,,no,no,no,no,no,no,no,,s_n50
5555696,8907981,9,tulema,välja,el,Osaka,Osakast,"Mänedžer Aivar Karotamm aga ütles eile , et Osakast ei tule kindlasti midagi välja ning Rio ripub küsimärgi otsas .",,,,,,,no,no,no,yes,no,yes,no,L,s_n50
11226161,17987470,3,sündima,,el,kandidaat,kandidaatidest,Kõigist esitatud kandidaatidest on 1951. aastal sündinud Andris Berzinshil kõige suuremad kogemused nii linnapeana kui ka valitsuse töös .,syntax,"Esitati mitu kandidaati.
Andris Bērziņš on sündinud 1951. aastal.
Tal on kõige suuremad kogemused linnapeana.
Tal on kõige suuremad kogemused valitsuse töös.",|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,yes,no,no,no,no,no,no,A,s_n50
12143168,19442929,23,johtuma,,el,põgenemine,põgenemisest,"Murrangulistel aastatel 80ndate lõpul oli bibliofiil tõsiselt hirmul , et äkki huvi vanaraamatu vastu üldse kaob , et äkki johtuski see kirg põgenemisest tegelikkuse eest .",,,,,,,no,no,no,no,no,no,no,,s_n50
2694491,4322272,13,tulenema,,el,erinõue,erinõuetest,"Kantselei haldusdirektor Andres Suurkuusk selgitas , et kardinate kõrge hind tuleneb lossikeskkonna erinõuetest .",,,,,,,no,no,no,no,no,no,no,,s_n50
1332914,2119187,4,sündima,,el,auk,august,Sündinud : 22. august 1963 Tartus .,syntax,,|T|AT|ET|LT|ST|AET|ALT|AST|ELT|LST|,DATE,,,no,no,yes,no,no,no,no,T,s_n50
7361246,11814112,18,johtuma,,el,rasestamissoov,rasestamissoovist,"Jah , seni pole jurisprudents üritanudki vägistamstoiminguid klassifitseerida kahte gruppi : aktid , mis johtuvad vägistaja tungivast rasestamissoovist ning aktid , mil vägistajal see soov puudub või sekundaarne on .",,,,,,,no,no,no,no,no,no,no,,s_n50
6549015,10535934,12,tulenema,,el,assotsiatsioonileping,assotsiatsioonilepingust,"Ansipi hinnangul peaks senisest rohkem kasutama võimalusi , mis tulenevad Egiptuse assotsiatsioonilepingust Euroopa Liiduga .",,,,,,,no,no,no,no,no,no,no,,s_n50
3659277,5893116,13,sattuma,,adit,Haapsalu,Haapsallu,""" See oli imeline juhus , et Lars Nexe ja teised rootslased Haapsallu sattusid ning meid aidata otsustasid , "" ütleb ka õilme Ainjärv .",,,|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,LOC,no,no,no,yes,no,yes,no,L,s_n50
11776324,18847282,2,juhinduma,,el,kehakuju,kehakujust,Juhindusime kehakujust tolleaegsetel gravüüridel .,,,,,,,no,no,no,no,no,no,no,,s_n50
11807664,18897372,10,saama,lahti,el,elukaaslane,elukaaslasest,Eksmodell Jerry Hall ei saa kuidagi lahti oma endisest elukaaslasest Mick Jaggerist .,,,|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,,yes,no,no,no,no,no,no,A,s_n50
19614806,29202159,7,tulenema,,el,biase,biasest,mongo: kas zed tuleneb zed biasest ?,,,,,,,no,no,no,no,no,no,no,,s_n50
18994211,28668166,8,tulenema,,el,ajadimensioon,ajadimensioonist,"Näiteks inglaste mõtteruum tuleneb just nimelt üheteljelisest ajadimensioonist ja nad kasutavad selle täienduseks kolme ruumimõõdet , et asjadest aru saada .",,,,,,,no,no,no,no,no,no,no,,s_n50
4294744,6909878,13,muutma,,adit,omavalitsus,omavalitsusse,Lähis-Ida rahuprotsessi skeptiliselt suhtuva Netanyahu võit muutis oluliselt Iisraeli suhtumist nii Palestiina omavalitsusse kui ka venivatesse rahukõnelustesse Süüriaga .,???,"Benjamin Netanyahu suhtus Lähis-Ida rahuprotsessi skeptiliselt.
Benjamin Netanyahu võitis valimised.
Tema võit muutis oluliselt Iisraeli suhtumist Palestiina omavalitsusse.
Tema võit muutis oluliselt Iisraeli suhtumist Süüriaga peetavatesse venivatesse rahukõnelustesse.",,,,,no,no,no,yes,no,yes,no,L,s_n50
19074446,28781871,1,tulema,välja,el,Kultuuriministeerium,Kultuuriministeeriumist,"Kultuuriministeeriumist välja tulnud muuseumiseaduse muutmise seaduse eelnõus oli just nimelt selline sõnastus , nagu teiegi soovisite - “ kuni viieks aastaks ” .",,,,,,,no,no,no,yes,no,yes,no,L,s_n50
83074,141370,9,tulenema,,el,asukoht,asukohast,"Kui gammasähvatused toimuksid Galaktika kettas , tuleneks meie asukohast nende koondumine teatud taevapiirkondadesse .",,,|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,,no,no,no,yes,no,yes,no,L,s_n50
13762847,21946968,5,tulenema,,el,erisäte,erisätetest,"Kui arvutisüsteemide kasutamist käsitlevatest erisätetest ei tulene teisiti , peab asjaomase isiku käsitsi kirjutatud originaalallkiri olema lähtetolliasutusele jääval eksemplaril .",,,,,,,no,no,no,no,no,no,no,,s_n50
