sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,timex_tag,ekilex_tag,ner_tag,classification,explanation,is_abstract,is_alive,is_time,is_event
11417371,18296528,28,selgitama,,el,paarisajameeter,paarisajameetrist,""" Ma olen normaalne inimene , tulin lihtsalt inimeste käest abi paluma , et rutem kuskile haiglasse või vanadekodusse sisse saada , "" selgitas jalutu Mati oma paarisajameetrist retke raudteejaama .",,,,no,The phrase 'paarisajameetrist' is not adverbial of place because it describes a characteristic of the journey (distance) rather than a specific location.,no,no,no,no
7526585,12088170,4,jääma,ära,el,vahekord,vahekorrast,Kuid sellest patusest vahekorrast jäi ta ära ja vaevles nüüd nurgavoodis ning ootas hirmuga käopoja ilmaletulekut .,,,,no,"The phrase 'vahekorrast' is not adverbial of place because it refers to the origin or cause of a situation, not a physical location.",no,no,no,no
7327771,11760955,11,poseerima,,ad,titeoode,titeootel,"Samasse shokikategooriasse kuulub skandaalimaiguline esikaas , millel poseeris palja kõhuga titeootel  Victoria de Luna  , supermodell  Carmen Kassi  õde .",,,,no,"The phrase 'titeootel' describes a condition or state (being pregnant) rather than a location, so it is not adverbial of place.",no,no,no,no
5805540,9314837,15,vähenema,,all,vaakumpakend,vaakumpakendile,"Kui varem oli kasumlik madratsiäri logistilistel kaalutlustel Tallinnast 700 km raadiuses , siis tänu vaakumpakendile on piiravate tegurite hulk vähenenud , ?",,,,no,"The phrase 'vaakumpakendile' refers to a facilitating object rather than a physical place, so it is not adverbial of place.",no,no,no,no
4303459,6923667,15,sattuma,,all,jaanimardikas,jaanimardikale,"Loodushuviline raplalane Kristiina sattus eelmisel nädalal Pärnumaal Reiu jõe ääres aega veetes kolmele helendavale jaanimardikale , mis on aga putukauurija sõnul nii hilisel ajal haruldane vaatepilt .",,alive,,no,"The phrase 'jaanimardikale' refers to the object of an encounter (three fireflies) and not a place, so it is not adverbial of place.",no,no,no,no
13358271,21369854,4,käima,läbi,abl,hull,hullult,"Õnneks mitte eriti hullult , suurt valu läbi ei käinud , panin külma peale ja samal päeval polnud eriti midagi häda . """,,,,no,"The phrase 'hullult' describes the manner or intensity rather than a physical location, so it is not adverbial of place.",no,no,no,no
5966464,9578329,15,laiendama,,all,Mbit,Mbit-ile,"Seoses klientide arvu kiire kasvuga laiendas Starman eile oma interneti väliskanalit 15 Mbit-ilt 20 Mbit-ile , mis tagab klientidele senisest kiirema internetiliikluse välismaailmaga .",,,,no,"The phrase 'Mbit-ile' specifies a measure of transfer speed and does not indicate a location where something takes place, so it is not classified as an adverbial of place.",no,no,no,no
8488308,13606221,2,suunama,,el,summ,summast,Sellest summast kaks protsenti suunab LKF liikluskindlustuse maksesoodustuste tegemiseks rahaliselt vähekindlustatud autoomanikele .,,,,no,"The phrase 'summast' refers to a part or portion of an amount, not to a location or place, so it is not classified as an adverbial of place.",no,no,no,no
4018469,6468224,25,kommenteerima,,all,kaamera,kaamerale,"Ja see üldine atmosfäär täna oli küll selline , et sellise suhtumise vastu tuleb välja astuda , "" kommenteeris Eesti peaminister Andrus Ansip Aktuaalsele kaamerale .",,,,no,"The phrase 'kaamerale' refers to the recipient of the comment rather than indicating a physical location, so it is not an adverbial of place.",no,no,no,no
5364892,8605169,29,võitma,,all,lahkuminek,lahkuminekule,"Oma mulluse 43,2 miljoni dollarilise teenistusega jäi Cruise küll kolmandale kohale , kuid juurde arvati veel 11 ajakirjade kaanelugu ning hulgaliselt ajaleheruumi , mida ta võitis tänu segasele lahkuminekule abikaasast Nicole Kidmanist .",,,,no,"The phrase 'lahkuminekule' refers to an event (separation), not a location, so it is not an adverbial of place.",no,no,no,yes
5406239,8669810,8,võtma,ette,in,oma,omas,"Ämmaemandaid , kes lisaks Hellele selle sammu omas kodus ette võtnud , on Eestis läbi aastate olnud neli .",,,,no,"The phrase 'omas' refers to possession (in one's own) and not a location, so it is not an adverbial of place.",no,no,no,no
10147890,16280842,5,lisanduma,,in,käibemaksutõug,käibemaksutõus,"Sellele lisanduks uuest aastast käibemaksutõus ( esialgu 5% , peatselt aga 18% ) .",,,,no,"The phrase 'käibemaksutõus' refers to an economic concept, not a location, so it is not adverbial of place.",no,no,no,yes
2927312,4692854,21,suurenema,,in,andmeedastuskiir,andmeedastuskiirus,"Pärnu 3,5 G võrk töötab maksimaalse andmeedastuskiirusega 3,6 Mbit/s , lähinädalate jooksul suureneb Tele2 Tallinna 3,5 G jaamade andmeedastuskiirus samale tasemele .",,,,no,"The phrase 'andmeedastuskiirus' does not specify a location or place, so it is not an adverbial of place.",no,no,no,no
7486656,12015797,28,ajama,,el,fanatism,fanatismist,"Juba pealkiri “ kirbuturg ” määratleb sõltumatute webi-inimeste sotsiaalse staatuse -- tegemist on enamasti rahatute noorte idealistidega , kes esindavad pahempoolseid vaateid ning ajavad oma asja sulaselgest fanatismist .",,,,no,"The phrase 'fanatismist' expresses the cause or reason and not a location, so it is not an adverbial of place.",no,no,no,no
640052,1016087,20,sõlmima,,in,mõiste,mõistes,"Mitmendat aastat Rannus elav ja Rootsis eestlaste rühma töödejuhataja olnud Vaihia ütles , et kõik kümme meest sõlmisid Eesti mõistes normaalse töölepingu .",,,,no,"The phrase 'mõistes' describes understanding or interpretation and does not specify a location, hence it is not an adverbial of place.",no,no,no,no
18349363,27813083,21,liituma,,in,tuumafüüsika,tuumafüüsikas,"Konkreetne näide mind küll väga palju ei puuduta , sest tuumafüüsikast ei tea minagi kahjuks midagi , tean vaid et tuumafüüsikas on liitunud mass väiksem kui liidetavate masside summa ja et see masside vahe tekitab paugu , vähki ja palju valu .",,,,no,"The phrase 'tuumafüüsikas' refers to the field of nuclear physics, indicating a topic rather than a specific location, so it was classified as 'no'.",no,no,no,no
6414706,10312631,6,levima,,el,võltsimine,võltsimisest,Kohe pärast telefonihääletust levisid kahtlused võltsimisest .,,,,no,"The phrase 'võltsimisest' indicates a topic or subject related to falsification, not a place, so it is not adverbial of place.",no,no,no,no
8335417,13357214,16,tajuma,,in,tegutsemine,tegutsemises,"Sõnum oli mõeldud nii välisilmale kui ka Venemaa nendele kodanikele , kes tajuvad Putini tugevakäelises tegutsemises teatud ohtu .",,,,no,"The phrase 'tegutsemises' refers to an action or activity rather than a location, so it is not adverbial of place.",no,no,no,no
13823584,22040373,14,mõjuma,,adit,liim,liimi,"Lisaks veepiisast saadud hoobile , mõjub kehale sattunud veetilk putukale ka kui tilk liimi .",,,,no,"The phrase 'liimi' refers to a substance and does not indicate a location, so it is not adverbial of place.",no,no,no,no
3261499,5241778,7,eemalduma,,el,arusaam,arusaamast,"Tänapäeva tantsukunst eemaldub niivõrd palju tavainimese arusaamast , mida tants endast kujutab .",,,,no,"The phrase 'arusaamast' refers to an understanding or concept, not a physical location, so it is not adverbial of place.",no,no,no,no
961977,1532699,5,töötama,,ad,WAP-maa,WAP-mail,"Ainukese erinevusena ei tööta WAP-mail mitte veebilehitsejas , vaid mobiili või elektroonilise taskumärkmiku WAP-brauseris .",,,,no,"The phrase 'WAP-mail' refers to a system or service, not a location, so it is not adverbial of place.",no,no,no,no
965509,1537877,5,kaaluma,,in,raskem,raskemas,""" Kontrollvõistlusel võib vabalt raskemas kaalus maadelda . """,,,,no,"The phrase 'raskemas' (heavier) describes a weight category rather than a physical location, so it is classified as not adverbial of place ('no').",no,no,no,no
10727151,17188740,7,moodustama,,all,euro,eurole,Brüsselis prohmaka teinud Mart Laar moodustas eurole ülemineku võimalikkust uuriva komisjoni .,,,,no,"The phrase 'eurole' refers to a goal or target (transition to the euro) and does not indicate a specific location, so it is not an adverbial of place.",no,no,no,no
5299307,8501812,12,vaatama,,el,hull,hullust,"Ma arvan , et paljud vaataksid Kreisiraadio asemel heal meelel seda hullust , mis tegelikult leiab aset näiteks Kreisiraadio võtteplatsil .",,,,no,"The phrase 'hullust' refers to a state or condition (madness) and not a location, so it is not an adverbial of place.",no,no,no,no
2532397,4062465,3,hõlmama,,el,ise,endast,"Hommikuprogramm hõlmab endast informatsiooni , uudiseid , mõõdukat meelelahutust ja head muusikat ning keskendub kuulajaskonnale üle kogu Eesti .",,,,no,"The phrase 'endast' refers to an internal state or entity and not a physical location, so it is not an adverbial of place.",no,no,no,no
6387896,10267991,10,ületama,,in,kasutus,kasutuses,"EMT andmetel jõuab lähemal ajal kätte hetk , mil kasutuses SIM-kaartide hulk ületab Eesti rahvaarvu ehk ligi 1,4 miljoni piiri .",,,,no,'kasutuses' was classified as 'no' because it does not indicate a specific location; it refers to the state of being in use rather than a place.,no,no,no,no
13306668,21288047,33,loobuma,,in,sörkimine,sörkimises,"Ilmselt pärast Läti uudiste lugemist , kus majandusminister sai kinga pärast peaministri naftamarionetiks nimetamist , loobus ka Toomas Lepp valitsuse kahtlustamisest Schibstedi ( Kanal 2 ) ja Kinneviku ( TV3 ) sabas sörkimises .",,,,no,'sörkimises' was classified as 'no' because it refers to an activity (jogging or trailing behind) and not an adverbial place.,no,no,no,no
260410,410997,14,tegutsema,,ad,kaasabi,kaasabil,"Kui õpipoisile hakati usaldama juba tõsisemaid töid , tegutses ta algul vilunuma kolleegi kaasabil ja juhendamisel , kuid vähehaaval viimase osalus ja nõustamine kahanesid ( taanduv juhendamine ,  scaffolding and fading  ) .",,,,no,"'kaasabil' was classified as 'no' because it indicates assistance or support, not a specific location or spatial reference.",no,no,no,no
831937,1326841,19,süüdistama,,all,hävitamine,hävitamisele,"Kuid paavst jättis otsesõnu vabandamata oma sõjaaegse eelkäija paavst Pius XII eest , keda juudid süüdistavad Euroopa juutkonna hävitamisele läbi sõrmede vaatamises .",,,,no,"The phrase 'hävitamisele' describes an outcome or goal rather than a location or place, which is why it is not classified as adverbial of place.",no,no,no,no
3249305,5221254,16,ilmutama,,in,huumor,huumoris,"Kui lembekujundite tulv teinekord veidi lämmatavalt mõjub , siis tõeliselt hinnatav Winterson ilmutab end peenes huumoris ja iroonias .",,,,no,"The phrase 'huumoris' was classified as 'no' because it does not indicate a place but rather refers to humor, which is a concept or quality, not a location.",no,no,no,no
1301721,2068456,15,leppima,kokku,in,leping,lepingus,""" Võime ennustada , kes enne otsusele jõuab : kas enne lepime kokku minu lepingus teie kooriga või selgub enne Ameerika uus president , "" ütles põhiliselt Ameerikas tegutsev Hillier .",,,,no,"The phrase 'lepingus' refers to being within a contract context and not a physical location, so it is not an adverbial of place.",no,no,no,no
13255219,21206265,15,vormistama,,in,taba,tabades,"Gulbene vasturünnakul tegi Tein vaheltlõike ning 1,2 sekundit enne lõppu vormistas kahest vabaviskest ühe tabades lõppseisu .",,,,no,"The phrase 'tabades' refers to an action and not to a specific place, so it is not an adverbial of place.",no,no,no,yes
7520207,12076559,13,kuluma,,el,osa,osast,"Koolis käib 85 000 last , mille peale kulub 90 protsenti eelarve kulude osast .",,,,no,"The phrase 'osast' is not adverbial of place because it refers to a part or share, not a location.",no,no,no,no
5708781,9156649,3,jääma,,abl,sadamapp,sadamapilt,Vana Küreenia sadamapilt jääb meist paremale .,,,,no,'sadamapilt' was classified as 'no' because it does not indicate a location or spatial relationship.,no,no,no,no
11459973,18358993,4,seisma,,ad,halduskohus,halduskohtul,"Lähiajal seisab Viljandi halduskohtul ees veel kuus istungit , mis käsitlevad autoriõiguse seadust rikkunud kauplusi .",,location,ORG,no,"The phrase 'halduskohtul' was classified as 'no' because it indicates the institution responsible for an event, not a physical place associated with the action.",no,no,no,yes
13512972,21612715,11,sattuma,,el,enesetapumõte,enesetapumõtetest,"Kui Pariisi sõbranna Giselle ta välja viskab , satub mees enesetapumõtetest vintsutanuna siiski New Yorki , kus tema eluisu hakkavad kibekiiresti suurendama tema endine naine Steffi ( Goldie Hawn ) koos oma uue kaaslase Joega ( Alan Alda ) ja mitmed teised endised ja uued tuttavad .",,,,no,"The phrase 'enesetapumõtetest' refers to a state or condition of mind rather than a physical place, so it is not classified as an adverbial of place.",no,no,no,no
13948309,22208946,20,tegema,,abl,absoluutväärtus,absoluutväärtuselt,"Kui mitu vastuvõetavat pakkumist käsitlevad täielikult või osaliselt samu vaate , määrab komisjon kõnealuse alkoholikoguse pakkujale , kes teeb absoluutväärtuselt kõrgeima pakkumise .",,,,no,"The phrase 'absoluutväärtuselt' describes a manner or means, not a location, so it is not an adverbial of place.",no,no,no,no
19058805,28759136,7,pöörduma,,in,pohmelus,pohmeluses,"Näiteks pöörduvad sinna väga sageli raskes pohmeluses alkohoolikud , kes jäävad haigla ukse taha , sest nendel pole ravi eest maksta .",,state,,no,"The phrase 'pohmeluses' refers to a state or condition, not a location, so it is not an adverbial of place.",no,no,no,no
3356168,5398842,13,rentima,,all,kinnisvara,Kinnisvarale,"Rohkem kui kümme aastat tagasi rentis linn maja holding-lepinguga 99 aastaks Creo Kinnisvarale , sest linnal polnud raha selle korrashoiuks .",,,ORG,no,It was classified as 'no' because 'Kinnisvarale' refers to the recipient of the rental agreement rather than indicating a physical place.,no,no,no,no
1709949,2721755,4,panema,,abl,viks,viksilt,Valentina paneb nime viksilt kirja .,,,,no,"It was classified as 'no' because 'viksilt' describes the manner in which the name is written, not a location.",no,no,no,no
81798,139317,1,seisma,,el,kõik,Kõigest,"Kõigest hoolimata seisab küsimus eelkõige selles , et Itaalia ja Euroopa on silmitsi majandusliku globaliseerumisega .",,,,no,"It was classified as 'no' because 'Kõigest' indicates a condition or circumstance, not a place.",no,no,no,no
3971299,6394027,1,asuma,,ad,ettevõte,Ettevõttel,Ettevõttel asub ka teine sepikoda Laagris .,,,,no,"It was classified as 'no' because 'Ettevõttel' indicates ownership or possession, not a physical location.",no,no,no,no
12158320,19467544,6,andma,,adit,majonees,majoneesi,"Jelena andis Galinale uue purgi majoneesi , kuid ei nõustunud kliendile kinni maksma raiskuläinud salatit .",,,,no,"The phrase 'majoneesi' refers to the object given, not a location where something occurs, so it is not an adverbial of place.",no,no,no,no
1660812,2643865,24,lõpetama,,all,võimalus,võimalusele,""" Kui koolist kaks nädalat puududa , on raske teistele õpilastele järele jõuda , "" teab Kairi , kes kaheksanda klassi lõpetas tänu võimalusele haiglas ja kodus õppida .",,,,no,"The phrase 'võimalusele' refers to the reason or means by which something was possible, rather than a place, so it is not an adverbial of place.",no,no,no,no
8996896,14465014,23,kõlama,,in,kooritigu,kooriteos,"Sestap oodati ka siinmail , kas naeratab õnn plaadile “ Kanon Pokajanen ” , millel Eesti Filharmoonia Kammerkoori esituses kõlab Arvo Pärdi kooriteos ja mis kandideeris ühes veidi vähem kui sajast Grammy-kategooriast .",,,,no,"The phrase 'kooriteos' describes the subject or content of the performance rather than a place, so it is not an adverbial of place.",no,no,no,no
6351529,10205866,20,sõitma,ette,ad,omama,oma,"Õnnetus juhtus kolmapäeval kella 15.30 ajal Tallinna-Tartu-Luhamaa maantee 255. kilomeetril Võru-Räpina ristmikul , kus Hillar ( 48 ) sõitis oma Volvoga ette peateel liikunud Scania veokile .",,,,no,"The phrase 'oma' refers to possession and not to any specific physical location, so it is not an adverbial of place.",no,no,no,no
4773294,7665657,18,tellima,,abl,FBI,FBI-lt,"Sõimata saanud eriagendid olid samal päeval Tartu politseimajas pidanud Eesti politseinikele loenguid eri vihkamiskuritegudest , seminari tellisid FBI-lt siseministeerium ja USA saatkond .",,location,ORG,no,"The phrase 'FBI-lt' indicates a source or origin rather than a physical locale, so it is not an adverbial of place.",no,no,no,no
10147346,16280032,6,jooma,,el,pärnaõis,pärnaõitest,"Jooge järjest kaks-kolm tassi teesegu pärnaõitest , leedripuumarjadest ja kummelist ning heitke tunniks ajaks voodisse paksu teki alla .",,,,no,"The phrase 'pärnaõitest' describes material or composition, not a physical location, hence it is not an adverbial of place.",no,no,no,no
14882718,23390745,22,saama,,abl,ATI,ATIlt,"Oleksin nous isegi loobuma nendest teistest headest capture progedest mis seda « Video for Windows » capture driverit tahavad ja mida ATIlt enam ei saa , kuid taiesti FUCK on ju see et et see _uus_ Fury VIVO toesti valib rauda ( voibolla emaplaat , voibolla soundikaart ) ja enamusega paneb capture pange .",,,,no,"The phrase 'ATIlt' refers to the source of something rather than denoting a place, so it is not an adverbial of place.",no,no,no,no
13801971,22005823,16,võtma,,all,kaotus,kaotusele,Kõige selle valguses võtan venelaste kahe aasta taguseid jutte meie kehvast väljakust üksnes vabandusena toonasele kaotusele .,,,,no,"The phrase 'kaotusele' indicates a result or outcome rather than a physical location, thus it is not an adverbial of place.",no,no,no,no
10713109,17167238,1,kalduma,,ad,õhtusöök,Õhtusöögil,"Õhtusöögil enne tema Saksamaale tagasiminekut kaldus kõnelus sõjamälestustele ja eriti Tallinna pommitamisele 1944 . aasta 9/10 . märtsiööl , mille ta oli üle elanud .",,event,,no,"The phrase 'Õhtusöögil' refers to the occasion or time of the dinner and not a specific place, so it is not classified as an adverbial of place.",no,no,no,no
9438585,15155815,8,levima,,el,likviidsusraskus,likviidsusraskustest,"“ Hommikul levis klientide hulgas kuulujutt panga likviidsusraskustest ja kliendid asusid arveid sulgema , ” nentis Pajuri Postimehele .",,,,no,"The phrase 'likviidsusraskustest' refers to a difficulty and not a location, so it is not adverbial of place.",no,no,no,no
10797660,17293306,3,tõusma,,all,kasumivõtmine,kasumivõtmisele,"Vaatamata pidevale kasumivõtmisele tõusid tugevalt atraktiivsemate aktsiate hinnad , sest nõudlus  blue chips  ide järele oli veelgi suurem kui investorite müügihuvi .",,,,no,"It was classified as 'no' because 'kasumivõtmisele' refers to the action of taking profits, which is not describing a location.",no,no,no,no
556720,879881,32,tunnistama,,all,kohustus,kohustustele,"USA välisministeeriumi pressisekretäri asetäitja James Foley sõnul märgitakse Washingtoni pöördumises , et ka Euroopa Julgeoleku- ja Koostööorganisatsiooni ( OSCE ) ülemkomissar Max van der Stoel on Läti keeleseaduse tunnistanud riigi rahvusvahelistele kohustustele vastavaks .",,,,no,It was classified as 'no' because 'kohustustele' refers to obligations and not a place.,no,no,no,no
6159223,9886942,7,tabama,,el,hukkumine,hukkumisest,"Kõige rohkem joobes juhte on Ausi hukkumisest saadik politsei tabanud Tallinnas - 239 - , neist neli oli narkojoobes .",,,,no,"It was classified as 'no' because 'hukkumisest' refers to the event of someone's death, which is not describing a location.",no,no,no,yes
7314251,11740063,15,ilmutama,,in,taskuformaat,taskuformaadis,Tuntud iludusest ja seltskonnadaamist ning endisest modellist Beatricest ilmutas kirjastus Tänapäev ajakirjanik  Tatjana Muravskaja  taskuformaadis teose “ Beatrice .,,,,no,It was classified as 'no' because 'taskuformaadis' describes the format of a book and not a place.,no,no,no,no
13153435,21045856,13,eelistama,,all,häbi,häbile,""" Meile , Jaapani sõduritele , sisendati , et eelistaksime surma vangipõlve häbile , "" rääkis ta tookord .",,,,no,"The phrase 'häbile' refers to 'shame' and does not indicate a specific location or place, so it is not an adverbial of place.",no,no,no,no
8870968,14253333,4,lubama,,in,ettepanek,ettepanekus,Erafirma lubas tehtud ettepanekus sõlmida tunnelis turvalisuse tagamiseks lepingu turvafirmaga ESS .,,,,no,"The phrase 'ettepanekus' refers to 'in the proposal' and indicates a context or situation rather than a place, so it is not an adverbial of place.",no,no,no,no
8598966,13785048,8,levima,,all,laiem,laiemale,"Põrkekohtadesse joonistus ringe , mis keskkohast aina laiemale levisid , naaberringidega lõikudes ning neid endaga kaasa haarates .",,,,no,"The phrase 'laiemale' refers to 'wider' or 'broader', describing extent rather than a particular place, so it is not an adverbial of place.",no,no,no,no
707938,1126957,19,sõnama,,all,lipsustatud,lipsustatule,""" Vaadake , see juhe tuleb sealt lae alt tõmmata , "" sõnab istungitesaalis üks tunkedes noormees kahele lipsustatule .",,,,no,The phrase 'lipsustatule' refers to people rather than a location or place.,no,no,no,no
11294881,18101281,29,suunama,,el,sissetulek,sissetulekust,"Et noortel inimestel tekiks huvi oma vanaduspõlve kindlustamiseks omaalgatuslikult säästa , on praegustes kavades ette nähtud töötasu tulumaksust vabastamine kuni 15% ulatuses , kui palgasaaja selle osa oma sissetulekust vabatahtlikult pensionikindlustuseks suunab .",,,,no,"'sissetulekust' was classified as 'no' because it does not indicate a location or spatial context, hence it is not an adverbial of place.",no,no,no,no
10079759,16169584,5,saama,kokku,el,üllitis,üllitistest,"Neist aegade vältel koostatud üllitistest saaks kokku paksu raamatu , aga suhted sellest ei parane ja aeg-ajalt lööb mõni ekstreemne juhtum kõigil hinge kinni .",,,,no,"The phrase 'üllitistest' refers to the source of something, not a place, so it is not an adverbial of place.",no,no,no,no
3735060,6015123,5,planeerima,,all,teave,teabele,Vastavalt linna haridusametist saadud teabele planeerib Kesklinna valitsus majas Gonsiori 3 likvideerida 48.lasteaia ja vabanenud ruumid seejärel McDonaldsi suurkorporatsiooni käsutusse anda .,,,,no,"The phrase 'teabele' refers to 'information' and does not indicate a specific location, so it is not adverbial of place.",no,no,no,no
12931837,20686789,13,kohtuma,,el,suhe,suhetest,Neljapäeval andis endine Neverlandi turvamees kohtus seni kõige detailsemaid tunnistusi Michael Jacksoni suhetest poistega .,,,,no,"The phrase 'suhetest' refers to 'relationships' and denotes a topic or subject, not a location, thus not adverbial of place.",no,no,no,no
7167964,11529637,15,otsima,,in,mänglemine,mänglemises,"Sõja ajal , kui veetsin vahel öid mõnes pommivarjendis ja poolunisena otsisin ajaviidet mõtetega mänglemises , tundus mulle , et minu ilmaletulekut ja Nobile ekspeditsiooni lugu võiks hea tahtmise juures omavahel siduda ; pealegi veel minule küllaltki optimistlikus vaimus .",,,,no,"The word 'mänglemises' describes an activity or manner rather than a location, so it is not an adverbial of place.",no,no,no,no
9749656,15643566,5,kehtima,,ad,erakorraline,erakorralisel,x Soodustus ei kehti erakorralisel ja kordusülevaatusel .,,,,no,The phrase 'erakorralisel' refers to a type of status (extraordinary) rather than a specific place.,no,no,no,no
11518473,18447170,13,võlgnema,,all,põletamine,põletamisele,Lõppude lõpuks võlgnevad rikkad riigid oma rikkuse osalt just fossiilsete kütuste piiramatule põletamisele lähiminevikus .,,,,no,"The phrase 'põletamisele' was not classified as adverbial of place because it refers to the act or process of burning, not a physical location.",no,no,no,yes
17833532,27225382,3,unistama,,el,elektrilamp,elektrilambist,Edison unistas elektrilambist ja hakkas seda unistust täide viima.,,,,no,"The phrase 'elektrilambist' was not classified as adverbial of place because it describes the object of an idea, not a specific location.",no,no,no,no
612174,970796,20,hukkuma,,ad,taga-järg,taga-järjel,"Kuigi kolm protsenti 17- kuni 18-aastastest koolilastest käis koolis tulirelvaga , hukkusid koolides lapsed ükskõik mis moel tulistamise taga-järjel ülimalt harva .",,,,no,"The phrase 'taga-järjel' refers to causality or consequence, not a location, so it is not classified as adverbial of place.",no,no,no,no
14421811,22841581,24,müüma,,el,periood,perioodist,"Loodetavasti , sest viimasel ajal on Haapsalu kinnisvaraturg üle saanud esialgsest osta – ja – paari – aasta – pärast – müü – perioodist ning siingi on hakatud kinnisvara arendama .",,,,no,"The phrase 'perioodist' refers to a time period rather than a location, so it is not classified as adverbial of place.",no,no,no,no
9307884,14952219,9,rippuma,,ad,nähtav,nähtaval,"Relvaruumi võtmed rippusid ukse kohal naela küljes kõigile nähtaval ning kogu röövlite vaev oli lihtsalt uksed lahti keerata , ” väideti Postimehele .",,,,no,"The phrase 'nähtaval' refers to visibility or a condition rather than a location, so it is not classified as an adverbial of place.",no,no,no,no
5551711,8901521,2,tunnistama,,all,kokkulepe,kokkuleppele,Vastavalt kokkuleppele tunnistavad osapooled iga erakonda kuuluva Riigikogu liikme õigust hääletada oma südametunnistuse järgi .,,,,no,"The phrase 'kokkuleppele' refers to an agreement and does not indicate location, so it is not classified as an adverbial of place.",no,no,no,no
783419,1249387,7,põgenema,,in,hirm,hirmus,"Mõned aastad hiljem põgenesid mehed vahistamise hirmus Rootsi , kus neid hakati peagi seostama autovargustega .",,,,no,"The phrase 'hirmus' refers to the reason or cause (fear of arrest) and not a location, so it is not adverbial of place.",no,no,no,no
18909085,28552624,22,nägema,ette,in,sõnaühend,sõnaühendis,"Eelnõu näeb ette üksnes formaalse nimemuutuse , kuid ameti asendamise kõrval inspektsiooniga näeb eelnõu selguse mõttes ette ka praegu kehtivas variandis sõnaühendis “ tehnilise järelevalve inspektsiooni ülem ” sõna “ inspektsioon ” ette “ piirkondliku ” lisamist .",,,,no,"The phrase 'sõnaühendis' refers to a part of a phrase or wording, which is not a location, hence it is not adverbial of place.",no,no,no,no
902490,1437567,11,asendama,,in,stiil,stiilis,"Arvuti asendab nüüdisaja linnalapsele tihti naabripoissi või Pàl tänava poiste stiilis kampa , sest need , kel on naabripoiss või tänaval omavanuseid lapsi , on õnneseened .",,,,no,"The phrase 'stiilis' describes a manner or style and not a location, so it is not an adverbial of place.",no,no,no,no
2005477,3199611,7,kogunema,,el,hüvitis,hüvitistest,"Keskkonnafondi miljonid kogunevad saaste- ja looduskahjude hüvitistest , ulukivaru ja loodusvara kasutusõigusest , erastamisest ja pakendiaktsiisist jms.",,,,no,"The phrase 'hüvitistest' indicates the source of funds rather than a location, so it is not an adverbial of place.",no,no,no,no
10953033,17542890,3,seisma,,el,otsing,otsingutest,Ees seisab otsingutest kokkuvõtete tegemine .,,,,no,"The phrase 'otsingutest' refers to the source of summaries rather than indicating a location, so it is not classified as adverbial of place.",no,no,no,yes
7899708,12647760,11,nägema,välja,in,suvekostüüm,suvekostüümis,Meeri nägi ikka veel nooruslik välja oma aprikoosivärvi lühikeste varrukatega suvekostüümis .,,,,no,"The phrase 'suvekostüümis' describes what someone is wearing, not a location, so it is not adverbial of place.",no,no,no,no
2973708,4770258,7,kehtima,,ad,lisamine,lisamisel,Tele2 uue Smart Hinnaliider laadimiskaardiga kõneaja lisamisel kehtib kõikidesse mobiilivõrkudesse helistamisel kõnehind 75 senti minut .,,,,no,"The phrase 'lisamisel' refers to an action or event and does not specify a location, so it is not an adverbial of place.",no,no,no,yes
2970438,4764701,13,saama,kokku,el,osa,osadest,"Aastapäeva tervituskõnes ütles Rein Raud , et Tallinna ülikooli ühisvaim on erinevatest osadest kokku saanud ülikoolina uus ja jätkuvalt edasi uuenev kooslus .",,,,no,The phrase 'osadest' is not classified as an adverbial of place because it specifies a partitive element or components rather than a location.,no,no,no,no
9822770,15761145,9,koondama,,all,kujundamine,kujundamisele,Kunstikriitikud ja arhitektuuriajaloolased koondagu oma tähelepanu Viru väljaku kujundamisele !,,,,no,The phrase 'kujundamisele' is not classified as an adverbial of place because it refers to an action or focus (designing) rather than a location.,no,no,no,yes
4249495,6837176,4,alistama,,in,Olympiako,Olympiakos,A-grupis alistas Pireuse Olympiakos võõrsil Saloniki Iraklise 69 : 63 ( 29 : 31 ) .,,,ORG,no,"The phrase 'Olympiakos' refers to a team, not a location, so it is classified as 'no'.",no,no,no,no
12430508,19902918,20,pöörduma,,el,arvatu,arvatust,"Mehiku sõnul ei ole telefonipiraatlus Saaremaal eriti levinud , kuigi samas majas on kaableid ka varem lõhutud ja elanikud arvatust suuremate arvetega telefonifirma poole pöördunud .",,,,no,"The phrase 'arvatust' refers to a manner or degree, not a location, so it is classified as 'no'.",no,no,no,no
15419949,24086861,11,kehtima,,ad,etteteatamine,etteteatamisel,Mis mõte sinu arust sel katseajal siis üldse on kui etteteatamisel ikka tavapärane protseduur kehtib ?,,,,no,"The phrase 'etteteatamisel' pertains to a concept or circumstance rather than a spatial location, so it is not an adverbial of place.",no,no,no,yes
54500,94486,7,toetama,,all,mis,millele,"Inimene saab ühiskondlikus mõttes valida , millele ta ennast olulisemalt toetab , ümbruses valitsevatele hoiakutele või sisemistele tõekspidamistele .",,,,no,"The phrase 'millele' refers to what something is supported by, not indicating a spatial location, so it is not an adverbial of place.",no,no,no,no
12566391,20110294,13,osutuma,,in,keel,keeles,"Suuremais linnades osutub ehk võimalikuks kool ukraina , soome või mõnes muus keeles .",,,,no,"The phrase 'keeles' pertains to language, not a spatial location, so it is not an adverbial of place.",no,no,no,no
