sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,timex_tag,ekilex_tag,ner_tag,classification,explanation,is_abstract,is_event,is_time,is_org,is_alive
17986118,27368956,1,saabuma,,in,hämar,Hämaras,Hämaras nood saabuvad ja joovad annetused kiiduhüüete saatel ära .,,,,no,"The phrase 'Hämaras' refers to time rather than a specific place, so it is not classified as an adverbial of place.",no,no,yes,no,no
7232411,11632802,7,heitma,ette,all,liider,liidritele,"Londonis ilmuv ajaleht al-Quds heitis araabia liidritele ette peataolekut ajal , mil nendele lähedast riiki kaitsevad Venemaa , Saksamaa ja Prantsusmaa , mitte aga Araabia Liiga .",,alive,,no,"The phrase 'liidritele' indicates a reference to individuals (leaders) and does not describe location, hence it is not classified as an adverbial of place.",no,no,no,no,yes
153758,256221,11,tellima,,abl,kes,kellelt,"Tegelikult on kadunud ainult üks firma - OÜ Toboso , kellelt Virungo transporditeenust tellis .",,,,no,"The phrase 'kellelt' refers to the source (from whom) rather than a location, so it is not an adverbial of place.",no,no,no,no,yes
1808559,2878612,18,arendama,,ad,mood,moel,"Millistel kaalutlustel Vanessa neid klassikakilde töötleb , ei oska arvata , publiku muusikalist silmaringi ja maitset sel moel küll ei arenda .",,,,no,"The phrase 'moel' refers to the manner (way) of doing something rather than indicating a place, so it is not an adverbial of place.",no,no,no,no,no
8992309,14457769,24,tormama,,all,südamehaige,südamehaigele,"Neljapäeva hilisõhtul purjuspäi avarii teinud Kalev Kallo autost süütevõtme välja rebinud Postimehe tehnikadirektor Sulev Sepp arvas uimast meest nähes , et tormab appi südamehaigele .",,,,no,"The phrase 'südamehaigele' refers to a person (a heart patient) rather than a location, and is not an adverbial of place.",no,no,no,no,yes
10897769,17453585,5,kaaluma,,in,tsiviilkord,tsiviilkorras,Halduri sõnul kaalub ta tsiviilkorras nõude esitamist GGI Eesti juhatuse liikmete vastu ettevõttele tekitatud kahjude hüvitamiseks .,,,,no,"The phrase 'tsiviilkorras' refers to the manner (civil procedure) in which something is carried out, not a location, and thus is not an adverbial of place.",no,no,no,no,no
11148211,17857979,11,aeguma,,in,mõiste,mõistes,"5 000 000 armsa välimusega autokese , kuigi selle turvavarustus on tänapäeva mõistes juba aegunud ( ABS-pidurid peab näiteks lisatasu eest ostma ) , vedrustus kipub Prantsuse autole tüüpiliselt kolisema , sõitjateruum on neljale täiskasvanule kitsavõitu ning nii mõnigi omanik maadleb sagedaste elektrivigadega .",,,,no,"The phrase 'mõistes' refers to understanding or considering something, which does not indicate a location, hence it is not an adverbial of place.",no,no,no,no,no
14469026,22888346,9,hõlmama,,el,jaanuar,jaanuarist,"asutamislepingu artikli 7a järgi hõlmab siseturg alates 1. jaanuarist 1993 sisepiirideta ala , kus on tagatud kaupade , isikute , teenuste ja kapitali vaba liikumine ;",,time,,no,"The phrase 'jaanuarist' refers to a point in time, not a location, so it is not an adverbial of place.",no,no,yes,no,no
18124692,27540152,3,levima,,el,edu,edust,"Hoolimata mõningasest edust laialt levinud klassikaliste riskitegurite ohjamisel arenenud riikides , olukord maailmas tervikuna halveneb .",,,,no,"The phrase 'edust' refers to success in a context, not a location, so it is not an adverbial of place.",no,no,no,no,no
5521222,8852124,9,soovima,,abl,Energia,Energialt,"Narva elektrijaamade renoveerimiseks miljardilaenu andvad välispangad soovisid Eesti Energialt ja NRG-lt laenu tagatiseks saada osaliselt riigile kuuluva Eesti Põlevkivi aktsiaid , kuid jäävad nendest ilma .",,,ORG,no,"The phrase 'Energialt' refers to receiving something from a specific entity, not a location, thus it is not an adverbial of place.",no,no,no,yes,no
10322311,16563774,21,maksma,,abl,kuupalk,kuupalgalt,"Näiteks Postimehe kirjadetoimetuselt on hulk lugejaid küsinud , miks Eesti Energia endine peadirektor Uudo-Rein Lehtse maksis oma ligi 70 000-krooniselt kuupalgalt samasuguse protsendiga tulumaksu nagu temast kümme-kakskümmend korda vähem teeniv kooliõpetaja või kõrgkooliõppejõud .",,,,no,"The phrase 'kuupalgalt' refers to the salary amount and is not indicating a location, so it is not classified as an adverbial of place.",no,no,no,no,no
6429493,10336549,10,vigastama,,in,rebimine,rebimises,Euroopa meistrivõistlustel Kreekas Loutrakis vigastas meie lootus Andrus Utsar rebimises õlaliigese sidemeid ja pidi katkestama .,,,,no,"The phrase 'rebimises' refers to an action or activity, not to a location, so it is classified as 'no'.",no,yes,no,no,no
4482709,7207798,26,kulgema,,ad,baas,baasil,"Samas märkis Akajev pärast kohtumist Vene parlamendi ülemkoja spiikeri Jegor Strojeviga , et integreerumine ei tähenda endise Nõukogude Liidu taasloomist , vaid kulgeb hoopis uuel baasil .",,,,no,"The phrase 'baasil' refers to a basis or foundation, not a place, so it is classified as 'no'.",yes,no,no,no,no
5646217,9055228,13,hindama,,in,Paplavsk,Paplavskis,"Tehase ehitamine läheb ettevõttele maksma 70 miljonit krooni , projekti tasuvusajaks hindab Paplavskis seitset aastat .",,,LOC,no,"The phrase 'Paplavskis' is a name of a person, not a place, so it is classified as 'no'.",no,no,no,no,yes
1583246,2518575,16,kuulutama,,in,kuritegu,kuritegudes,""" Itaalia rahva nimel kuulutab see kohus Guillermo Suarez Masoni ja Omar Santiago Riverose süüdi kuritegudes , mille pärast nad kohtu ees seisid ja mõistab nad eluks ajaks vangi , "" ütles kohtunik Mario D'Andria .",,,,no,"The phrase 'kuritegudes' refers to crimes or actions, not to a location, so it is classified as 'no'.",no,no,no,no,no
9025792,14512027,1,mahtuma,,all,Hiiob,Hiiobile,Hiiobile see pähe ei mahu .,,,,no,"The phrase 'Hiiobile' refers to a person, not to a place, so it is classified as 'no'.",no,no,no,no,yes
13451166,21513534,3,ületama,,in,aprill,aprillis,1980. aasta aprillis ületas Yoko ja Sami suhe sõpruse piirid .,,,,no,"The phrase 'aprillis' refers to a time, not a location, so it is classified as 'no'.",no,no,yes,no,no
15712245,24518185,9,tulema,,abl,Matsoni,Matsonilt,Sakalas jäi lugu ilmumata - ei tulnud seda Matsonilt ega Kaldmalt .,,,LOC,no,"The phrase 'Matsonilt' indicates a source or origin, not a location; therefore, it is not an adverbial of place.",no,no,no,no,yes
4497756,7231817,1,selguma,,in,hõbelusikas,Hõbelusikas,"Hõbelusikas 2005 konkursil on selgunud restoranid , kelle vahel jagatakse auhinnatrofeed .",,,,no,"The phrase 'Hõbelusikas' references a proper noun (a name) and does not specify a location, so it is not an adverbial of place.",no,yes,no,no,no
8043117,12909667,10,ajama,,el,lahkam,lahkamist,Seetõttu ei aja ta lõpuks kõikidele eksistentsialistidele lähedaste probleemide lahkamist liiga keeruliseks ( nagu Heidegger ) .,,,,no,"The phrase 'lahkamist' refers to the act of dissecting or analyzing rather than designating a location, so it is not an adverbial of place.",no,no,no,no,no
5242402,8410634,11,kohtama,,ad,Mahler,Mahleril,"Ma ei ütle , et see oleks rõõmus muusika - Mahleril rõõmsameelset muusikat ei kohtagi .",,,PER,no,"The phrase 'Mahleril' indicates association with Mahler, a person, not a location; thus, it is not an adverbial of place.",no,no,no,no,yes
4067431,6547134,4,kuluma,,el,moodustamine,moodustamisest,Asjatundjate töögrupi formaalsest moodustamisest kuni esmase rapordi avaldamiseni kulus napilt kuu .,,,,no,"The phrase 'moodustamisest' refers to the action of forming or establishing something, not a reference to a location, so it is not an adverbial of place.",no,yes,no,no,no
1927576,3071422,15,jääma,ette,ad,seis,seisul,"Seisul 5 : 4 , 40 : 30 eksis ta Rusedski servi tõrjudes , kiires lõppmängus seisul 7 : 6 jäi tagakäelöögile võrk ette .",,,,no,"The phrase 'seisul' refers to a state or score in a game rather than a physical location, so it is not an adverbial of place.",yes,no,no,no,no
10387769,16665739,16,päästma,,in,detail,detailis,"Jumal tänatud , et viimaks ometi on oodata ka spetsiifilist loomeliitude seadust , mis mõnes detailis päästaks meid umbusust ja ehk ka tobedast kohustusest olla füüsilisest isikust ettevõtja ( umbes nagu taksojuht või rätsep ) , aga mitte kirjanik või kunstnik .",,,,no,"The phrase 'detailis' does not specify a location, so it is not classified as an adverbial of place.",yes,no,no,no,no
4043265,6507866,28,valmima,,el,plaan,plaanidest,"Eesti Päevalehele väitis Kirt siiski , et vajab veel mõned kuud aega , et end haigla tööga kurssi viia , alles siis on ta valmis oma strateegilistest plaanidest rääkima .",,,,no,"The phrase 'plaanidest' refers to plans and not a location, so it is not classified as an adverbial of place.",no,no,no,no,no
2926622,4691856,1,süütama,,ad,jaaniöö,Jaaniööl,"Jaaniööl süütas tundmatu kurjategija Kohtla-Järvel Ahtme linnaosas Eesti lipu , Tartus seevastu varastati kaks Eesti lippu .",,time,,no,"The phrase 'Jaaniööl' refers to a time rather than a place, so it is not classified as an adverbial of place.",no,no,yes,no,no
1016524,1618369,18,nägema,,all,liitmine,liitmisele,"Eesti valitsus ja NRG Energy on kinnitanud , et nemad Narva jaamade erastamistehingus Eesti ja Läti energiafirmade liitmisele takistusi ei näe .",,,,no,"The phrase 'liitmisele' indicates an action or goal, not a location, and is therefore not classified as an adverbial of place.",yes,no,no,no,no
8902753,14310554,11,haarama,,el,mänguohjad,mänguohjest,Sabresi ründajad haarasid pärast avakolmandiku 0 : 1 kaotusseisu ise mänguohjest .,,state,,no,"The phrase 'mänguohjest' refers to taking control of the game, which is not related to a place, so it is not classified as an adverbial of place.",no,no,no,no,no
794373,1267168,19,kaebama,,in,vaidlus,vaidluses,Sonera kontrolli all olev Lattelekomi strateegiline investor Tilts Communications AS kaebas Läti riigi erastamislepingu tingimuste muutmise üle käivas vaidluses Pariisi Rahvusvahelise Kaubanduskoja arbitraaži .,,,,no,"The phrase 'vaidluses' refers to an ongoing dispute rather than a physical place, so it is not classified as an adverbial of place.",yes,no,no,no,no
9034968,14526725,6,rippuma,,ad,maastikumaa,maastikumaal,"Minu mereäärse hüti seinal ripub maastikumaal , millel on kujutatud üldistatud vormiga järve ja järveäärset metsa .",,,,no,"The phrase 'maastikumaal' refers to a landscape painting, which is an object and not a place, so it is not classified as an adverbial of place.",no,no,no,no,no
15802892,24617561,5,abielluma,,in,lõppjärk,lõppjärgus,Fr . R. Kreutzwald abiellus talle õpinguteaja lõppjärgus elamist ja kosti pakkunud sakslasest tinavalajameistri Johann Daniel Saedleri küpsesse neiuikka jõudnud tütre Marie Elisabethiga .,,,,no,"The phrase 'lõppjärgus' describes a stage of time rather than a location, so it is not adverbial of place.",no,no,yes,no,no
1944444,3099209,1,kuuluma,,all,Ansip,Ansipile,Ansipile kuulub 91 protsenti raadio aktsiatest .,,,PER,no,"The phrase 'Ansipile' indicates possession or association, not a location, thus it is not adverbial of place.",no,no,no,no,yes
11189455,17924037,13,ütlema,,all,Dumas,Dumas'le,"Siiski meenub ka see , et kunagi olevat üks kirjastaja öelnud eakale Dumas'le : “ Eks te ole ju hirmpalju kirjutanud ja tunnustust leidnud .",,,PER,no,"The phrase 'Dumas'le' indicates recipient or direction towards a person, not a location, so it is not adverbial of place.",no,no,no,no,yes
467435,733249,9,kuulutama,,in,seos,seoses,"Mitmed Eesti avalik-õiguslikud ülikoolid on kuulutanud tasulise vastuvõ-tuga seoses , et aastane õppemaks näiteks loodusteaduskondades on alla 10 000 krooni , samal ajal kui riik maksab ühe üliõpilaskoha eest ligi kaks korda rohkem .",,,,no,The phrase 'seoses' is not adverbial of place because it does not indicate a location but rather a relation or connection.,no,no,no,no,no
10592981,16979763,15,käituma,,in,koondamisprotsess,koondamisprotsessis,"Peatamist taotleti seepärast , et Eesti Raudtee ei järginud ametiühinguga sõlmitud kollektiivlepingut ega käitunud koondamisprotsessis korrektselt .",,,,no,The phrase 'koondamisprotsessis' is not adverbial of place because it refers to a process or situation rather than a physical location.,yes,no,no,no,no
20461193,29609845,6,tahtma,,abl,lihtlsa,lihtlsalt,"maffia: deemonike - ma lihtlsalt tahtsin teada , mida sa sellest loost siin arvad",,,,no,"The phrase 'lihtlsalt' is not adverbial of place because it describes manner or emphasis, not a location.",no,no,no,no,no
7056480,11338552,3,peatuma,,ad,juulihommik,juulihommikul,Ühel kenal juulihommikul peatus Ridase sepapaja ees uhke limusiin .,,,,no,"The phrase 'juulihommikul' refers to time rather than location, so it is not an adverbial of place.",no,no,yes,no,no
8088629,12979290,6,hüppama,,el,pritse,pritsmetest,Paar tundi pärast koitu hüppasid pritsmetest läbimärjad põgenikud 20 kilomeetri kaugusel Por voost Suure Pellingi saartel rinnakõrgusesse aprillikuu vette ja tõmbasid paadi üle kivide kaldale .,,,,no,"The phrase 'pritsmetest' refers to the source or cause, not a location, so it is not an adverbial of place.",no,no,no,no,no
2469909,3959881,20,eelistama,,all,isevalmistamine,isevalmistamisele,"Tema sõnul on väikemajade kasvutrendi üheks põhjuseks see , et inimesed väärtustavad üha rohkem oma aega ning eelistavad ostmist isevalmistamisele .",,,,no,"The phrase 'isevalmistamisele' refers to a preference or direction, not a location, so it is not an adverbial of place.",no,no,no,no,no
10091766,16189716,23,heitma,,all,fotoaparaat,fotoaparaadile,"Põllult on tütretütre juurde tõtanud kirjus suvekleidis Aleksandra Simagina ( 64 ) , kes heidab kahtlustava , isegi põlgliku pilgu tihedalt plõksuvale fotoaparaadile .",,,,no,The phrase 'fotoaparaadile' is not adverbial of place because it refers to an object being looked at rather than indicating a location.,no,no,no,no,no
7973456,12787086,5,langema,,abl,mis,millelt,"Pikk ühekordne maja , millelt krohv langenud , osad aknad laudadega kinni löödud , aed viltu vajunud .",,,,no,The phrase 'millelt' is not adverbial of place because it is a relative pronoun referring to the house rather than pointing to a specific location.,no,no,no,no,no
10805960,17306689,30,viima,,all,deformeerumine,deformeerumisele,"Niipea kui tekib oluline osa erialasid , mida enam emakeeles õppida ei saa , tekib nö altpoolt surve emakeelest loobumiseks ka madalamatel haridustasanditel - tee , mis viib haridussüsteemi deformeerumisele .",,,,no,The phrase 'deformeerumisele' is not adverbial of place because it indicates a process or result rather than a spatial location.,no,no,no,no,no
12299073,19689148,8,moodustama,,all,õlu,õllele,Enam kui kolmandiku jootude eelarvest moodustasid kulutused õllele : alkohol ja mitmesugused joomisrituaalid olid pidustuste käigus kesksel kohal .,,,,no,"The phrase 'õllele' is not adverbial of place because it indicates the object of the expenditure, not a location.",no,no,no,no,no
16796533,25848315,7,liituma,,in,mõte,mõttes,"Anneli aga liitus algul vaid seltskonna mõttes , sest paberit pole tal abikaasa firmas töötamiseks ka edaspidi ilmselt tarvis .",,,,no,"The phrase 'mõttes' is not adverbial of place because it refers to reasoning or intent, not a spatial concept.",yes,no,no,no,no
885536,1410298,10,joonistama,,all,ettevõtmine,ettevõtmisele,Tänu Rakvere muusemi teadusdirektori Teet Veispaki ja Jaan Toomiku ettevõtmisele joonistas end Eesti kunstisuve maastikule ka Rakvere .,,,,no,The phrase 'ettevõtmisele' was classified as 'no' because it refers to an undertaking or initiative and does not indicate a location or place.,no,yes,no,no,no
1631958,2598165,4,minema,edasi,all,see,sellele,"Edasi läks jutt sellele , et nemad küll mingit talumatsi või usumehest kirikuõpetajat endale kaasaks ei taha , ka oma klassi poisid olevat jamad .",,,,no,"The phrase 'sellele' was classified as 'no' because it refers to a subject or topic of conversation, not a location or place.",no,no,no,no,no
11838820,18946677,4,lükkama,,el,jugoslaavlane,jugoslaavlasest,"Lauavõitluses lükkas Sacramento jugoslaavlasest tsenter Vlade Divac palli kolmesejoone taha otse Horry ’ le , too saatis teele võiduviske .",,alive,,no,"The phrase 'jugoslaavlasest' was classified as 'no' because it describes the nationality or origin of a person, not a location or place.",no,no,no,no,yes
3762274,6059706,9,hakkama,,abl,seis,seisult,Teise poolaja retsept on - mäng hakkab taas seisult 0 : 0.,,,,no,"The phrase 'seisult' was classified as 'no' because it refers to a state or score in a game, not a location or place.",no,no,no,no,no
2847834,4567078,14,tutvustama,,el,tema,neist,"Kokku on Saksamaa pealinnas 385 avalikku kempsu , rikkalikult piltidega varustatud raamat tutvustab neist 58.",,,,no,"The phrase 'neist' does not indicate a location but refers to a subset of something mentioned earlier, hence not adverbial of place.",no,no,no,no,yes
5135433,8239567,5,jätma,,in,inimrööv,inimröövis,"Tallinna ringkonnakohus jättis eile inimröövis ja lunaraha nõudmises süüdistatava pandimajapidaja Anatoli Lukini ( 54 ) 19. novembrini vahi alla ega rahuldanud advokaat Anatoli Jaroslavski kaebust , milles , viidates vahialuse viletsale tervisele , palus ta Lukini kautsjoni vastu vabaks lasta .",,,,no,"The phrase 'inimröövis' refers to an act or event, not a location, hence not adverbial of place.",no,yes,no,no,no
4457235,7167008,8,leppima,kokku,in,koosseis,koosseisus,"Poola valitsev vasakkoalitsioon leppis kokku uue valitsuskabineti koosseisus , mis esitatakse president Aleksander Kwasniewskile kinnitamiseks , teatas eile peaminister Wlodzimierz Cimoszewicz .",,,,no,"The phrase 'koosseisus' refers to a composition or structure, not a location, hence not adverbial of place.",no,no,no,no,no
311877,489442,11,saabuma,,all,jõud,jõule,"See ei olnud kaugeltki iseenesestmõistetav , lahendus saabus alles pärast jõule , nädala-kahe jooksul .",,,,no,"The phrase 'jõule' refers to a time (Christmas) rather than a place, hence not adverbial of place.",no,no,yes,no,no
9825596,15765421,3,helistama,,in,juuni,juunis,"1997. aasta juunis  helistas väidetav kurjategija Ida-Virumaal asuva ASi Oru pankrotihaldurile kes juhtis maanteel autot ning käskis tal autoaknast teeservale visata koti palgarahaga , mida ühtekokku oli 736 000 krooni .",,time,,no,"The phrase 'juunis' refers to a time period (June) rather than a specific location, so it is not an adverbial of place.",no,no,yes,no,no
2292170,3670091,1,jääma,välja,el,esiviisik,Esiviisikust,"Esiviisikust välja jäänud arhitektid pakkusid piirkonda lasteaeda , basseine , huvikooli , vabaajakeskust , salongi , planetaariumi , kino , rongijaama ja kobarkaubamaja .",,,,no,"The phrase 'Esiviisikust' indicates a group or category and not a specific location, so it is not an adverbial of place.",yes,no,no,no,no
6747051,10853538,7,suurenema,,all,indekseerimine,indekseerimisele,Selle aasta aprillis suurenesid vanaduspensionid tänu indekseerimisele keskmiselt 136 krooni võrra .,,,,no,"The phrase 'indekseerimisele' refers to the process of indexation and not a specific location, so it is not an adverbial of place.",no,yes,no,no,no
13202516,21120552,28,sattuma,,el,alakeha,alakehast,"Ütleme nii , et see on läbiv kõrvalosa , "" iseloomustab Rakvere teatri peanäitejuht oma tegelaskuju , kes juba esimeses seerias õnnetult kurikaela kuuli ette jäi ning alakehast halvatuna haiglasse sattus .",,,,no,"The phrase 'alakehast' refers to a part of a body and not a location, so it is not adverbial of place.",no,no,no,no,no
12299744,19690285,8,tõusma,,all,42,42-le,NATO-liitumise toetus on poole aastaga tõusnud 39-lt 42-le .,,,,no,"The phrase '42-le' refers to a numerical value rather than a location, so it is not adverbial of place.",no,no,no,no,no
18973192,28641127,8,ilmuma,,all,kodukord,kodukorrale,” Parandusettepanekute tabel ilmus lauale täies vastavuses kodukorrale .,,,,no,"The phrase 'kodukorrale' refers to a set of rules and not a location, so it is not adverbial of place.",yes,no,no,no,no
3870057,6233316,4,paistma,,el,kurss,kursist,Tume paistab meie kursist veelgi paremale nihkuvat .,,,,no,"The phrase 'kursist' refers to a direction relative to a course and not a specific location, so it is not adverbial of place.",yes,no,no,no,no
8249451,13235932,13,tootma,,all,olemasolev,olemasolevatele,"Eestis olevad suured eksporttehased toovad siia aga uusi tehaseid , mis juba olemasolevatele mingeid komponente toodavad .",,,,no,"The phrase 'olemasolevatele' refers to existing factories rather than a specific location, so it is not adverbial of place.",yes,no,no,no,no
11745996,18797594,3,harrastama,,ad,suvi,suvel,Milliseid hobisid suvel harrastad ?,,time,,no,"The phrase 'suvel' refers to a time period (summer) and not a location, so it is not adverbial of place.",no,no,yes,no,no
4725276,7591101,16,elama,,adit,ühiselamu-tüüp,ühiselamu-tüüpi,"See , kuidas Peeter Bõstrov ( 36 ) koos 10aastase poja Germaniga Viljandis Leola tänava ühiselamu-tüüpi sotsiaalmaja toas ja köögis elab , on kaugel musterperekonna normist .",,,,no,The phrase 'ühiselamu-tüüpi' was classified as 'no' because it describes the type of the building and does not indicate a place or location.,no,no,no,no,no
1217863,1936394,17,pidama,,abl,pöid,pöialt,Eesti missi-isa Valeri Kirss tegi võistluse algusest lõpuni ( hinges ) kaasa ja pidas Dagmar Makkole pöialt .,,,,no,"The phrase 'pöialt' was classified as 'no' because it refers to supporting someone metaphorically, not a physical location or place.",no,no,no,no,no
9261332,14881059,10,ostma,,abl,kaastöötaja,kaastöötajatelt,"Kesamaa kinnitas , et ETV ostab paljudelt teisteltki mittekoosseisulistelt kaastöötajatelt ehk nn freelancer'itelt hetketeenust ega välistanud võimalust , et firmadelt võivad tasu koguda ka teised .",,alive,,no,"The phrase 'kaastöötajatelt' refers to a source or origin, not a location, so it is not adverbial of place.",no,no,no,no,yes
1378900,2192976,17,loksuma,,ad,kõrgus,kõrgusel,19. juulil kahe rusuvoolu alla jäänud orus loksus sel ajal mudane vesi majade teise korruse akende kõrgusel ning sellele äravoolu rajamiseks lõhati mägedest alla veerenud kivihunnikuid .,,,,no,"The phrase 'kõrgusel' describes a level or measurement, not a specific location, so it is not adverbial of place.",no,no,no,no,no
14723710,23196506,7,sattuma,,all,hiilgeajastu,hiilgeajastule,""" Karjääri algus sattus Alberto Tomba hiilgeajastule , pidin noolima peolaualt jääke .",,,,no,"The phrase 'hiilgeajastule' refers to a time period, not a place, so it is not adverbial of place.",yes,no,yes,no,no
2375747,3807196,14,säilima,,ad,määr,määral,"Uue kava kohaselt säilib Rapla , Põlva , Jõgeva ja Valga haiglas teatud määral eriarstiabi ning Kärdla haigla jätkab tööd senises mahus .",,,,no,"The phrase 'määral' indicates a degree or extent, not a location, so it is not classified as adverbial of place.",no,no,no,no,no
8325068,13342470,11,liikuma,,ad,liitumine,liitumisel,Eriti salajaselt on ametkondade vahel liikunud Eesti positsioon suhkru osas liitumisel Euroopa Liiduga .,,,,no,"The phrase 'liitumisel' refers to the act or process of joining, not a location, so it is not classified as adverbial of place.",no,yes,no,no,no
1629423,2593932,2,sõdima,,in,algus,Alguses,""" Alguses sõdisin kõvasti lõikuse vastu : ühest küljest kartsin , teisalt ei uskunud , et seda tõesti vaja on , "" räägib Merle .",,,,no,"The phrase 'Alguses' refers to a temporal context (beginning) rather than a location, so it is not classified as adverbial of place.",no,no,yes,no,no
3876300,6243326,1,asuma,,adit,lööm,Lööma,"Lööma asus Ronaldinho , kes sihtis palli tagumise ülanurga suunas , kuid lõi poole meetri jagu üle .",,event,,no,The phrase 'Lööma' was classified as 'no' because it refers to an action and does not indicate a location.,no,no,no,no,no
246925,394463,1,jääma,,abl,oma,Omalt,Omalt poolt jääb ainult soovitada veebist lisainformatsioni hankida .,,,,no,The phrase 'Omalt' was classified as 'no' because it expresses a subjective perspective rather than a location.,no,no,no,no,no
4947328,7942878,10,õnnestuma,,el,senine,senisest,"Kaari on kindel , et kui tal õnnestuks mehega senisest vähegi kauem koos olla , siis jõuaks ta lähemale ka tolle tegelikule minale , saavutaks viimaks ehk mingi arusaamise tasandi ja suudaks ta siseilma mõista .",,,,no,"The phrase 'senisest' was classified as 'no' because it refers to a comparison in terms of time or degree, not a location.",no,no,no,no,no
6257827,10052445,18,heitma,ette,all,autor,autorile,"Hiljuti Ilmamaa kirjastuse ilmunud raamatut "" Pimedus "" arvustades on Veiko Märka ( EPL 10.10. ) autorile ette heitnud omavolitsemist ajalooliste tõsiasjadega .",,alive,,no,"The phrase 'autorile' was classified as 'no' because it refers to a recipient or direction of an action, not a place.",no,no,no,no,yes
16095143,24985537,17,ennustama,,in,särk,särgis,""" Usun , et Ujula tänava spordihoonelt tõstetakse laupäeval katus pealt ära , "" ennustas Rocki särgis taas ühe hiilgava esituse teinud Tanel Tein .",,,,no,"The phrase 'särgis' was classified as 'no' because it describes a state or attire, not a location.",no,no,no,no,no
10754481,17227259,5,kiirustama,,all,Julia,Juliale,Ta ei kiirusta aga Juliale seda teatama .,,,,no,"The phrase 'Juliale' refers to the indirect object of the verb 'teatama' and indicates the person to whom something is being announced, not a location.",no,no,no,no,yes
19217774,28978470,12,teatama,,all,aselinnapea,aselinnapeale,"Niisiis , 2000. aasta novembri alguses teatas sotsiaalminister härra Nestor Narva aselinnapeale sotsiaalküsimuste alal Mihhail Galtšikule , et “ alkoholismi ja narkomaania ennetamise riiklik programm on toetanud Narva linna alkoholismi- ja narkomaaniavastast tegevust käesoleva aasta novembri-detsembrikuus summas 250 000 krooni ” .",,alive,,no,The phrase 'aselinnapeale' indicates the recipient of the announcement and does not specify a place.,no,no,no,no,yes
10459428,16773344,5,läkitama,,all,direktor,direktorile,"Ka läkitas kohus keskuurimisbüroo direktorile kirja , milles palus uurijaile , eriti Tuulikki Kantolale selgitada kehtivat korda ja selgitada välja , miks polnud Rekkeril korrektset kirjalikku ärasõiduluba ja miks polnud vastavat märget toimikus .",,,,no,The phrase 'direktorile' refers to the recipient of the letter and does not convey information about a location.,no,no,no,no,yes
2143968,3424794,15,takistama,,ad,kurjategija,kurjategijatel,"Isegi kui me ka ehitaksime oma piirile müüri , ei takistaks see vähegi organiseerunud kurjategijatel hea tahtmise juures riiki pääseda .",,alive,,no,The phrase 'kurjategijatel' refers to the agents (criminals) who are mentioned in the context of entering the country but does not indicate a place.,no,no,no,no,yes
12077562,19333413,26,tõmbama,,all,imevidin,imevidinatele,"Bondi-filmi « Casino Royale » režissöör Martin Campbell sõnab , et uus film tuleb süngem ning keskendub rohkem karakterile ning ei tõmba liigset tähelepanu igasugustele imevidinatele , mida viimastes Bondi-filmides palju kritiseeritud on .",,,,no,The phrase 'imevidinatele' is not classified as an adverbial of place because it refers to objects or gadgets rather than a location.,no,no,no,no,no
686667,1092017,3,möllama,,ad,teade,teatel,"Päästeameti juhtimiskeskuse teatel möllasid tulekahjud reedel-laupäeval Eestis kolmes paigas , kus ühes neist hukkus kümme põrsast .",,,,no,The phrase 'teatel' is not classified as an adverbial of place because it describes a source of information (a report) and not a location.,no,no,no,no,no
8628123,13842714,11,kujutama,,all,valija,valijale,"Olen arvanud , et kohalikud valimised kujutasid kasiinomängu ainult Tartu valijale .",,,,no,The phrase 'valijale' is not classified as an adverbial of place because it refers to a recipient or target (the voter) and not a location.,no,no,no,no,yes
16577587,25553999,40,laienema,,all,linnaseadus,linnaseadusele,"Myanmari ametiasutused said ametliku teate uurimise alustamise kohta ; Myanmari ametiasutused väitsid ILO konventsiooni nr 29 artikli 2 lõikes 2 esitatud eranditele viidates , et kaebuses nimetatud tegevus ei ole sunniviisiline töö , ning kõnealused erandid laienevad 1907. aasta linnaseadusele ( 1907 Town Act ) ja 1908. aasta külaseadusele ( 1908 Willage Act ) , mis võimaldavad elanikkonda rakendada töödel ja teeninduses ; ILO vaidlustas kõnealuse tõlgenduse ning selle pädevad organid on nõudnud kõnealuste seaduste viivitamatut kehtetuks tunnistamist , et tagada konventsiooni nr 29 mõtte ja sätte järgimine ;",,,,no,"The phrase 'linnaseadusele' refers to a legal act and not a specific location, so it is not an adverbial of place.",no,no,no,no,no
41372,71675,11,juhtuma,,el,see,sellest,"“ Kui mees natuke üle aisa lööb , ei juhtu sellest midagi , ” muheleb Eino Baskin abikaasa Veera kätt silitades .",,,,no,"The phrase 'sellest' refers to a pronoun and does not indicate a place, so it is not an adverbial of place.",no,no,no,no,no
1252840,1992031,8,olema,kinni,in,pronksmedal,pronksmedalis,"Kergejõustikuliidu president Neinar Seli oli vasaraheites 52.05-ga pronksmedalis kinni viimase heitevooruni , siis napsati see 40 sentimeetriga ära .",,location,,no,"The phrase 'pronksmedalis' describes a state or outcome related to a medal, not a specific location, so it is not an adverbial of place.",no,no,no,no,no
