lemma,sentence_id,head_id,example_num,total_count,feats,case,number,proper,deprel,form,loc,loc_rel,parent_loc,pos,id_x,text
lootusetus,11861652,18982828,2,33,"com,in,sg",in,sg,0,obl,lootusetuses,12,-2,,S,35044215,"Ja kui sa näed , kui palju tõeliselt meeldivaid inimesi täielikus lootusetuses ära kaovad või ennast tapavad ..."
lootusetus,3470409,5588073,3,33,"com,in,sg",in,sg,0,obl,lootusetuses,18,-4,,S,10454085,"Erandiks on see , et kui Eestis püüab ka keskmine inimene heaolutasandit saavutada , siis sealses majanduslikus lootusetuses tavaline haritlane sellest ei unistagi ."
lootusetus,11708522,18738327,4,33,"com,in,sg",in,sg,0,obl,lootusetuses,3,-1,,S,34580709,"Selle plaani lootusetuses veendunud , sirutab püüton keele ajakirjaniku diktofoni suunas ."
lootusetus,10023533,16079755,5,33,"com,ill,sg",ill,sg,0,obl,lootusetusesse,16,1,,S,29696436,"Piima kokkuostuhinna langus ja kokkuveoringide vähenemine , aga ka Vene kriis on paljud karjakasvatajad asetanud lootusetusesse olukorda ."
kanuumatk,9242587,14852174,1,37,"all,com,sg",all,sg,0,obl,kanuumatkale,11,-2,,S,27497195,"Kui teie jalalihased ühte korralikku jalgrattamatka välja ei kannata ning kanuumatkale ei söanda te märjaks saamise hirmus ammugi minna , tuleks lohutuseks suvel vähemalt üks korralik jalgsimatk ette võtta ."
kanuumatk,519577,818529,2,37,"ad,com,sg",ad,sg,0,obl,kanuumatkal,4,3,,S,1442076,"Käisin Loobu jõel kanuumatkal ja merel purjetamas , "" loetleb ta ."
kanuumatk,10703967,17152770,3,37,"ad,com,sg",ad,sg,0,obl,kanuumatkal,11,-5,,S,31656292,"Naeran üldse palju , kuid viimati möödunud nädala-vahetusel , kui kanuumatkal üks meist väga lõbusalt rabajärve sulpsatas ."
kanuumatk,3763754,6062339,4,37,"all,com,sg",all,sg,0,obl,kanuumatkale,17,4,,S,11328953,"Igatahes on pärast sellist telesaadet oma lähedastele väga raske seletada , et lähete töökaaslastega lihtsalt nädalavahetuseks kanuumatkale , grillite veidi ja teete sauna ."
kanuumatk,21279856,30008992,5,37,"ad,com,sg",ad,sg,0,obl,kanuumatkal,5,1,,S,53943915,afroplika: ma k2isin kanuumatkal :P
võrkpallur,3838805,6183295,1,38,"ad,com,sg",ad,sg,0,obl,Võrkpalluril,2,-1,,S,11553511,""" Võrkpalluril tulebki kahekümne neljaselt mõistus pähe , "" rääkis Tali ."
võrkpallur,11771892,18839677,2,38,"ad,com,pl",ad,pl,0,obl,võrkpalluritel,11,-2,,S,34771511,"” Ainsana tuleb kohale lätlase ostnud pereisa , kes kõigil võrkpalluritel kätt surub ."
võrkpallur,11458793,18357046,3,38,"ad,com,pl",ad,pl,0,obl,võrkpalluritel,7,-1,,S,33861227,"“ Ma kaldun arvama , et võrkpalluritel jääb see veerand miljonit saamata , ” lausus Põiklik ."
võrkpallur,12612744,20183166,4,38,"all,com,pl",all,pl,0,obl,võrkpalluritele,4,-2,,S,37294761,Kogenud Pere Leiva võrkpalluritele ei tekitanud otsustavaks heitluseks valmistumine mingeid probleeme .
võrkpallur,5688165,9122774,5,38,"com,el,pl",el,pl,0,obl,võrkpalluritest,9,1,,S,17066547,"Eesti Klubide Koondis koosneb Eesti Meistriliiga Schenkeri parimatest võrkpalluritest , keda juhendavad Eesti rahvuskoondise treenerid Andres Skuin ja Andrei Ojamets ."
munakivi,3340311,5372313,1,39,"com,el,pl",el,pl,0,obl,munakividest,8,4,,S,10058845,"Punaseks võõbatud sillapiirded hoiavad teineteise vahel lõiku munakividest , mis sillutavad sillapealset ."
munakivi,8719036,13991839,2,39,"ad,com,pl",ad,pl,0,obl,munakividel,14,1,,S,25901354,"Sellepärast nad ei näinudki lossihoovis viivuks lahvatanud tuleleeki , mis miilas sinaka leegiga munakividel , otsekui oleks keegi sinna tulikuuma õli valanud , ja ei näinud ka meest , kes vaikselt naerdes üle hoovi sammus ja kadus ."
munakivi,9161406,14727832,3,39,"ad,com,pl",ad,pl,0,obl,munakividel,5,2,,S,27272917,Mulle ei meeldi vanalinnas munakividel turistidelt raha väljameelitamine .
munakivi,8710325,13975243,4,39,"ad,com,pl",ad,pl,0,obl,munakividel,8,2,,S,25870839,Aga unenäos ei saa su paljad jalad munakividel siniseid muhke .
munakivi,7077348,11377132,5,39,"ad,com,pl",ad,pl,0,obl,munakividel,12,1,,S,21215256,"Ühel kärul seisis kummipuu , lehed võbisesid , käru rattad klõbistasid munakividel , purjus kärumees röökis laulda :"
kontoriruum,11056208,17707482,1,40,"com,in,sg",in,sg,0,obl,kontoriruumis,11,-1,,S,32655145,"Pisarad , ähvardused , vandumine ja uste paugutamine - kitsukeses kontoriruumis kuhjusid emotsioonid taevasse , kui EAG Autokeskus kaks aastat tagasi märtsi algul kuuks ajaks kõik väljamaksed lõpetas ."
kontoriruum,4422163,7111478,2,40,"com,ill,pl",ill,pl,0,obl,kontoriruumidesse,40,3,,S,13271873,"10. jaanuari Eesti Päevalehes ilmunud kirjutises "" RAS Lembitu kütab kirgi "" oli juttu sellest , et pärast Erastamisagentuuri nõukogu 13. detsembri otsust Lembitu müümise kohta ei lasknud konkursil kaotajaks jäänud tegevjuhtkond Lembitu juhatuse liikmeid enam Viru 11 asuvatesse kontoriruumidesse ."
kontoriruum,12087213,19349555,3,40,"com,el,sg",el,sg,0,obl,kontoriruumist,5,2,,S,35732298,"Seejärel võtsid kurjategijad tankla kontoriruumist umbes 3000 krooni , täpset kahjusummat alles täpsustatakse ."
kontoriruum,4708060,7564971,4,40,"com,in,pl",in,pl,0,obl,kontoriruumides,5,1,,S,14119048,Ainult Vladimir hulkus tühjades kontoriruumides ja blond kaunitar viipas ta seltsiks kaasa .
kontoriruum,10712093,17165647,5,40,"com,ill,pl",ill,pl,0,obl,kontoriruumidesse,22,1,,S,31681028,"Peet Kall vaatas läbiotsimisluba pikalt ja uuriva pilguga , jälgis , kuidas politseinikud manukate juuresolekul kauba kottidesse panid , ning kadus kontoriruumidesse ."
mardipäev,3389861,5455586,1,40,"ad,com,sg",ad,sg,0,obl,mardipäeval,5,3,,S,10210776,""" Käisime seal ükskord mardipäeval , soovisime neile head viljaõnne ja viskasime viljateri ."
mardipäev,7564999,12152533,2,40,"ad,com,sg",ad,sg,0,obl,mardipäeval,3,-1,,S,22609471,1559. aasta mardipäeval asus ordumeister teele ja lahkus Riia stiftist palgasõduritega ja Riia piiskopi koadjuutori hertsog Christoph von Mecklenburgi ja tema palgasõduritega ning asus laagrisse Nõo kiriku juurde 3 miili kaugusele Tartust .
mardipäev,13826936,22046088,3,40,"ad,com,sg",ad,sg,0,obl,mardipäeval,6,-2,,S,40789618,"Otsa tegi lahti 1982. aasta mardipäeval ootamatult lahkunud Leonid Brežnev , kes külmetas novembriparaadil ."
mardipäev,14613103,23078891,4,40,"ad,com,sg",ad,sg,0,obl,mardipäeval,2,-1,,S,42667115,"Tänasel mardipäeval pakub kindlustusselts Seesam kõigile kodanikele , kelle eesnimi on Mart , võimaluse kindlustada oma kodu tavahinnast poole odavamalt ."
mardipäev,8837262,14196835,5,40,"com,el,sg",el,sg,0,obl,mardipäevast,7,2,,S,26288914,"6. köide , mis käsitles ajavahemikku mardipäevast talvise pööripäevani , oli nii põhjalik , et sinna mahtus ära vaid mardi- ja kadripäev ."
kuuldemäng,3660478,5894903,1,41,"com,in,sg",in,sg,0,obl,kuuldemängus,14,3,,S,11019038,"Eesti Raadio 2003. aasta näitlejapreemia sai Liina-Riin Olmaru Virve rolli eest Madis Kõivu kuuldemängus "" Üks teine lugu "" ."
kuuldemäng,5910043,9487379,2,41,"com,el,sg",el,sg,0,obl,kuuldemängust,13,4,,S,17746027,"8. märtsil 1978 jõudis BBC Raadio 4 eetrisse esimene episood Douglas Adamsi kuuldemängust "" Hitchhikers Guide to Galaxy "" ( "" Pöidlaküüdi reisijuht galaktikas "" ) ."
kuuldemäng,11539532,18479037,3,41,"com,in,sg",in,sg,0,obl,kuuldemängus,4,1,,S,34090946,"Kuigi orgia tähistab kuuldemängus ainult soovahetusoperatsiooni , on Nanterre'i sotsioloogiaprofessor selle all silmas pidanud 60-ndate anarhilisi pahupidipööranguid , mis on viinud piiride kadumiseni seksis , kunstis , meedias , tootmises jne ."
kuuldemäng,7218626,11610846,4,41,"com,el,sg",el,sg,0,obl,kuuldemängust,4,-2,,S,21644398,Mida te eesti kuuldemängust lõppkokkuvõteks arvate ?
kuuldemäng,2782330,4461872,5,41,"com,in,sg",in,sg,0,obl,kuuldemängus,34,7,,S,8364294,"Eesti Raadio Raadioteater annab homme , esimese kutselise kuuldemängulavastaja , legendaarse ringhäälingu "" väljahüüdja "" ja raadiomehe Felix Moori sünnipäeval üle Eesti Raadio 2006. aasta näitlejaauhinna Arvo Kukumägile Isa rolli eest Jussi Kylätasku kuuldemängus Ahi , mille lavastas Taago Tubin ."
Bologna,2498300,4005827,1,44,"in,prop,sg",in,sg,1,obl,Bolognas,8,-1,,S,7499698,"Pärast valitsusnõunik Marco Biagi mõrva möödunud nädalal Bolognas kardavad itaallased ka , et 1970. ja 80. aastate verised sisepoliitilise terrorismi ajad on Itaaliasse tagasi pöördunud ."
Bologna,6721879,10814004,2,44,"ill,prop,sg",ill,sg,1,obl,Bolognasse,11,2,,S,20197740,"Ennäe imet , paar nädalat hiljem sattusingi iidsesse Itaalia linna Bolognasse , maailma ühele suuremale lasteraamatute ja illustraatorite messile ."
Bologna,10603024,16995825,3,44,"el,prop,sg",el,sg,1,obl,Bolognast,1,-2,,S,31374785,Bolognast Interisse siirdunud Baggio lõi neli minutit enne kohtumise lõppu 2 : 1 ja kohtuniku antud lisaajal 3 : 1 .
Bologna,3383468,5444927,4,44,"in,prop,sg",in,sg,1,obl,Bolognas,18,4,,S,10191070,"Salo lastelaulufestivali võitudele lisaks sai Liisi Koikson ülemaailmsel laste lauluvõistlusel "" Zecchino D'Doro "" Itaalias Bolognas 1994. a parima välisartisti peapreemia ."
Bologna,10202090,16370818,5,44,"in,prop,sg",in,sg,1,obl,Bolognas,6,1,,S,30235062,"Need mehed olid hariduse saanud Bolognas , Pariisis , Kölnis , Prahas ."
Mexico,4033962,6492537,1,46,"in,prop,sg",in,sg,1,obl,Mexicos,5,3,,S,12125621,"Nimelt võitis ta 1968 Mexicos N Liidu naiskonna koosseisus kuldmedali , 1972 Münchenis teenis aga ainult esikohadiplomi ."
Mexico,11901900,19046602,2,46,"el,prop,sg",el,sg,1,obl,Mexicost,8,1,,S,35164861,"“ Olin sedavõrd hullumeelne , et siirdusin Mexicost Chicago kaudu Beiruti , ” kinnitas 211 cm pikkune keskmängija ."
Mexico,5925970,9513243,3,46,"in,prop,sg",in,sg,1,obl,Mexicos,11,4,,S,17795085,"Kui keeles jalad all , siis lähevad nad sügisel juba Mexicos kooli , "" teadis Pallon ."
Mexico,9344473,15008785,4,46,"in,prop,sg",in,sg,1,obl,Mexicos,10,1,,S,27778864,"Ka  Jaak Uudmäe  üks kolmikhüpperekorditest - 17.20 - sündis Mexicos , 1979. aasta universiaadil ."
Mexico,1429339,2274092,5,46,"in,prop,sg",in,sg,1,obl,Mexicos,1,-1,,S,4225291,Mexicos tuli tal aga kõik õigel ajal sobivasti välja .
Williams,6937607,11148848,1,46,"all,prop,sg",all,sg,1,obl,Williamsile,9,1,,S,20797719,""" Teeme kõik , et mõlemad karikad kuuluksid Williamsile ."
Williams,14793792,23268407,2,46,"in,prop,sg",in,sg,1,obl,Williamsis,6,-1,,S,42994139,""" Vajan värsket väljakutset , Williamsis kujutasin endast juba seisvat vett , "" rääkis ta ületuleku põhjusist ."
Williams,700302,1114309,3,46,"ad,prop,sg",ad,sg,1,obl,Williamsil,1,-1,,S,2014157,"Williamsil testib 32-aastane taanlane Tom Kristensen , kes sõidab sarjades F2 ning F3000 ."
Williams,12552434,20088935,4,46,"all,prop,sg",all,sg,1,obl,Williamsile,2,-1,,S,37117254,"25aastasele Williamsile järgnes James Bondi kehastajana kuulsaks saanud vanameister Sean Connery , 68 , kolmandaks jäi inglise jalgpallitäht David Beckham ."
Williams,1737633,2766413,5,46,"el,prop,sg",el,sg,1,obl,Williamsist,9,2,,S,5163523,Häkkinenil on sama punktiseis täna katkestanud Ralf Schumacheriga Williamsist .
MTÜ,3117774,5006625,1,48,"in,nominal,sg",in,sg,0,obl,MTÜ-s,1,-1,,Y,9384987,MTÜ-s Convictus õpivad vanglast vabanenud ja uimastisõltlastest naised muu hulgas lilleseadeid tegema .
MTÜ,17104477,26290191,2,48,"in,nominal,sg",in,sg,0,obl,MTÜ-s,9,1,,Y,48144630,"Samas kas seadusega on kusagil määratletud kuidas käib MTÜ-s rahaline arveldamine , palkade maksmine ja tasuliste teenuste osutamine ."
MTÜ,8209281,13175394,3,48,"all,nominal,sg",all,sg,0,obl,MTÜ-le,7,2,,Y,24454873,"Ülla Visnapuu andmeil eraldab maavalitsus sellest MTÜ-le Paju Hooldekodu 224 832 krooni , Otepää Päevakeskus-Hooldekodule 3192 krooni ja MTÜ-le Valgamaa Tugikeskus 74 844 krooni ."
MTÜ,5909327,9486473,4,48,"all,nominal,sg",all,sg,0,obl,MTÜ-le,14,2,,Y,17744348,"MTÜ Eesti Pakendiringlus lepingupartnerina teab ettevõtte juht alati , et kogusummana maksab ta MTÜ-le Eesti Pakendiringlus vähem raha kui ükskõik , millise teise organisatsiooni klient olles , ?"
MTÜ,5591655,8965273,5,48,"all,nominal,sg",all,sg,0,obl,MTÜle,18,1,,Y,16769393,"Haridusminister otsustas 28. mail tühistada Majandusõiguse ja Poliitika Instituudi ( MÕPI ) koolitusloa , sest õppetöö toimub MTÜle Ühendus Koolitusabi kuuluvas MÕPIs ilma koolitusloata ."
Häädemeeste,15710614,24515474,1,49,"ad,prop,sg",ad,sg,1,obl,Häädemeestel,1,-1,,S,45175179,Häädemeestel karmistunud järelevalvet pidas ta ülepingutatuks .
Häädemeeste,6240288,10023049,2,49,"ad,prop,sg",ad,sg,1,obl,Häädemeestel,8,3,,S,18743979,Maru tõstis vundamendilt rannaniidu servas asunud hobusetalli Häädemeestel ning purustas selle tükkideks .
Häädemeeste,11459448,18358071,3,49,"ad,prop,sg",ad,sg,1,obl,Häädemeestel,8,2,,S,33863139,""" Hea restoran ja saun ootavad turisti Häädemeestel Valges Hotellis , "" nenditakse Pärnu I-punktis ja soovitakse ära käia ka Rannametsa-Tolkuse õpperajal ."
Häädemeeste,11295853,18102807,4,49,"abl,prop,sg",abl,sg,1,obl,Häädemeestelt,20,8,,S,33382857,"Teisipäeval õhtul kella poole kaheksa ja kaheksa vahel peatas politsei poolt seni kindlaks tegemata isik Pärnu-Ikla maanteel viis kilomeetrit Häädemeestelt Ikla poole Leedu vabariigi numbrimärki kandva kaubiku Mercedes-Benz , mis oli teel Tallinnast Leetu ."
Häädemeeste,12885297,20611513,5,49,"all,prop,sg",all,sg,1,obl,Häädemeestele,20,2,,S,38106241,"Vahetu läheduse Eesti rekord kuulub tõenäoliselt Ikla poele Läti piiri ääres , mis suunab taaratoojad 30 km eemal asuvale Häädemeestele ."
lahingutegevus,3698838,5956285,1,50,"com,in,sg",in,sg,0,obl,lahingutegevuses,3,-1,,S,11131636,"Iraagis on lahingutegevuses hukkunud juba 349 USA sõdurit , kokku mittelahinguliste intsidentidega aga 505 sõdurit ."
lahingutegevus,17886189,27267833,2,50,"com,el,sg",el,sg,0,obl,lahingutegevusest,5,1,,S,49750066,"Kuid kui me räägime lahingutegevusest , siis usun nii , et kõige väiksema jõuüksuse pinnal moodustab lahingupaar ehk ka selles kõige väiksemas koosluses on juba partner , kelle eest sa peab kandma hoolt täpselt sama hästi , kui iseenda eest ."
lahingutegevus,188207,312362,3,50,"com,in,sg",in,sg,0,obl,lahingutegevuses,23,1,,S,561479,"Üheks kõige süngemaks uute sõjakonfliktide tunnusjooneks on aga tõsiasi , et mitmesugustes partisani- ja paramilitaarsetes formeeringutes kannavad täiskasvanutega kõrvuti relvi ning löövad lahingutegevuses kaasa ka lapsed ."
lahingutegevus,6783265,10912675,4,50,"com,in,sg",in,sg,0,obl,lahingutegevuses,5,1,,S,20378208,Varem on Iraagis hukkunud lahingutegevuses vähemalt 15 Briti sõdurit .
lahingutegevus,5845902,9381064,5,50,"com,el,sg",el,sg,0,obl,lahingutegevusest,11,2,,S,17548276,"Esimese tüübi moodustavad sõjalised tugiettevõtted , mis asuvad eemal otsesest lahingutegevusest ja pakuvad tagalatoetuse teenuseid , nagu transporti , majutust või toitlustust ."
ümbris,7642074,12257029,1,50,"ad,com,sg",ad,sg,0,obl,ümbrisel,10,2,,S,22791892,"Ise ütlevad nad “ The Real Kuhnja Homophobes ” ümbrisel enda ja oma muusika ja muu seotu kohta nii : “  Käesolev hip hop heliteos ei ole mingi Eurohuinjaa , mida te olete harjunud raadiost iga päev kuulama ega ka mingi iist koust-westkoust “ fuckdanigga ” jebann ."
ümbris,11011013,17636083,2,50,"com,in,sg",in,sg,0,obl,ümbrises,17,1,,S,32527830,"Taldriku head ja paremat täis laadinud , läksin ühe laua juurde , mille ääres passis sädelevas ümbrises üksik daam ."
ümbris,3298411,5302583,3,50,"ad,com,sg",ad,sg,0,obl,ümbrisel,2,-1,,S,9931611,"Selle ümbrisel ütlesid nad enda kohta : "" Käesolev hip-hop heliteos ei ole mingi Eurohuinjaa , mida te olete harjunud raadiost iga päev kuulama ega ka mingi iist koust-westkoust "" fuckdanigga "" jebann ."
ümbris,4848713,7784700,4,50,"ad,com,sg",ad,sg,0,obl,ümbrisel,3,-2,,S,14533003,Odava kogumiku ümbrisel ei pruugi olla interpreetide nimesidki .
ümbris,15001890,23535585,5,50,"ad,com,sg",ad,sg,0,obl,ümbrisel,16,2,,S,43467374,"Kui aastal 2000 ilmus « Majakavahi armuhüüd » CD-plaadina , lubasid Tätte ja Matvere tolle ümbrisel pühalikult : « 1995. aastal laulsime linti kassetitäie laule , mis tehtud ajal , kui olime noored ja õnnelikud ."
isakodu,1151499,1829336,1,51,"com,in,sg",in,sg,0,obl,isakodus,9,4,,S,3378131,Pärast kottijäämist Porkuni juures varjas end põranda all isakodus Kaera-Vanatoal Raikkülas .
isakodu,12184743,19508390,2,51,"com,in,sg",in,sg,0,obl,isakodus,4,2,,S,36029458,Ta elab endiselt isakodus ja tal pole autotki .
isakodu,7526562,12088110,3,51,"com,el,sg",el,sg,0,obl,isakodust,12,-2,,S,22493710,"Jah , küllap talu oligi see , mille pärast ta oma isakodust ära tuli ja Vaherpõllul perenaiseks hakkas , sest meest ennast selle talu taga polnud olemaski ."
isakodu,8809691,14144983,4,51,"com,in,sg",in,sg,0,obl,isakodus,14,2,,S,26189587,"See on vast küll kohatu võrdlemine , aga mulle tuleb meele karjasepõli Juuriku isakodus , isa oli mulle pleiatsi ostnud , paberit ei olnud , ma võtsin siis laia puulaastu , kirjutasin selle veerest veereni täis , luulesalme ka , mis vähegi päha tuli , siis võtsin noa ja kaapisin kõik ilusti valgeks ja kirjutasin jälle , küll oli kahju ilusaid asju maha kaapida , küll oli kahju ja lõpmata lein !"
isakodu,12562046,20103596,5,51,"com,in,sg",in,sg,0,obl,isakodus,5,2,,S,37145142,"Toivo käib väga sageli isakodus Rõuges , tal on seal omaette maja ."
lennusadam,5970946,9584340,1,55,"com,in,sg",in,sg,0,obl,lennusadamas,8,2,,S,17928143,"Mullu aprillis tegi toonane justiitsminister Ken-Marti Vaher lennusadamas telekaamerate saatel ringkäigu ja lubas olukorra lahendada , paraku jahvatavad kohtuveskid aeglaselt ja midagi pole toimunud ."
lennusadam,2651671,4254744,2,55,"com,ill,sg",ill,sg,0,obl,Lennusadamasse,5,1,,S,7970155,Teisipäeva õhtul saabus Tallinna Lennusadamasse Eesti jaht St.
lennusadam,5827694,9351444,3,55,"com,ill,sg",ill,sg,0,obl,lennusadamasse,22,2,,S,17493034,"Abilinnapea Aivar Reiviku kinnitusel tuleb linn ala detailplaneeringu koostamisel muuseumile appi , samuti aidatakse ehitada lühike teelõik , mis kergendab pääsu lennusadamasse ."
lennusadam,5970960,9584368,4,55,"com,in,sg",in,sg,0,obl,lennusadamas,5,-1,,S,17928176,"Toona fikseeriti , et lennusadamas käib ehitustegevus ."
lennusadam,1408593,2240392,5,55,"com,ill,sg",ill,sg,0,obl,Lennusadamasse,6,-1,,S,4161445,Kas linn ei saaks muuta Lennusadamasse viivad teed kraavideks ?
vahepia,19442436,29119469,1,55,"ad,com,sg",ad,sg,0,obl,vahepial,6,1,,S,52592642,northen_girl: avx mis tegid vahepial ???
vahepia,21325518,30029941,2,55,"ad,com,sg",ad,sg,0,obl,vahepial,4,-1,,S,53975438,terror15: ma vahepial sõimasin klassivenda msnnis
vahepia,20538109,29644546,3,55,"ad,com,sg",ad,sg,0,obl,vahepial,9,-1,,S,53394223,Bicutys: Ashley kallike nu mis sa siis vahepial teind ka oled ?? :) 9
vahepia,20562187,29656319,4,55,"ad,com,sg",ad,sg,0,obl,vahepial,15,-2,,S,53411434,rinzu123: kas tatikad ajavad sita keema v6i mitte pangu jp kes arvab et vahepial sis pangu ct
vahepia,19561892,29176791,5,55,"ad,com,sg",ad,sg,0,obl,vahepial,6,1,,S,52677331,laura87: mis siis toimus vahepial kah ?
sõidurada,2720154,4363329,1,62,"ad,com,sg",ad,sg,0,obl,sõidurajal,24,1,,S,8175924,"Pirita teele ühistranspordiraja ehitamise tõttu on kuni augusti lõpuni liikluseks suletud ( sõidab ainult ühistransport ) merepoolne sõidurada ja liiklus toimub vaid maapoolsel sõidurajal kahes suunas , kus parkimine on ehitustööde ajal keelatud ."
sõidurada,6981161,11215359,2,62,"all,com,sg",all,sg,0,obl,sõidurajale,7,2,,S,20918755,Kollase helkurvestiga Tiivel läks sõidutee teisele sõidurajale ning andis seal kihutavale autole peatumismärguande .
sõidurada,8038064,12899897,3,62,"ad,com,pl",ad,pl,0,obl,sõiduradadel,4,-2,,S,23953418,"Kõrval , aeglasematel sõiduradadel samas suunas kohmerdajad tundusid viimaseid samme komberdavate tõbistena ."
sõidurada,11487545,18400762,4,62,"ad,com,sg",ad,sg,0,obl,sõidurajal,11,1,,S,33943632,"Liikluse reguleerimine linnatänavail , kus autod ja bussid liiguvad mitmel sõidurajal , on märksa keerulisem ja ka vastutusrikkam ."
sõidurada,2523584,4047200,5,62,"ad,com,sg",ad,sg,0,obl,sõidurajal,7,-1,,S,7577163,"Ootamatu : samas sõidusuunas , teisel sõidurajal liigub linna poole valge paketiauto Mercedes-Benz ."
moenädal,5367198,8608693,1,67,"abl,com,sg",abl,sg,0,obl,moenädalalt,4,2,,S,16094265,""" Tulin Pariisist moenädalalt ja Tiina Kruus tegi minuga intervjuu ning leidis , et miks ma ise ei võiks kirjutada , "" seletab moekunstnik ."
moenädal,8867307,14246849,2,67,"ad,com,sg",ad,sg,0,obl,moenädalal,16,1,,S,26383038,"Kostüümide autor on Pariisis elav norra multimeediakunstnik Pia Myrvold , kes osales ka tänavusel Pariisi moenädalal ."
moenädal,7482680,12009870,3,67,"all,com,sg",all,sg,0,obl,moenädalale,23,3,,S,22355698,"“ Ta on nii noor , et ta ei saa sageli välismaale sõita , aga septembri lõpul sõidab ta paariks päevaks Milano moenädalale , ” tutvustab Tatjana lähitulevikku Baltic Modelsi tegevdirektor  Katrin Meier  ."
moenädal,13978826,22253202,4,67,"ad,com,sg",ad,sg,0,obl,moenädalal,8,1,,S,41169908,"Briti edukamaid disainereid Betty Jackson osaleb Londoni moenädalal kollektsiooniga , mida loetakse üheks tema kõigi aegade tugevaimaks ja põnevaimaks tööks ."
moenädal,7683861,12320393,5,67,"ad,com,sg",ad,sg,0,obl,moenädalal,7,1,,S,22904236,Chupa järgmine avalik esinemine toimus Londoni moenädalal - moekeerises vintsutatud asjaosalisi turgutati taas tasuta magusaga .
joobeseisund,3068710,4925308,1,70,"com,in,sg",in,sg,0,obl,joobeseisundis,16,5,,S,9234132,"Kohtunik Olev Otsuse sekretär ütles raadiojaamale , et kohtunik mõistis Eestalule aasta jooksul teist korda joobeseisundis mootorsõiduki juhtimise eest kuuekuulise vangistuse , kuid sellele liideti senine tingimisi karistus ja liitkaristuseks kujunes vangistus üks aasta , kuus kuud ja üheksa päeva ."
joobeseisund,10907677,17468302,2,70,"com,in,sg",in,sg,0,obl,joobeseisundis,16,2,,S,32223270,"Seda plaanitakse rakendada näiteks noorukite suhtes , kes on toime pannud vandalismiakti või sooritanud kuriteo joobeseisundis ."
joobeseisund,2402046,3850375,3,70,"com,in,sg",in,sg,0,obl,joobeseisundis,12,-3,,S,7208511,"Pealinna erinevad ametkonnad soovivad luua linna vähemalt 50-kohalise kainestusmaja , et joobeseisundis inimeste eest hoolitsemine ei koormaks linna teiste asutuste tööd , teatas Raepress ."
joobeseisund,7025827,11286016,4,70,"com,in,sg",in,sg,0,obl,joobeseisundis,8,2,,S,21046293,"Möödunud aasta septembris karistas Lääne-Viru kohus Paasi joobeseisundis mootorsõiduki juhtimise eest 3500 krooni suuruse rahatrahviga , mis on tasutud ."
joobeseisund,12575978,20125378,5,70,"com,in,sg",in,sg,0,obl,joobeseisundis,7,1,,S,37185695,"Statsionaarse kohtupsühhiaatrilise ekspertiisi kohaselt viibis pseudoparanoilises joobeseisundis , mis on üks tavalise joobe liike ."
ooteruum,7864731,12600031,1,72,"com,in,sg",in,sg,0,obl,ooteruumis,2,-1,,S,23402185,Jaama ooteruumis rullivad vagunidepoo mehed lahti loosungeid ja lasevad neid pildistada .
ooteruum,16791876,25840721,2,72,"com,in,sg",in,sg,0,obl,ooteruumis,8,-1,,S,47389383,"Suur ja hämar haisev tondiloss , kus ooteruumis tukkusid pinkidel asotsiaalid , mis oli kogunemiskohaks lapsvarastele ."
ooteruum,6747626,10854584,3,72,"com,in,sg",in,sg,0,obl,ooteruumis,2,-1,,S,20271222,Sünnitusmaja ooteruumis istuvad kaks meest :
ooteruum,3257466,5234879,4,72,"com,in,sg",in,sg,0,obl,Ooteruumis,1,-1,,S,9808055,Ooteruumis istub harjunult 17-aastane Andrus Bahtjarov .
ooteruum,16787686,25833853,5,72,"com,in,sg",in,sg,0,obl,ooteruumis,3,-1,,S,47376543,"Tartus arstikabineti ooteruumis jäi kannatanu teisipäeva pärastlõunal ilma oma mobiiltelefonist , mille vargaks osutus hilisema uurimise tulemusena 80aastane naine ."
Lembit,12795183,20468075,1,76,"ad,prop,sg",ad,sg,1,obl,Lembitul,1,-1,,S,37833698,"Lembitul , kelle vastu igal normaalsel inimesel kohtuprotsessi ajal kaastunne tekkis , juhtus õnnetus - kehvade teeolude ja ärakulunud rehvide tõttu said surma neli reisijat ."
Lembit,448477,701930,2,76,"all,prop,sg",all,sg,1,obl,Lembitule,16,4,,S,1217393,"Laupäeval sõitis seni kindlaks tegemata auto Lääne-Virumaal Tamsalu vallas Põdrangu tänaval otsa teel jalutanud purjus Lembitule ( 50 ) , õnnetuse järel kihutas autojuht sündmuskohalt minema ."
Lembit,1653036,2630739,3,76,"in,prop,sg",in,sg,1,obl,Lembitus,12,-1,,S,4905080,"Valitsuse pressiesindaja Daniel Vaariku sõnul pannakse ministrid külalistekorteritesse siis , kui Lembitus on kõik kohad kinni ."
Lembit,5345770,8575451,4,76,"el,prop,sg",el,sg,1,obl,Lembitust,10,3,,S,16031677,"Oleks ristirüütlid tulemata jäänud , ei teaks me midagi Lembitust ."
Lembit,7261397,11676614,5,76,"ad,prop,sg",ad,sg,1,obl,Lembitul,6,1,,S,21763900,Aga 75 krooni ei kogune Lembitul tihti .
dikteerimine,9855896,15815968,1,76,"ad,com,sg",ad,sg,0,obl,dikteerimisel,5,1,,S,29218051,Kohtumine kulges meie mehe dikteerimisel - Zuika kas punktiga peal või seis viigis .
