COLLECTION	SPANSTART	TYPE	TEXT
			
621354	3305	O	Talituse juhatajat ei saa ametisse nimetada rohkem kui kaheks ametiajaks järjest .
621354	3305	S	Talituse juhatajat ei saa ametisse nimetada .
			
705108	98528	O	Girl18: rohkem kui sina
705108	98528	S	Girl18 :
			
583000	2228	O	"Kaido Kama kampsunist räägiti aga kunagi rohkem kui ehk mõne naispoliitiku riietest üldse . """
583000	2228	S	"Kaido Kama kampsunist räägiti kui mõne naispoliitiku riietest . """
			
388684	119	O	Musklis kaheksasilindriline mootor arendab sel puhul ei enam ega vähem kui täpselt 400 hobujõudu ja 500 njuutonmeetrit .
388684	119	S	Musklis kaheksasilindriline mootor arendab sel puhul ei .
			
486930	2517	O	Kui üksiküritused suutsid ekspressiivsete lätlaste-leedulaste toel populaarse mulje jätta , siis lõppkontsert , mil kõik koorid laval , näitas ära ürituse nukraima koha - rohkem kui 100 000 elanikuga Skienis jagus üritusele vaevalt tuhatkond huvilist .
486930	2517	S	Kui üksiküritused suutsid ekspressiivsete lätlaste-leedulaste toel populaarse mulje jätta , lõppkontsert , mil kõik koorid laval , näitas ära ürituse nukraima koha - 100 000 elanikuga Skienis jagus üritusele tuhatkond huvilist .
			
431425	1265	O	Nii et põhjust ajaloolist ansamblit välja ehitada on rohkem kui küll .
431425	1265	S	Põhjust ajaloolist ansamblit välja ehitada on rohkem kui küll .
			
524614	3758	O	Ta on teinud Uus-Meremaa purjetamise heaks rohkem kui ükski teine , ütles Peter Taylor , Uus-Meremaa kuningliku jahi Squadron kommodoor .
524614	3758	S	Ta on teinud Uus-Meremaa purjetamise heaks , ütles Peter Taylor , Uus-Meremaa kuningliku jahi Squadron kommodoor .
			
396408	3168	O	Aga rohkem kui lavalaudadel veedab ta aega oma kodukülas , mille volikokku on mr . Beanil au kuuluda .
396408	3168	S	Aga veedab ta aega oma kodukülas , mille volikokku on mr . Beanil au kuuluda .
			
147985	1120	O	Eesti ei saaks Partsi sõnul kunagi lubada kontrollimatut sisserännet , sest eestlasi on vähem kui miljon ja tööpuudus Eestis on jätkuvalt suur .
147985	1120	S	Eesti ei saaks Partsi sõnul lubada kontrollimatut sisserännet , sest eestlasi on miljon ja tööpuudus Eestis on suur .
			
100627	3240	O	Idasuunal naiivsemad Eesti poliitikud kahjuks teevad neid rohkem kui vaja .
100627	3240	S	Idasuunal naiivsemad Eesti poliitikud teevad neid .
			
614400	13629	O	- olla rohkem kui 2% väiksem taotluses märgitud kogusest .
614400	13629	S	- olla 2% väiksem taotluses märgitud kogusest .
			
323126	1378	O	Ka meil on nõukogus väga väike esindus , kuid sellegipoolest oleme saanud kasu rohkem kui suurriigid .
323126	1378	S	Meil on nõukogus väike esindus , kuid oleme saanud kasu .
			
212120	379	O	Uue liiklusseaduse väljatöötanud majandus- ja kommunikatsiooniministeerium on seadnud eesmärgiks , et 2015. aastal ei hukkuks liikluses rohkem kui sada inimest .
212120	379	S	Uue liiklusseaduse väljatöötanud majandus- ja kommunikatsiooniministeerium on seadnud eesmärgiks , et 2015. aastal ei hukkuks liikluses sada inimest .
			
125868	341	O	Rohkem kui viis aastat ehitustöö kavandamist ja loomingut , oma veendumuse järjest kindlamat selginemist - mõjub !
125868	341	S	Viis aastat ehitustöö kavandamist ja loomingut , oma veendumuse kindlamat selginemist - mõjub !
			
521568	242	O	e-kirjadest rohkem kui 10 miljonit katkendit , mis tunduvad olevat terrorismiga seotud .
521568	242	S	E-kirjadest .
			
72607	944	O	Surmaga lõppevaid liiklusõnnetusi registreeritakse Portugalis rohkem kui üheski teises Euroopa Liidu riigis .
72607	944	S	Surmaga lõppevaid liiklusõnnetusi registreeritakse Portugalis .
			
632232	39899	O	Kui artikli 3 punktis b nimetatud toodete puhul ületatakse artiklis 11 nimetatud tähtaega kokku vähem kui 60 päeva , vähendatakse toetust 4 eküüd tonni kohta päevas .
632232	39899	S	Kui artikli 3 punktis b nimetatud toodete puhul ületatakse artiklis 11 nimetatud tähtaega kokku , vähendatakse toetust 4 eküüd tonni kohta päevas .
			
700542	1195205	O	Kui me vaatame meie statistikat , mul kahjuks ei ole täpseid arve siin lausa käepärast , siis neid inimesi , kellele on keeldutud armuandmisest , on tunduvalt rohkem kui neid , kellele on armu antud .
700542	1195205	S	Kui me vaatame meie statistikat , mul ei , siis neid inimesi , kellele on keeldutud armuandmisest , on rohkem kui neid , kellele on armu antud .
			
168693	718	O	""" Humanitaarvaldkonnas on inimesi rohkem kui vaja , seega on konkurents veel minu kasuks , "" arutles Murutar ."
168693	718	S	""" Humanitaarvaldkonnas on inimesi rohkem kui vaja , on konkurents minu kasuks , "" arutles Murutar ."
			
291463	281	O	Viimati külastas kinosid rohkem kui miljon inimest 1998. aastal .
291463	281	S	Külastas kinosid 1998. aastal .
			
262824	884	O	USA välisministeeriumi värske raport väidab , et mullu kasvas rahvusvaheline terroristlik aktiivsus ja kuigi intsidentide hulk kasvas vaid 31 võrra , hukkus neis inimesi ligi kaks korda rohkem kui aasta varem ( vastavalt 405 ja 233 ) .
262824	884	S	USA välisministeeriumi värske raport väidab , et kasvas rahvusvaheline terroristlik aktiivsus ja intsidentide hulk kasvas 31 võrra , hukkus neis inimesi ( vastavalt 405 ja 233 ) .
			
204783	838	O	Kõrgeid hooneid on Tallinnas vähemalt praegu veel rohkem kui lõunanaabritel .
204783	838	S	Kõrgeid hooneid on Tallinnas rohkem kui lõunanaabritel .
			
529925	1719	O	Kuumarekordi püstitas BMW , mille salongi saab vajadusel kütta rohkem kui 60 kraadini !
529925	1719	S	Kuumarekordi püstitas BMW , mille salongi saab vajadusel kütta !
			
469608	786	O	"Rohkem kui ühegi teise selle aasta spordisündmuse puhul sai pärast kaotust "" olekseid "" välja õhata ."
469608	786	S	"Ühegi teise selle aasta spordisündmuse puhul sai pärast kaotust "" olekseid "" välja õhata ."
			
675546	39473	O	Piigi laius selle poolel kõrgusel ei tohi erineda rohkem kui 10% kontsentreerimata prooviekstrakti karbadoksipiigi laiusest .
675546	39473	S	Piigi laius selle poolel kõrgusel ei tohi erineda 10% kontsentreerimata prooviekstrakti karbadoksipiigi laiusest .
			
74570	673	O	""" Uudistajad olid korralikult lindi taga ja meie tööd segasid nad tunduvalt vähem kui mõne tavalise tulekahju puhul , "" kinnitas Nõo valla päästeteenistuse pealik August Pakk ."
74570	673	S	""" Uudistajad olid lindi taga ja meie tööd segasid nad , "" kinnitas Nõo päästeteenistuse pealik August Pakk ."
			
379590	1900	O	Nad rügavad tööd teha rohkem kui 200 kontoris , mis asuvad 55 riigis .
379590	1900	S	Nad rügavad tööd teha .
			
67238	489	O	Ameerika kindlustajad uurisid keskmise ameeriklase autojuhtimisharjumusi ja küsitlesid rohkem kui 30 000 juhti .
67238	489	S	Ameerika kindlustajad uurisid keskmise ameeriklase autojuhtimisharjumusi ja küsitlesid 30 000 juhti .
			
287655	7458	O	""" Aga ma ei pidanud seal vastu rohkem kui üks aasta ."
287655	7458	S	""" Aga ma ei pidanud vastu ."
			
663983	1675	O	Juba rohkem kui 10 aastat « kurjade » eristamiseks kasutusel väljend « kräkker » , kuna « häkker » tähendab ikkagi originaalis seadusekuulekat arvutikasutajat kes ei tegele sissemurdmisega .
663983	1675	S	Kurjade » eristamiseks kasutusel väljend « kräkker » , kuna « häkker » tähendab originaalis seadusekuulekat arvutikasutajat kes ei tegele sissemurdmisega .
			
656378	0	O	Maanteeameti andmeil on Eestis tänavu seitsme kuuga hukkunud liiklusõnnetusis 85 inimest , kolme võrra rohkem kui mullu samal ajal.
656378	0	S	Maanteeameti andmeil on Eestis seitsme kuuga hukkunud liiklusõnnetusis 85 inimest , kolme võrra rohkem kui samal ajal .
			
507571	551	O	Autobussid on aga tavaliselt inimesi täis ja kui niisugusega peaks õnnetus juhtuma , siis on traagikat rohkem kui küllaga .
507571	551	S	Autobussid on aga inimesi täis ja kui niisugusega peaks õnnetus juhtuma , on traagikat rohkem kui küllaga .
			
167120	820	O	""" Näiteks kümme ennustajat pakkus medalite arvuks vähem kui kolm ."
167120	820	S	""" kümme ennustajat pakkus medalite arvuks ."
			
605611	695	O	Pealegi , kioskitest ostvad asotsiaalid häirivad ümbritsevaid oluliselt vähem kui poodides lõhnu levitades .
605611	695	S	, kioskitest ostvad asotsiaalid häirivad ümbritsevaid kui poodides lõhnu levitades .
			
368689	2148	O	Selge kah – firma renomee maksab rohkem kui ühe patuse sõbrasuhe .
368689	2148	S	Selge – firma renomee maksab .
			
703234	455	O	#139 meeldib mulle rohkem kui #140 .
703234	455	S	# 139 meeldib mulle
			
385947	4351	O	“ AS Varteko küsib oma putka eest rohkem kui 300 krooni ruutmeetrilt .
385947	4351	S	“ AS Varteko küsib oma putka eest .
			
253578	1815	O	Sissetulek elaniku kohta ulatub praegu tuhande dollarini , mis on ligikaudu poole vähem kui 1987. aastal .
253578	1815	S	Sissetulek elaniku kohta ulatub tuhande dollarini , mis on vähem kui 1987. aastal .
			
583349	2630	O	Ja juba vähem kui poole aasta pärast otsustas Jeltsin ennetähtaegselt presidendiametist lahkuda ning nimetas ta 31 . detsembril oma troonipärijaks ning presidendi kohusetäitjaks .
583349	2630	S	Ja poole aasta pärast otsustas Jeltsin presidendiametist lahkuda ning nimetas ta 31 . detsembril oma troonipärijaks ning presidendi kohusetäitjaks .
			
636608	119259	O	langeda alla 263 °K ( -10 °C ) ega tõusta üle 269 °K ( - 4 °C ) mitte rohkem kui kolme järjestikuse minuti jooksul .
636608	119259	S	Langeda alla 263 ° K ( -10 ° C ) ega tõusta üle 269 ° K ( - 4 ° C ) .
			
506039	1969	O	Piits ja präänik on mõlemad vajalikud , kuid prääniku osa tuleb tähtsustada isegi rohkem kui piitsa .
506039	1969	S	Piits ja präänik on mõlemad vajalikud , kuid prääniku osa tuleb tähtsustada .
			
21059	2405	O	Praegu , mil kanistritäis bensiini maksab Jaanilinnas vähem kui poolsada krooni , on idabensiini piirilinna toomine autoomanikele tulus äri .
21059	2405	S	, mil kanistritäis bensiini maksab Jaanilinnas , on idabensiini piirilinna toomine autoomanikele tulus äri .
			
352668	339	O	Regioonide komitee on Euroopa Liidu institutsioon , mis esindab enam kui 350 piirkondliku ametiasutuse ja rohkem kui 100 000 omavalitsuse huve kõigis 25 liikmesriigis .
352668	339	S	Regioonide komitee on Euroopa Liidu institutsioon , mis esindab 350 piirkondliku ametiasutuse ja 100 000 omavalitsuse huve kõigis 25 liikmesriigis .
			
640224	11166	O	Rohkem kui teaduslikust aspektist hindaksin ma neid raamatuid ideoloogilis-poliitilisest aspektist .
640224	11166	S	Kui teaduslikust aspektist hindaksin ma neid raamatuid ideoloogilis-poliitilisest aspektist .
			
453250	216	O	Peugeot'l kihutav Delecour pole MM-areenil võidurõõmu maitsta saanud rohkem kui kuus aastat , kuid ralli eilne avapäev andis märku tema suurtest soovidest .
453250	216	S	Peugeot'l kihutav Delecour pole MM-areenil võidurõõmu maitsta saanud , kuid ralli eilne avapäev andis märku tema suurtest soovidest .
			
235534	2430	O	Autotranspordi tariifne maksumus ületab raudteeveo Tallinna-Haapsalu marsruudil rohkem kui 10 korda .
235534	2430	S	Autotranspordi tariifne maksumus ületab raudteeveo Tallinna-Haapsalu marsruudil .
			
518072	139	O	IT Kolledzhi ( ITK ) loomise ettepanek tuli vähem kui aasta tagasi .
518072	139	S	IT Kolledzhi ( ITK ) loomise ettepanek tuli aasta tagasi .
			
192101	1689	O	Tsemendi kasutamise järgi ehitatakse Eestis praegu veel ligi poole vähem kui Euroopa Liidus keskmiselt .
192101	1689	S	Tsemendi kasutamise järgi ehitatakse Eestis .
			
433007	1834	O	Paraku pole jalgpallis Eestil niipea loota isegi mitte kahekümnendat kohta , seega teadvustab Eurovisiooni viies koht Eestit maailmas võrreldamatult rohkem kui isegi näiteks Euroopa Nõukogu eesistuvaks riigiks olemine .
433007	1834	S	Pole jalgpallis Eestil loota kahekümnendat kohta , teadvustab Eurovisiooni viies koht Eestit maailmas Euroopa Nõukogu eesistuvaks riigiks olemine .
			
447561	7252	O	Asi oli seda traagilisem , et just need  mõlemad  mehed esindasid tollal eesti välispoliitilises mõttes Skandinaavia suunda kindlamini ja rohkem kui keegi muu .
447561	7252	S	Asi oli seda traagilisem , et need mõlemad mehed esindasid eesti välispoliitilises mõttes Skandinaavia suunda .
			
703721	854	O	Ka öösiti polnud võimalik rohkem kui paar tundi järjest magada , siis oli taas abi vaja .
703721	854	S	Polnud võimalik paar tundi magada , oli abi vaja .
			
122830	2879	O	Neid , kes ootavad jälle müütilist mõõgakangelast , on rohkem kui ühe meeskoori jagu .
122830	2879	S	Neid , kes ootavad müütilist mõõgakangelast , on rohkem kui ühe meeskoori jagu .
			
294342	1861	O	Valitsusega kooskõlastamata ei tohi erastamisagentuur aga sooritada väljamakseid rohkem kui 400 000 krooni ulatuses .
294342	1861	S	Valitsusega kooskõlastamata ei tohi erastamisagentuur aga sooritada väljamakseid 400 000 krooni ulatuses .
			
340234	6365	O	Vigastussurmad on nõudnud viimasel kümnendil keskmiselt 2300 inimelu aastas - see on viis korda rohkem kui Põhjamaades .
340234	6365	S	Vigastussurmad on nõudnud viimasel kümnendil 2300 inimelu aastas - see on viis korda rohkem kui Põhjamaades .
			
37161	1428	O	Morgan Stanley kaks tähte ühinemiste ja ülevõtmiste alal Michael Zaoui ja Paulo Pereira võivad kumbki loota rohkem kui nelja miljoni naela suurusele preemiale .
37161	1428	S	Morgan Stanley kaks tähte ühinemiste ja ülevõtmiste alal Michael Zaoui ja Paulo Pereira võivad kumbki loota nelja miljoni naela suurusele preemiale .
			
89056	1393	O	Kui Tramberg tunneks Eesti jalgpallimaastikku pisut paremini , siis ta teaks ka , et Inglise meeskondadel on Eestis ( nagu mujalgi maailmas ) fänne tunduvalt rohkem kui teiste riikide suurklubidel .
89056	1393	S	Kui Tramberg tunneks Eesti jalgpallimaastikku , ta teaks , et Inglise meeskondadel on Eestis ( nagu maailmas ) fänne rohkem kui teiste riikide suurklubidel .
			
46370	5852	O	Igal aastal osalevad Eesti kaitsejõud rohkem kui kahesajal PFP üritusel , alates seminaridest kuni õppusteni .
46370	5852	S	Igal aastal osalevad Eesti kaitsejõud kahesajal PFP üritusel , alates seminaridest kuni õppusteni .
			
433174	2316	O	Väiksemate bussidega on Piibari sõnul veel see oht , et mingil hetkel on sõitasoovijaid ikkagi rohkem kui 15.
433174	2316	S	Väiksemate bussidega on Piibari sõnul see oht , et mingil hetkel on sõitasoovijaid rohkem kui 15.
			
106676	88	O	Lõpetanute arv kahekordistus vähem kui kahe kuuga .
106676	88	S	Lõpetanute arv kahekordistus .
			
219509	0	O	Eesti õlleturu kogumahuks kujunes 2005. a ligikaudu 126 miljonit liitrit , mida on 14,1% rohkem kui 2004. aastal .
219509	0	S	Eesti õlleturu kogumahuks kujunes 2005. a 126 miljonit liitrit , mida on 14,1% rohkem kui 2004. aastal .
			
846	1162	O	” Kuid ta tunnistab , et on Charlotte'ilt õppinud rohkem kui elult endalt ...
846	1162	S	” Kuid ta tunnistab , et on Charlotte'ilt õppinud elult endalt ...
			
564279	1343	O	Pronks jahmatas 22aastast neidu rohkem kui kuld Dragilat või hõbe Grigorjevat .
564279	1343	S	Pronks jahmatas 22aastast neidu .
			
77828	739	O	Esmaspäeva õhtuks oli end pikemale distantsile kirja pannud 2535 inimest , ehk ligi 500 inimest rohkem kui mullu .
77828	739	S	Esmaspäeva õhtuks oli end pikemale distantsile kirja pannud 2535 inimest , ehk 500 inimest rohkem kui mullu .
			
320916	283	O	; Vähem kui paari nädala eest vahistati Venemaa rikkaim mees Mihhail Hodorkovski , keda halvimal juhul võib oodata kuni kümneaastane türmielu .
320916	283	S	; paari nädala eest vahistati Venemaa rikkaim mees Mihhail Hodorkovski , keda halvimal juhul võib oodata kuni kümneaastane türmielu .
			
197927	0	O	Tänavu esimesel poolaastal esitati töövaidluskomisjonidele 1270 avaldust , mis on veerandi võrra vähem kui mullu samal ajal.
197927	0	S	Esimesel poolaastal esitati töövaidluskomisjonidele 1270 avaldust , mis on veerandi võrra vähem kui samal ajal .
			
333717	1289	O	Korraldajana ei saa ta nimetada , mida veidi vähem kui 400 eksponenti messil pakuvad , kuid kindlasti tullakse välja uute sihtkohtade , programmide ja eripakkumistega .
333717	1289	S	Korraldajana ei saa ta nimetada , mida messil pakuvad , kuid tullakse välja uute sihtkohtade , programmide ja eripakkumistega .
			
483621	1130	O	Mikroelemente sisaldavad nad mitu korda rohkem kui valge liha .
483621	1130	S	Mikroelemente sisaldavad nad mitu korda .
			
403608	1140	O	Küll toodi siia juhte ja õpetajaid mujalt maailmast , käidi õppimas näiteks demineerimist Soomes ( meil on selle ala õpetajaid jalaga segada ) , kuid tulemuseks on vähem kui 50 reservohvitseri viie aastaga .
403608	1140	S	Toodi juhte ja õpetajaid maailmast , käidi õppimas demineerimist Soomes ( meil on selle ala õpetajaid jalaga segada ) , kuid tulemuseks on 50 reservohvitseri viie aastaga .
			
698970	1960	O	Tüdrukud kiitsid praktikavõimalusi Eesti firmades ja Soomes ning nentisid , et spetsialiste oleks vaja rohkem kui neid jätkub - tööpuudust pole karta .
698970	1960	S	Tüdrukud kiitsid praktikavõimalusi Eesti firmades ja Soomes ning nentisid , et spetsialiste oleks vaja kui neid jätkub - tööpuudust pole karta .
			
309291	3886	O	Palju rohkem kui see , millest ajalehed kirjutavad , ta veel ei tea .
309291	3886	S	Ta ei tea .
			
520525	2181	O	Honda lubab neljarattaveolise auto tippkiiruseks rohkem kui 300 km/h , kuid mõõduka kiirusega sõites jääb keskmine kütusekulu isegi alla 5 liitri 100 kilomeetrile .
520525	2181	S	Honda lubab neljarattaveolise auto tippkiiruseks , kuid mõõduka kiirusega sõites jääb keskmine kütusekulu alla 5 liitri 100 kilomeetrile .
			
186414	933	O	Protsentuaalselt tõuseb hind männimäelastel veidi rohkem kui paalalinlastel , sest nemad maksavad praegu vähem .
186414	933	S	Tõuseb hind männimäelastel , sest nemad maksavad .
			
380373	4640	O	Üks suur ehitusfirma tõstis meeleheites oma IT personali palka rohkem kui 30 protsendi võrra , et takistada neid vastu võtmast ahvatlevamaid pakkumisi - ja seega oma teadmisi firma arvutite kohta firmast välja viima .
380373	4640	S	Üks suur ehitusfirma tõstis meeleheites oma IT personali palka , et takistada neid vastu võtmast ahvatlevamaid pakkumisi - ja oma teadmisi firma arvutite kohta firmast välja viima .
			
648094	3324	O	Oota natuke ja osta PS3 , saad selle raha eest PALJU rohkem kui xbox360st .
648094	3324	S	Oota ja osta PS3 , saad selle raha eest .
			
1468	5240	O	“ Eesti koondise kohtumised tõid hulgaliselt rahvast ekraanide ette , vaatajaid oli rohkem kui Kalevi euromängudel .
1468	5240	S	“ Eesti koondise kohtumised tõid rahvast ekraanide ette , vaatajaid oli rohkem kui Kalevi euromängudel .
			
472550	1187	O	Tallinna ühissõidukite kuukaardi ostmiseks tuleb täna pingutada rohkem kui 1993. aastal .
472550	1187	S	Tallinna ühissõidukite kuukaardi ostmiseks tuleb pingutada .
			
481335	919	O	Aga rohkem kui revolutsiooni sümboleid punaseid nelke müüvaid armeenlasi , mäletab Anneli naistepäevailmu .
481335	919	S	Aga , mäletab Anneli naistepäevailmu .
			
373845	754	O	Näiteks klaas viskit maksab Minskis kuus korda rohkem kui Sofias .
373845	754	S	Näiteks klaas viskit maksab Minskis kuus korda .
			
705042	63454	O	Samal päeval andis NRG valitsusele üle oma esimese äriplaani 49% osaluse hankimiseks Narva Elektrijaamades , mis sisaldas investeeringuid kokku rohkem kui 1 miljard Eesti krooni .
705042	63454	S	Samal päeval andis NRG valitsusele üle oma esimese äriplaani 49% osaluse hankimiseks Narva Elektrijaamades , mis sisaldas investeeringuid kokku .
			
543985	972	O	USA-s juba 1919 . aastal asutatud Junior Achievementi Arengufond annab noortele majanduslikku õpetust rohkem kui sajas riigis üle terve maailma .
543985	972	S	USA-s 1919 . aastal asutatud Junior Achievementi Arengufond annab noortele majanduslikku õpetust üle terve maailma .
			
2032	6213	O	Kuigi palju omaaegsest maastikukujundusest jäigi vaid paberimängudeks , on ka elluviidut rohkem kui tänapäeval hooldada jõutakse : puhkealade planeeringud , keskuste ja parkide kujundused .
2032	6213	S	Kuigi omaaegsest maastikukujundusest jäigi paberimängudeks , on elluviidut rohkem kui tänapäeval hooldada jõutakse : puhkealade planeeringud , keskuste ja parkide kujundused .
			
686087	1114	O	Veel juuli algul oli Koonderakonnal koos umbes 800 liiget , kahe kuuga täienes partei liikmeskond rohkem kui 400 inimesega .
686087	1114	S	Juuli algul oli Koonderakonnal koos 800 liiget , kahe kuuga täienes partei liikmeskond .
			
312854	1729	O	Kui palju see näitab riigi nõrkust , kui sa pole suuteline ilma ennustama rohkem kui üks päev ette ?
312854	1729	S	Kui see näitab riigi nõrkust , kui sa pole suuteline ilma ennustama ette ?
			
360862	999	O	Eesti riigimetsas lähematel aastatel raie väheneb seepärast , et puistute vanuselisest koosseisust tulenevalt on raieküpset metsa vähem kui senistel aastatel , aga ka seepärast , et inimesed tahavad metsast enamat kui puit või raha .
360862	999	S	Eesti riigimetsas lähematel aastatel raie väheneb , et on raieküpset metsa vähem kui senistel aastatel , aga seepärast , et inimesed tahavad metsast enamat kui puit või raha .
			
505152	284	O	See on ligemale 8 korda rohkem kui 1993 . aastal .
505152	284	S	See on 8 korda rohkem kui 1993 . aastal .
			
213906	577	O	Egiptuse vahendusel toimus pühapäeva õhtul Kairos Iisraeli ja Palestiina esindajate esimene ametlik kohtumine rohkem kui kahe kuu jooksul .
213906	577	S	Egiptuse vahendusel toimus pühapäeva õhtul Kairos Iisraeli ja Palestiina esindajate esimene ametlik kohtumine .
			
461878	909	O	Paremas käes kandis ta pitsatsõrmust , mis sobis siinse keskkonnaga veel vähem kui valge Ferrari kõrtsi ees väljas .
461878	909	S	Paremas käes kandis ta pitsatsõrmust , mis sobis siinse keskkonnaga kui valge Ferrari kõrtsi ees väljas .
			
620798	314	O	Eesti rekordimees Pavel Loskutov püsis esimestel kilomeetritel esikuuikus , ent kui joosta jäi vähem kui pool võistlusmaad , katkes .
620798	314	S	Eesti rekordimees Pavel Loskutov püsis esimestel kilomeetritel esikuuikus , ent kui joosta jäi , katkes .
			
279925	5	O	Sügisel alustab Eestis kooliteed rohkem kui 1111 last vähem kui eelmise õppeaasta algul .
279925	5	S	Sügisel alustab Eestis kooliteed .
			
533638	895	O	Muidugi oli Partizan võimsam , ent me poleks tohtinud kaotada rohkem kui kolme-nelja väravaga , » võttis kokku peatreener Tarmo Volt .
533638	895	S	Oli Partizan võimsam , ent me poleks tohtinud kaotada , » võttis kokku peatreener Tarmo Volt .
			
626628	836	O	Et finaalturniirile jõuda , peab Eesti täna võitma 24 punktiga ning lootma , et Iisrael ei saa Rumeeniast jagu rohkem kui 13 silmaga .
626628	836	S	Et finaalturniirile jõuda , peab Eesti võitma 24 punktiga ning lootma , et Iisrael ei saa Rumeeniast jagu .
			
386258	419	O	Pakkumiste esitamiseks anti aega vähem kui kuu , 13. aprillini .
386258	419	S	Pakkumiste esitamiseks anti aega .
			
74884	5	O	Narva Elektirjaamde 49% aktsiate hind on mitte vähem kui 54,5 miljonit USA dollarit .
74884	5	S	Narva Elektirjaamde 49% aktsiate hind on 54,5 miljonit USA dollarit .
			
463904	4030	O	Rohkem kui 20 muuseumi püüavad üksteist eksponaatide tähtsuse ja originaalsusega üle trumbata .
463904	4030	S	Kui 20 muuseumi püüavad üksteist eksponaatide tähtsuse ja originaalsusega üle trumbata .
			
386631	3734	O	Hendrik Olde sõnul isegi naljatatakse , et politseinikke on rohkem kui maletajaid .
386631	3734	S	Hendrik Olde sõnul naljatatakse , et politseinikke on rohkem kui maletajaid .
			
340532	2213	O	Noori , keda Teppan Otepääl Audentese Spordikoolis suusatajateks treenib , on muidugi rohkem kui need kaheksa .
340532	2213	S	Noori , keda Teppan Otepääl Audentese Spordikoolis suusatajateks treenib , on rohkem kui need kaheksa .
			
660306	521985	O	Tagantjärgi , asja rohkem kui 60 aastat hiljem hinnates võib ju arvata , et oleks tulnud NLi okupatsioonile vastu panna , aga okupatsiooni fakti ei muuda see ikkagi .
660306	521985	S	, asja hinnates võib arvata , et oleks tulnud NLi okupatsioonile vastu panna , aga okupatsiooni fakti ei muuda see .
			
2221	1731	O	Must surm ehk muhkkatk jõudis Aasiast Euroopasse 1347.a. ning surmas paari aasta jooksul tõenäoliselt rohkem kui kolmandiku Lääne-Euroopa elanikkonnast .
2221	1731	S	Must surm ehk muhkkatk jõudis Aasiast Euroopasse 1347. a. ning surmas paari aasta jooksul rohkem kui kolmandiku Lääne-Euroopa elanikkonnast .
			
383336	3753	O	Nagu usub Politseiameti pressiesindaja  Indrek Raudjalg  , on relvastatud kuritegudes mängupüsse kasutatud märksa rohkem kui pärisrelvi .
383336	3753	S	Nagu usub Politseiameti pressiesindaja Indrek Raudjalg , on relvastatud kuritegudes mängupüsse kasutatud .
			
464196	1433	O	Kui asjad väljuvad kontrolli alt , võib see minna meile maksma rohkem kui kaks maailmasõda .
464196	1433	S	Kui asjad väljuvad kontrolli alt , võib see minna meile maksma .
			
557635	1574	O	Kaks nädalat tagasi Bekkeri sadamasse loata raudteed ehitama hakanud Rasmusson juhib Bekkeri sadama tegevust kasutusvalduse lepingu alusel eelmise aasta algusest ja on enda väitel sinna investeerinud rohkem kui 22 miljonit krooni .
557635	1574	S	Kaks nädalat tagasi Bekkeri sadamasse loata raudteed ehitama hakanud Rasmusson juhib Bekkeri sadama tegevust kasutusvalduse lepingu alusel eelmise aasta algusest ja on enda väitel investeerinud .
			
602300	897	O	"Rohkem kui kroon ei ole hinda mõeldav tõsta . """
602300	897	S	"Ei ole hinda mõeldav tõsta . """
			
592639	4793	O	Protsess algas rohkem kui aasta tagasi .
592639	4793	S	Protsess algas aasta tagasi .
			
675053	2724	O	Auto kõrget hinda hüvitavad väheste teguritena näiteks 15 000 km hooldusvälp ning diiselmootorite väike janu , mis võimaldab maanteel kulgeda vähem kui 5 liitriga 100 km .
675053	2724	S	Auto kõrget hinda hüvitavad väheste teguritena näiteks 15 000 km hooldusvälp ning diiselmootorite väike janu , mis võimaldab maanteel kulgeda .
			
377326	2186	O	Mitte ainult Eaton ei teeni neli korda rohkem kui Schrempp , vaid see kajastub kogu kontserni juhtkonna tasustamisel .
377326	2186	S	Eaton ei teeni neli korda , vaid see kajastub kogu kontserni juhtkonna tasustamisel .
			
582620	1509	O	"Kuid ka meil on oma eelis - et edasi pääseda , peab ManU lööma ühe kolli rohkem kui meie ! """
582620	1509	S	"Kuid meil on oma eelis - et edasi pääseda , peab lööma ühe kolli ! """
			
538369	2049	O	Ta ütles vaid , et neid on rohkem kui kahel käel sõrmi , ja vähem kui sada .
538369	2049	S	Ta ütles , et neid on rohkem kui kahel käel sõrmi , ja vähem kui sada .
			
500033	1813	O	Meie ülesanne on hoida vastane igal veerandajal vähem kui 20 punkti peal , » ütles Keerles .
500033	1813	S	Meie ülesanne on hoida vastane igal veerandajal , » ütles Keerles .
			
508967	0	O	Ümmargust madalat hoonet Laial tänaval rajanud veskimees ei osanud aimatagi , et rohkem kui 600 aasta pärast muutub tema hobuveski vaidlusobjektiks luterliku kiriku ja Tallinna linna vahel .
508967	0	S	Ümmargust madalat hoonet Laial tänaval rajanud veskimees ei osanud aimatagi , et 600 aasta pärast muutub tema hobuveski vaidlusobjektiks luterliku kiriku ja Tallinna linna vahel .
			
246412	1541	O	Jõusaali teeme rohkem kui kodus .
246412	1541	S	Jõusaali teeme .
			
132633	756	O	"Jõudu jagub rohkem kui detsembri keskel , samas ei tohi alguses hinge kinni joosta , "" manitses Rocki liider Tanel Tein ."
132633	756	S	"Jõudu jagub , samas ei tohi alguses hinge kinni joosta , "" manitses Rocki liider Tanel Tein ."
			
