collectionID	sentenceStart	changed	changes	original	short
691207	1778	0	{}	Viimane tahab nüüd oma kaotusevalu dollaritega leevendada .	Viimane tahab oma kaotusevalu dollaritega leevendada .
63980	1358	0	{}	Siin on mina ruumi marker ning Semper ja Laimre on siin , kuid nende psycho-trip analüütiku diivanil toimub ajas .	On mina ruumi marker ning Semper ja Laimre on siin , kuid nende psycho-trip analüütiku diivanil toimub ajas .
609164	548	0	{}	See on sportlase jaoks kõige tähtsam . ”	See on sportlase jaoks tähtsam . ”
522493	1489	0	{}	Dinamo Kiiev läks seni mõlemad kodumängud võitnud Bayeri vastu teadmisega : viigist piisab .	Dinamo Kiiev läks mõlemad kodumängud võitnud Bayeri vastu teadmisega : viigist piisab .
307921	2257	1	"{""nmod_xcomp"": 1, ""nsubj_obj"": 1}"	Palju andnuks juurde kaart , sest kroonikas märgitud linnuste , külade ja lahingute paigad pole kõigile lugejaile sugugi täpselt teada .	Andnuks kaart , sest kroonikas märgitud linnuste , külade ja lahingute paigad pole kõigile lugejaile teada .
275789	1401	0	{}	Ametlikult pole Tallinna võimuliit Mõisa väljavahetamist arutanud .	Pole Tallinna võimuliit Mõisa väljavahetamist arutanud .
160493	2413	0	{}	Kui me vaatame erinevaid teleprogramme , kuulame erinevaid raadiojaamu , loeme erineva sisuga ajalehti , vaatame erinevaid teatrietendusi , siis pole meil ka omavahel millestki rääkida .	Kui me vaatame erinevaid teleprogramme , kuulame erinevaid raadiojaamu , loeme erineva sisuga ajalehti , vaatame erinevaid teatrietendusi , pole meil millestki rääkida .
705265	16688	1	"{""nsubj_obj"": 1}"	Lord_Rim: jah kuuled Esta !	Lord_Rim : kuuled Esta !
703624	16401	1	"{""nmod_obj"": 1}"	Koostatakse ka informatsiooni Riigikogule kontrollimise tulemuste kohta ning avalikustamisele kuuluvaid materjale .	Koostatakse informatsiooni Riigikogule kontrollimise tulemuste kohta ning avalikustamisele kuuluvaid materjale .
58716	1089	1	"{""conj_xcomp"": 1, ""conj_nmod"": 1}"	Selleks ajas ta kõigepealt silmad punni , pingutas kõvasti , ähkis ja situs kolmkümmend ümmargust pabulat , mille kohta ta ise ütles , et need on üllatusmunad .	Selleks ajas ta silmad punni , pingutas , ähkis ja situs kolmkümmend ümmargust pabulat , mille kohta ta ise ütles , et need on üllatusmunad .
288800	1539	0	{}	Juba praegu , mil Eesti Pank , IMF ja enamik majandusanalüütikuid räägivad eelarvedefitsiidist kui suurest pattulangemisest , oli Eesti valitsussektori koondeelarve aastail 1996-2000 vaid korra plussis ( 1997. aastal , mil majanduskasv ületas kõiki ootusi ) .	Oli Eesti valitsussektori koondeelarve aastail 1996 - 2000 korra plussis ( 1997. aastal , mil majanduskasv ületas kõiki ootusi ) .
30351	752	1	"{""nsubj_obj"": 1}"	""" Enne Sydney olümpiamänge ei tohi sellega tegelema hakata , sest praegu peavad liidud valmistuma olümpiaks , "" lisas ta ."	""" Enne Sydney olümpiamänge ei tohi sellega tegelema hakata , sest peavad liidud valmistuma olümpiaks , "" lisas ta ."
140862	13	1	"{""nmod_obl"": 1}"	Urmo Aava ja Kuldar Sikk kutsuti oma Suzuki JRC-autoga ka MM-sarja Jaapani etapile .	Urmo Aava ja Kuldar Sikk kutsuti oma Suzuki JRC-autoga MM-sarja Jaapani etapile .
66159	2401	0	{}	Kõik jõuame hilja koju .	Kõik jõuame koju .
1877	4896	0	{}	Tavalise LANi puhul me reeglina turvalisusele ei mõtle : vaatame , et iga kaabel ettenähtud arvutisse jookseks , ja asi tahe ( tegelikult ei ole muidugi eriti tahe , aga see pole tänase jutu teema ; ) .	Tavalise LANi puhul me reeglina turvalisusele ei mõtle : vaatame , et iga kaabel ettenähtud arvutisse jookseks , ja asi tahe ( ei ole tahe , aga see pole tänase jutu teema ; ) .
415360	1321	0	{}	Pikkade vokaalide voolusängide uuristamine mõjub küll looduslikult kaunina , kuid see tegevus ei reeda virget hingelist rahutust , vallanduv energia ilmutab mobiilset piiratust , mida luuleline kontekst formaalselt ületab .	Pikkade vokaalide voolusängide uuristamine mõjub kaunina , kuid see tegevus ei reeda virget hingelist rahutust , vallanduv energia ilmutab mobiilset piiratust , mida luuleline kontekst ületab .
546688	1619	0	{}	""" Juba finaalgruppi jõudmine on meie jaoks suur õnnestumine , kuid nüüd ei rahuldu me enam sellega - läheme igas eelsisvas kohtumises NHL-i staaridele lahingut andma ja vaatame , mis juhtub , "" ütles Kasahstani koondise peatreener Boriss Aleksandrov ."	""" finaalgruppi jõudmine on meie jaoks suur õnnestumine , kuid ei rahuldu me sellega - läheme igas eelsisvas kohtumises NHL-i staaridele lahingut andma ja vaatame , mis juhtub , "" ütles Kasahstani koondise peatreener Boriss Aleksandrov ."
188410	1410	1	"{""aux_cop"": 1, ""root_obl"": 1, ""cop_root"": 1}"	Ka seni pole automaadid päris infota olnud , kahjuks on aga paberilehel kirjas olev teave taksofonide kõrvalt paari päevaga või isegi rutem kaotsi läinud .	Pole automaadid infota olnud , on aga paberilehel kirjas olev teave taksofonide kõrvalt paari päevaga kaotsi läinud .
62469	1314	0	{}	""" See eelarve teeb rikkad veel rikkamaks ja vaesed veel vaesemaks ning vähendab selgelt suurema sissetulekuga kodaniku maksukoormust , "" väitis Rahvaliidu poliitik Arvo Sirendi ."	""" See eelarve teeb rikkad rikkamaks ja vaesed vaesemaks ning vähendab suurema sissetulekuga kodaniku maksukoormust , "" väitis Rahvaliidu poliitik Arvo Sirendi ."
369983	9990	0	{}	Et asi teda ei huvitanud , ei pööranud ta sellele ka mingit tähelepanu , vaid läks tuppa ning heitis magama .	Et asi teda ei huvitanud , ei pööranud ta sellele mingit tähelepanu , vaid läks tuppa ning heitis magama .
291978	215	0	{}	Naise viidi kiirabihaiglasse , teatas riigi eriolukordade ministeerium täna .	Naise viidi kiirabihaiglasse , teatas riigi eriolukordade ministeerium .
24366	3188	1	"{""nmod_obl"": 1}"	Tulemuseks on see , et mõned jõudsamad apteegid segavad salvi ise kokku , ülejäänud pakuvad ainult analoogi nimega tesintiin .	Tulemuseks on see , et mõned jõudsamad apteegid segavad salvi ise kokku , ülejäänud pakuvad analoogi nimega tesintiin .
499276	391	0	{}	Võtke oma kutt kaasa , siis hakkab kohe julgem , kuid ärge teda liiga kauaks lenksu taha lubage – muidu jääbki endal proovimata !	Võtke oma kutt kaasa , siis hakkab julgem , kuid ärge teda lenksu taha lubage – jääbki endal proovimata !
381999	3012	0	{}	Vabas õhus paistab kaamera end üsna ebamugavalt tundvat .	Vabas õhus paistab kaamera end tundvat .
594219	3087	0	{}	See tähendas , et peremees seisis koerast mitmekümne meetri kaugusel ning koer ootas liikumatult lamades pikki minuteid järgmist käsklust .	See tähendas , et peremees seisis koerast mitmekümne meetri kaugusel ning koer ootas lamades pikki minuteid järgmist käsklust .
13408	1925	0	{}	Samuti võib poolte kokkuleppel viia puhkuseosa üle teisele tööaastale .	Võib poolte kokkuleppel viia puhkuseosa üle teisele tööaastale .
582913	824	1	"{""obl_root"": 1, ""root_acl"": 1}"	Üheski arutelus ei ole osalenud ka nii palju naisi .	Üheski arutelus ei ole osalenud naisi .
307145	5301	0	{}	Kui asja on võimalik kirjeldada lihtsalt , siis tuleb seda kirjeldada lihtsalt .	Kui asja on võimalik kirjeldada , tuleb seda kirjeldada .
700538	1908	0	{}	Eesti gümnaasiumi palgafond vähenes seetõttu rohkem kui veerand miljoni krooni võrra , millest tulenevadki kõik probleemid .	Eesti gümnaasiumi palgafond vähenes .
161461	495	0	{}	Eesti turule ei ole ministeeriumi hinnangul uusi Lääne-Euroopa vedajaid oodata enne Rail Baltica projekti realiseerimist , mis loodetavasti leiab aset 2015. aastaks .	Eesti turule ei ole ministeeriumi hinnangul uusi Lääne-Euroopa vedajaid oodata enne Rail Baltica projekti realiseerimist , mis leiab aset 2015. aastaks .
124390	794	0	{}	Vahva on see , et suurem osa sulelisi ei lasknud tuisutaadil end hirmutada : lumetormi vaheaegadel rõkkas musträstaste vali laulukoor , punarinnad tilistasid oma laulukellukesi suisa tuisu ajal.	Vahva on see , et suurem osa sulelisi ei lasknud tuisutaadil end hirmutada : lumetormi vaheaegadel rõkkas musträstaste vali laulukoor , punarinnad tilistasid oma laulukellukesi tuisu ajal .
569872	1802	0	{}	« Ei , mingit õiendamist polnud , » tõrjus Rüütli .	« , mingit õiendamist polnud , » tõrjus Rüütli .
705037	699956	1	"{""advcl_conj"": 1, ""det_amod"": 1}"	Need on klassikalised argumendid , neid võib leida kõikides keeltes , ainult et need kuuluvad natuke teise ajastusse , kui me vaatame veidi lääne poole .	Need on klassikalised argumendid , neid võib leida kõikides keeltes , need kuuluvad teise ajastusse , kui me vaatame lääne poole .
299445	2422	0	{}	Afganistani jäänud inimeste olukorra teeb veelgi raskemaks see , et ka igasugused rahvusvahelised abiorganisatsioonid on uue sõja ootel maalt lahkunud .	Afganistani jäänud inimeste olukorra teeb raskemaks see , et igasugused rahvusvahelised abiorganisatsioonid on uue sõja ootel maalt lahkunud .
552107	653	0	{}	Ta lobises sõpradega , kuid ta mõtted näisid olevat väga kaugel .	Ta lobises sõpradega , kuid ta mõtted näisid olevat kaugel .
678737	3371	0	{}	Küsimus euroskeptikutele Väga sageli kostub euroskeptikute ( ja europessimistide ) ridadest kategooriline väide , et varsti-varsti astub Venemaa ELu ja hakkab seal kogunisti domineerima .	Küsimus euroskeptikutele kostub euroskeptikute ( ja europessimistide ) ridadest kategooriline väide , et astub Venemaa ELu ja hakkab domineerima .
705159	4074	0	{}	lendilves: tere demori :) ikka jah	Lendilves : tere demori
388012	234488	0	{}	""" Ta tõmbab mõne mahvi ja jätkab : "" Isegi ime – suured riigid marssis läbi üheainukese päevaga , siin aga , näe , lase või maa mustaks , edasi ei pääse ."	""" Ta tõmbab mõne mahvi ja jätkab : "" ime – suured riigid marssis läbi üheainukese päevaga , aga , näe , lase või maa mustaks , edasi ei pääse ."
96395	790	0	{}	Keskerakonnal seevastu on hiiglaslik organiseerimiskogemus ning partei liidri Edgar Savisaare suur läbilöögivõime .	Keskerakonnal on hiiglaslik organiseerimiskogemus ning partei liidri Edgar Savisaare suur läbilöögivõime .
640660	2579	0	{}	Teatud ringkondadele oli Gross juba siis tüütu tegelane .	Teatud ringkondadele oli Gross tüütu tegelane .
680503	930	1	"{""det_nsubj"": 1, ""amod_obl"": 1, ""conj_xcomp"": 1}"	Tahakjs teada kus kohast võiks osta rossingoli omadele uued pidurid taha nagu mul need kummis seal taga aga üli ära kulunud  , kui keegi oskab abi anda siis oleks tänulik	Tahakjs teada kus kohast võiks osta rossingoli omadele uued pidurid taha mul need kummis aga üli ära kulunud , kui keegi oskab abi anda oleks tänulik
443287	2429	0	{}	Hollywood on ju kesklinnas ja soodsama asukohaga , ” tunnistab Rooväli Lucky Luke'si kannatajaksolekut .	Hollywood on kesklinnas ja soodsama asukohaga , ” tunnistab Rooväli Lucky Luke ' si kannatajaksolekut .
705300	104089	0	{}	+InXs: lõpuks hakkab tüütama :-P	+ InXs : hakkab tüütama :-P
700941	1399776	0	{}	Palun ka kirjalikult .	Palun .
189776	1307	0	{}	Seega töötab Eesti põllumees efektiivsemalt .	Töötab Eesti põllumees .
129736	3672	1	"{""cop_aux"": 2}"	Olen kaua ETV-s töötanud ja viimased 12 aastat mõelnud , mida on valesti tehtud ja mida tuleb teha .	Olen ETV-s töötanud ja viimased 12 aastat mõelnud , mida on tehtud ja mida tuleb teha .
648972	3131	1	"{""nsubj_nsubj:cop"": 1, ""aux_cop"": 1}"	*Muide kas keegi on kunagi mõelnud milleks on parteid vajalikud ja ei võiks olla hoopis otse valimisi ?	* keegi on mõelnud milleks on parteid vajalikud ja ei võiks olla valimisi ?
687102	628055	0	{}	sides on seda varemgi kurdetud .	Sides on seda kurdetud .
354017	623	0	{}	Tulel on ka Mulgi pada , kust soovijad saavad maitsta ning osta tuntumaid ja vähemtuntud mulgi toite .	Tulel on Mulgi pada , kust soovijad saavad maitsta ning osta tuntumaid ja vähemtuntud mulgi toite .
705155	296071	1	"{""xcomp_parataxis"": 1, ""parataxis_xcomp"": 1}"	Cart_uimerdab: mmh , pidi öösel ju tulema akkama , salix	Cart_uimerdab : mmh , pidi tulema akkama , salix
62899	912	0	{}	""" On küll tähtis , "" ütles ta ja lisas : "" Meeldiv , kui kodus mulle positiivset tähelepanu pööratakse , mitte ainult negatiivset ."	""" On tähtis , "" ütles ta ja lisas : "" Meeldiv , kui kodus mulle positiivset tähelepanu pööratakse , negatiivset ."
223094	1100	0	{}	Võimalikult kiire lihakana kasvatamiseks lindudele söödetavad kemikaalid ajavad lindude kere rasva ning muudavad selle raskemaks , kui loomulikus kasvufaasis jalad kanda suudavad .	Kiire lihakana kasvatamiseks lindudele söödetavad kemikaalid ajavad lindude kere rasva ning muudavad selle raskemaks , kui loomulikus kasvufaasis jalad kanda suudavad .
680637	126824	0	{}	Lahutame sellest ka kuuvahetuse jäägid , mis laekuvad Maksuameti kaudu ja mis kuuluvad järgmisel päeval , ülejärgmisel päeval , igal viiendal päeval või seitsmendal tööpäeval ülekandmisele ja mida need kommertspangad saavad kasutada valuutaspekulatsioonideks või näiteks sularaha vahetuseks ja lühiajaliseks spot- ja sloptehinguteks või ka üleöölaenudeks .	Lahutame sellest kuuvahetuse jäägid , mis laekuvad Maksuameti kaudu ja mis kuuluvad järgmisel päeval , ülejärgmisel päeval , igal viiendal päeval või seitsmendal tööpäeval ülekandmisele ja mida need kommertspangad saavad kasutada valuutaspekulatsioonideks või näiteks sularaha vahetuseks ja lühiajaliseks spot- ja sloptehinguteks või üleöölaenudeks .
421666	358	1	"{""conj_nsubj"": 1, ""cop_aux"": 1, ""acl_cop"": 1}"	“ Eestlane , eriti veel see , kes on olnud nõukogude armees , leiab ukrainlastega kergesti ühise keele . ”	“ Eestlane , see , kes on olnud nõukogude armees , leiab ukrainlastega ühise keele . ”
534820	945	0	{}	Rohkem nagu ettevõtmise küsimus .	Ettevõtmise küsimus .
132270	0	0	{}	Lõuna-Ameerikas kasvav ja indiaanlaste seas hinnatud kuningakepp tunneb end kõige paremini kraavikaldal , raudtee ääres või söötis maal .	Lõuna-Ameerikas kasvav ja indiaanlaste seas hinnatud kuningakepp tunneb end kraavikaldal , raudtee ääres või söötis maal .
415422	1385	1	"{""acl_conj"": 1}"	Ja küsimus pole üldsegi selles , kas vormiliselt ostetakse arhiiviminuteid , saateaega või lihtsalt spondeeritakse .	Ja küsimus pole selles , ostetakse arhiiviminuteid , saateaega või spondeeritakse .
303607	771	0	{}	Tallinna elamumajandusameti juhataja Jaan Kurm ütles , et praktikas ühiselamute väljaostmise idee veel ei toimi , kuna Fennovaraga pole mingeid läbirääkimisi alustatud .	Tallinna elamumajandusameti juhataja Jaan Kurm ütles , et praktikas ühiselamute väljaostmise idee ei toimi , kuna Fennovaraga pole mingeid läbirääkimisi alustatud .
374954	196645	0	{}	P. G. G. Jacksoni ( 1995 ) poolt kasutatav termin “ pöörlilukk ” ( ingl stifle lock ) on siiski täpsem , sest niudeluude kehade taha jäävad kinni mitte puusaköbrud , vaid reieluude suurpöörlid .	P . G. G. Jacksoni ( 1995 ) poolt kasutatav termin “ pöörlilukk ” ( ingl stifle lock ) on täpsem , sest niudeluude kehade taha jäävad kinni puusaköbrud , vaid reieluude suurpöörlid .
650658	4961	0	{}	Ajalugu  Kosmosesüstik Columbia ehitati rohkem kui 20 aastat tagasi .	Ajalugu Kosmosesüstik Columbia ehitati .
342637	2303	0	{}	Õhtu peaesineja Arcturus on superstaar juba enne lavale tulekut .	Õhtu peaesineja Arcturus on superstaar enne lavale tulekut .
336829	0	0	{}	TARTU , 4. märts ( EPLO ) - Tartu Ülikool esitas koostöös aktsiaseltsiga Quattromed USAs patenditaotluse metoodikale , mis võimaldab oluliselt kiirendada ravimiarenduses kasutatavate terapeutiliste valkude ja teiste bioloogiliste ainete tootmisprotsessi .	TARTU , 4. märts ( EPLO ) - Tartu Ülikool esitas koostöös aktsiaseltsiga Quattromed USAs patenditaotluse metoodikale , mis võimaldab kiirendada ravimiarenduses kasutatavate terapeutiliste valkude ja teiste bioloogiliste ainete tootmisprotsessi .
679863	497	0	{}	Erinevalt paljudest unerohtudest ei tekita taimsed « uinutid » sõltuvust .	Ei tekita taimsed « uinutid » sõltuvust .
278554	12	1	"{""obl_amod"": 1}"	Kahe Õismäe trolliliini asendamisel konkursi võitnud firmade bussidega paiskub Tallinnas õhku aastas senisest üle 2000 tonni rohkem mürkgaase , kuid sellele vaatamata ei kavatse abilinnapea Priit Vilba konkursipakkumisi üle vaadata .	Kahe Õismäe trolliliini asendamisel konkursi võitnud firmade bussidega paiskub Tallinnas õhku aastas senisest mürkgaase , kuid sellele vaatamata ei kavatse abilinnapea Priit Vilba konkursipakkumisi üle vaadata .
565936	1185	0	{}	“ Lembit Aru rahakott oli kodus , nagu ka tema auto , ” ütleb Õhtulehele politseiallikas .	“ Lembit Aru rahakott oli kodus , nagu tema auto , ” ütleb Õhtulehele politseiallikas .
705067	6552	1	"{""parataxis_nsubj:cop"": 1}"	mari: on jah kudagi erinev	Mari : on kudagi erinev
4694	2465	0	{}	Võidumehe näost paistab niikuinii päike , 66-kordne Austria meister Stadlober teenis pika karjääri lõpuks MM-medali , 27-aastane Hjelmeset jõudis elu esimesel MM-stardil esikolmikusse .	Võidumehe näost paistab päike , 66-kordne Austria meister Stadlober teenis pika karjääri lõpuks MM-medali , 27-aastane Hjelmeset jõudis elu esimesel MM-stardil esikolmikusse .
16768	16176	1	"{""aux_cop"": 1, ""nsubj_nsubj:cop"": 1, ""advcl_acl"": 1}"	Minevikku vaadates on kõige olulisem see , et aegade keerises on säilinud Eesti kui mereriik .	Minevikku vaadates on olulisem see , et aegade keerises on säilinud Eesti kui mereriik .
532030	308	1	"{""nsubj_obj"": 1}"	Loomulikult ajab taoline asi endast välja .	Ajab taoline asi endast välja .
705037	1485134	0	{}	Siin on olnud just nimelt seda laadi tõlgendusi , et see tähendabki , et Narva kool peab olema samasugune kui Viljandi kool ja et ka Narvas tuleb saavutada 100% eestikeelne õpe , alles siis nad saavad öelda , et nad on seaduse täitnud .	Siin on olnud seda laadi tõlgendusi , et see tähendabki , et Narva kool peab olema samasugune kui Viljandi kool ja et Narvas tuleb saavutada 100% eestikeelne õpe , nad saavad öelda , et nad on seaduse täitnud .
640548	4835	1	"{""ccomp_obl"": 1}"	Saadab , AGA arvesta , et ainult UPSiga !	Saadab , AGA arvesta , et UPSiga !
705050	1408834	0	{}	Selles suhtes ei suutnud majanduskomisjon võtta seisukohta , sest hääled jagunesid täpselt pooleks .	Selles suhtes ei suutnud majanduskomisjon võtta seisukohta , sest hääled jagunesid .
417095	1572	0	{}	Liisa Pakosta muretses , et raamatukultuuri kiitmisega ei rünnataks moodsaimat sidevahendit internetti , mis traditsioonilist lugemist küll muudab , kuid toob maailma raamatukogude rikkused lausa koju kätte .	Liisa Pakosta muretses , et raamatukultuuri kiitmisega ei rünnataks moodsaimat sidevahendit internetti , mis traditsioonilist lugemist muudab , kuid toob maailma raamatukogude rikkused koju kätte .
632862	643	1	"{""obj_conj"": 1, ""cc_advmod"": 1, ""amod_det"": 1}"	Tuntud ja lugupeetud koolijuhi kriitika aga ei tulene ilmselt omadest kogemustest , vaid hoopis teise haridusguru Märt Sultsi deklaratsioonist kunstikooliga nimetatud projektist välja astuda .	Tuntud ja lugupeetud koolijuhi kriitika aga ei tulene omadest kogemustest , vaid teise haridusguru Märt Sultsi deklaratsioonist kunstikooliga nimetatud projektist välja astuda .
121317	2940	1	"{""amod_xcomp"": 1}"	Arstide kinnitusel pole naise elu ohus , kuid ta jääb järgmiseks paariks päevaks siiski haiglaravile .	Arstide kinnitusel pole naise elu ohus , kuid ta jääb järgmiseks paariks päevaks haiglaravile .
705355	38959	0	{}	Liina16: ei tea täpselt	Liina16 : ei tea
640548	919285	0	{}	Varukaga hõõrumine ei lähe vist mitte .	Varukaga hõõrumine ei lähe .
15629	856	1	"{""root_nsubj:cop"": 1, ""nsubj_appos"": 1, ""nsubj_root"": 1}"	Seni kuulus Pro Kapitalile 10 protsenti Vinkristi aktsiatest .	Kuulus Pro Kapitalile 10 protsenti Vinkristi aktsiatest .
571206	262	1	"{""ccomp_conj"": 1}"	« Kui ma olin 15aastane , küsisin oma emalt , kas ta oleks sellega nõus , et minust saab näitleja .	« Kui ma olin 15aastane , küsisin oma emalt , ta oleks sellega nõus , et minust saab näitleja .
705037	711770	0	{}	Täna on ta kuskil tutvumisringil .	On ta tutvumisringil .
249919	547	1	"{""mark_advmod"": 1, ""nmod_obl"": 1}"	LUGU HAKKAB ALGUSES VEIDI VENIVALT JOOKSMA nagu romaaniski literaat Ivan Petrovitši ( Ingomar Vihmar ) mina-jutustusena .	LUGU HAKKAB ALGUSES JOOKSMA nagu romaaniski literaat Ivan Petrovitši ( Ingomar Vihmar ) mina-jutustusena .
285049	1491	1	"{""nmod_obl"": 1}"	Paraadil osaleb ka Kaitseväe orkester 40 orkestrandi ja Piirivalveameti orkester 36 orkestrandiga .	Paraadil osaleb Kaitseväe orkester 40 orkestrandi ja Piirivalveameti orkester 36 orkestrandiga .
419506	542	0	{}	Nüüd on mitmed ettevõtted tema vastu huvi tundnud .	On mitmed ettevõtted tema vastu huvi tundnud .
336966	1299	0	{}	Kas Jaanil võib ka võiduvõimalus tekkida ?	Jaanil võib võiduvõimalus tekkida ?
192981	5	1	"{""csubj_acl"": 1}"	Jüri Jaanson tuli eile Ljubljanas peetud auhinnavõistlustel Iztok Cop Challenger teiseks , teda edestas itaallane Alessio Sartori .	Jüri Jaanson tuli Ljubljanas peetud auhinnavõistlustel Iztok Cop Challenger , teda edestas itaallane Alessio Sartori .
492196	4098	0	{}	Ilmselt on välisministeeriumis kaadri edutamisele ja motiveerimisele tõsiselt mõeldud .	On välisministeeriumis kaadri edutamisele ja motiveerimisele mõeldud .
705199	19546	1	"{""obl_nmod"": 1}"	QbaAff: vot tal tglt siuke soft-soul hääl , kuulata nagu ei tahax	QbaAff : vot tal tglt siuke soft-soul hääl , kuulata ei tahax
407305	897663	1	"{""amod_xcomp"": 1, ""xcomp_nmod"": 1, ""nmod_obl"": 1}"	Naod , teadis Aidann , olid mõeldud peamiselt rannalähedasteks avastusretkedeks ja jõesuudmete uurimiseks , kuid võisid sooritada ka kiireid reise üle lahtede .	Naod , teadis Aidann , olid mõeldud rannalähedasteks avastusretkedeks ja jõesuudmete uurimiseks , kuid võisid sooritada kiireid reise üle lahtede .
705121	22989	0	{}	p2iksekreem: sa magasid maha juba selle	P2iksekreem : sa magasid maha selle
705049	439498	0	{}	Võtame käsile punkti 62 , mis ütleb niimoodi : “ Doktorikraad on kõrgeim hariduskvalifikatsioon , mis tunnistab vastaval alal teadusliku kompetentsuse saavutamist ja võimet iseseisvalt püstitada ja lahendada originaalseid ülesandeid .	Võtame käsile punkti 62 , mis ütleb : “ Doktorikraad on kõrgeim hariduskvalifikatsioon , mis tunnistab vastaval alal teadusliku kompetentsuse saavutamist ja võimet püstitada ja lahendada originaalseid ülesandeid .
370530	311481	0	{}	Tuli meile küpsisepakendi kujundust tahtma ja siis arvas , et me võiks ka printreklaami teha .	Tuli meile küpsisepakendi kujundust tahtma ja arvas , et me võiks printreklaami teha .
700815	826215	0	{}	Aga ma arvan , et ettepanekud muuta ka teisi seadusi on võimalikud .	Aga ma arvan , et ettepanekud muuta teisi seadusi on võimalikud .
435556	2362	1	"{""det_nummod"": 1, ""nsubj_nsubj:cop"": 1, ""aux_cop"": 1}"	Ootamatult saabub aga teade , et üks kaupmehe laevu on õnnelikult sadamasse jõudnud ja tütred paluvad ärasõitval isal tuua endale kingitusi - Kaunitar palub vaid üht roosi .	Saabub teade , et üks kaupmehe laevu on sadamasse jõudnud ja tütred paluvad ärasõitval isal tuua endale kingitusi - Kaunitar palub üht roosi .
93111	174	1	"{""nsubj_obj"": 1}"	Puksiirid tõmbasid 24 kilomeetrit Fujairah sadamast eemal kokku põrganud tankerid üksteisest lahti .	Puksiirid tõmbasid 24 kilomeetrit kokku põrganud tankerid üksteisest lahti .
695798	79152	0	{}	Nimetatud seadis peab olema selline , et seda ei saa eemaldada ega asendada väljastpoolt ilma jälgi jätmata .	Nimetatud seadis peab olema selline , et seda ei saa eemaldada ega asendada ilma jälgi jätmata .
698836	536	1	"{""acl_acl:relcl"": 1}"	Tiit Tammsaar , kuidas seletaksite neile võimalikult lihtsalt lahti , mida NATO meile annab ?	Tiit Tammsaar , kuidas seletaksite neile lahti , mida NATO meile annab ?
658151	3350	0	{}	Paraku ei anna ministeeriumide ja peami- nistri selgitused alust optimismiks .	Ei anna ministeeriumide ja peami- nistri selgitused alust optimismiks .
20829	2104	0	{}	Sõitjate arvamusest enamgi peaks mõjuma publiku kriitika .	Peaks mõjuma publiku kriitika .
521908	589	1	"{""flat_nmod"": 1}"	See on ka arusaadav , on ju Anželika Miss Belarus 1988 , Nõukogude Liidu Miss Foto 1991 ning lisaks veel Missis Venemaa tiitlite omanik .	See on arusaadav , on Anželika Miss Belarus 1988 , Nõukogude Liidu Miss Foto 1991 ning lisaks Missis Venemaa tiitlite omanik .
640616	1533864	1	"{""amod_obl"": 1, ""obl_flat"": 1}"	Muuseas , Noores Tehnikus müüakse Audese poolt juba valmis tehtud subwooferi kaste ( autole küll , aga on's neil suurt vahet ? ) .	, Noores Tehnikus müüakse Audese poolt valmis tehtud subwooferi kaste ( autole küll , aga on's neil suurt vahet ? ) .
705243	45611	1	"{""xcomp_acl"": 1, ""obl_nmod"": 1}"	orc: ma yritasin seda vigurit kopida sealt vampiro 8eldud numbrite tagant	Orc : ma yritasin seda vigurit kopida vampiro 8eldud numbrite tagant
333352	830	1	"{""conj_nmod"": 1, ""nsubj:cop_conj"": 1}"	Olla Põhjamaade suurima raamatumessi peakülaline on väga suur prestiiž ja kirjanikele uute võimaluste loomise seisukohalt kahtlemata väga tänuväärne staatus .	Olla Põhjamaade suurima raamatumessi peakülaline on suur prestiiž ja kirjanikele uute võimaluste loomise seisukohalt tänuväärne staatus .
187107	4874	1	"{""conj_obj"": 1}"	Ma ka jõin palju ikka reedel ja laupäeval ... kahju natukene , sest tõesti endal oli juba imelik minna peole või kuskile kainelt .	Ma jõin reedel ja laupäeval ... kahju , sest endal oli imelik minna peole või kainelt .
371306	3432	0	{}	Keiserlikule Etioopia Televisioonile tegime me hiljuti trummisaate . ”	Keiserlikule Etioopia Televisioonile tegime me trummisaate . ”
339533	781	0	{}	Täna on ettevõtte tootenomenklatuuris ca 300 külmutatud või jahutatud toodet .	On ettevõtte tootenomenklatuuris ca 300 külmutatud või jahutatud toodet .
378751	1077593	0	{}	""" Tahad sa üldse seda , mida sa tahad ? "" küsis Dagmar ja viibutas piitsa ."	""" Tahad sa seda , mida sa tahad ? "" küsis Dagmar ja viibutas piitsa ."
156326	565	0	{}	Noormehe üle peeti kohut kui täiskasvanu üle , sest seadus lubab eriti jõhkrate kuritegude puhul kohtul kohelda alaealisi täiskasvanuna ning määrata karmemaid karistusi , kui neid määrataks lapsele .	Noormehe üle peeti kohut kui täiskasvanu üle , sest seadus lubab jõhkrate kuritegude puhul kohtul kohelda alaealisi täiskasvanuna ning määrata karmemaid karistusi , kui neid määrataks lapsele .
286289	1437	1	"{""root_nsubj:cop"": 1, ""nmod_root"": 1, ""nsubj_nsubj:cop"": 1}"	Lisaks märkmetele on Valdur Malmrel ka tohutu suur kilekotitäis pabereid : seal on korralikult aastate kaupa nööriga punti seotud isa kirjad talle ja ta õele Helvele : peamiselt seosetu sõim , süüdistused ja nõudmised .	Lisaks märkmetele on Valdur Malmrel suur kilekotitäis pabereid : on aastate kaupa nööriga punti seotud isa kirjad talle ja ta õele Helvele : seosetu sõim , süüdistused ja nõudmised .
